"EDCS-ID","publication","province","place","dating_from","dating_to","date_not_before","date_not_after","status","inscription","inscription_conservative_cleaning","inscription_interpretive_cleaning","material","comment","latitude","longitude","language","photo","partner_link","extra_text","extra_html","raw_dating","cleaned_place"
"EDCS-51400004","Legio-VII 00066 = AE 2008, 01058","Dalmatia","Hrvace","1","50","1","50","liberti/libertae;  milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Vettius M(arci) [f(ilius)] / Maec(ia) Secun[dus] / Libarn[a] vet(eranus) le[g(ionis)] / VII vivus [f]ecit si[bi] / et Vettiae L(uci) f(iliae) Ver[ae] / et Vettiae L(uci) l(ibertae) S[3]","L Vettius M Maec Secun Libarn vet le VII vivus ecit si et Vettiae L f Ver et Vettiae L l S","Lucius Vettius Marci filius Maecia Secundus Libarna veteranus legionis VII vivus fecit sibi et Vettiae Luci filiae Verae et Vettiae Luci libertae S","lapis",NA,"43.7559711","16.6189503","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00066.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD065033","","","1 to 50","Hrvace"
"EDCS-31900304","CIL 03, 08486 = Hernandez-01, 00039","Dalmatia","Humac / Bigeste","1","70","1","70","milites;  nomen singulare;  tituli sepulcrales;  viri","Andamionius An/dami f(ilius) eq(ues) coh(ortis) I / Lucens(ium) / ann(orum) XXXV / st(ipendiorum) XV h(ic) s(itus) e(st) / Gav[i]llius f(ilius) [h]er(es?) / [d(e?)] s(uo?) pos(u)it","Andamionius Andami f eq coh I Lucens ann XXXV st XV h s e Gavllius f er s posit","Andamionius Andami filius eques cohortis I Lucensium annorum XXXV stipendiorum XV hic situs est Gavillius filius heres de suo posuit",NA,NA,"43.1878539","17.5296549","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD056523;Qepsg.433","","","1 to 70","Bigeste"
"EDCS-31900306","CIL 03, 08492 = Hernandez-01, 00040","Dalmatia","Humac / Bigeste","31","70","31","70","milites;  nomen singulare;  tituli sepulcrales;  viri","Rufus Angeti f(ilius) / mil(es) coh(ortis) I Luce(nsium)/ annorum XXX / stipen(diorum) / h(ic) s(itus) e(st) / h(eres) p(osuit)","Rufus Angeti f mil coh I Luce annorum XXX stipen h s e h p","Rufus Angeti filius miles cohortis I Lucensium annorum XXX stipendiorum hic situs est heres posuit",NA,NA,"43.1878539","17.5296549","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058385;Qepsg.592","","","31 to 70","Bigeste"
"EDCS-31900307","CIL 03, 08493 (p 1475) = Legio-VII 00055","Dalmatia","Humac / Bigeste","9","70","9","70","milites;  tituli sepulcrales;  viri","M(arcus) Sosius M(arci) f(ilius) / Fab(ia) Sebasto/[poli 3 leg(ionis)] VII / [","M Sosius M f Fab Sebasto VII","Marcus Sosius Marci filius Fabia Sebastopoli legionis VII","lapis",NA,"43.1878539","17.5296549","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00055.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058391","","","9 to 70","Bigeste"
"EDCS-31900309","CIL 03, 08495 (p 2132, 2322, 2328,121)","Dalmatia","Humac / Bigeste","1","100","1","100","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","Vanaius Venio [3] / domo Bodion[t(icus) e]q(ues) coh(ortis) / Alp(inorum) an(norum) LIIII [sti]p(endiorum) XXV / h(ic) s(itus) e(st) Valeri[an]a et / Marcella [3] p(osuerunt)","Vanaius Venio domo Bodionq coh Alp an LIIII p XXV h s e Valeria et Marcella p","Vanaius Venio domo Bodionticus eques cohortis Alpinorum annorum LIIII stipendiorum XXV hic situs est Valeriana et Marcella posuerunt","lapis",NA,"43.1878539","17.5296549","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD056460;lu_23714","","","1 to 100","Bigeste"
"EDCS-30100677","CIL 03, 14226,1 (p 2328,121) = ILJug-03, 01917","Dalmatia","Humac / Bigeste","31","70","31","70","milites;  nomen singulare;  tituli sepulcrales;  viri","] / tur(ma) Ne[potis] / ann(orum) XLV [3] / t(estamento) [f(ieri) i(ussit)] / Neriu[s","tur Ne ann XLV t Nerius","turma Nepotis annorum XLV testamento fieri iussit Nerius","lapis",NA,"43.1878539","17.5296549","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PH0012440","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0104550;HD034235","","","31 to 70","Bigeste"
"EDCS-10000684","ILJug-02, 00670 = Legio-VII 00058","Dalmatia","Humac / Bigeste","31","130","31","130","liberti/libertae;  milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","P[3]a / at[3] fa/to rapta h(ic) s(ita) e(st) / C(aius) Valerius C(ai) f(ilius) Den/to veter(anus) leg(ionis) VII lib(ertae) / suae posuit","P a at fato rapta h s e C Valerius C f Dento veter leg VII lib suae posuit","P a at fato rapta hic sita est Caius Valerius Cai filius Dento veteranus legionis VII libertae suae posuit",NA,NA,"43.1878539","17.5296549","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00058.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034084;lu_21479","","","31 to 130","Bigeste"
"EDCS-10100861","ILJug-03, 01916 = OpuscArchZagreb-1997-86","Dalmatia","Humac / Bigeste","1","100","1","100","milites;  tituli sepulcrales;  tria nomina;  viri","Q(uintus) Pius L(uci) [f(ilius)] / Ser(gia) Signinus do/mo Con(s)tan(ti)a vet(eranus) / leg(ionis) VII annor(um) LXXI / h(ic) s(itus) e(st)","Q Pius L Ser Signinus domo Contana vet leg VII annor LXXI h s e","Quintus Pius Luci filius Sergia Signinus domo Constantia veteranus legionis VII annorum LXXI hic situs est","lapis",NA,"43.1878539","17.5296549","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034234","","","1 to 100","Bigeste"
"EDCS-56900033","OpuscArchZagreb-1997-89,19","Dalmatia","Humac / Bigeste","1","150","1","150","milites;  tituli sepulcrales;  viri","] c(o)h[or(tis?) 3] / [3] sti[p(endiorum)","ch stip","cohortis stipendiorum",NA,NA,"43.1878539","17.5296549","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD056524","","","1 to 150","Bigeste"
"EDCS-30900093","CIL 03, 10094 (p 2328,18) = D 02679","Dalmatia","Hvar / Lesina / Pharia","1","150","1","150","milites;  ordo equester;  ordo senatorius;  tituli sacri;  tria nomina;  viri","L(ucius) Rustius Picen[s] / tr(ibunus) mil(itum) vovi[t] / praef(ectus) eq(uitum) fec[it]","L Rustius Picen tr mil vovi praef eq fec","Lucius Rustius Picens tribunus militum vovit praefectus equitum fecit","lapis",NA,"43.1739813","16.5564721","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_10094.jpg;$PF_CIL_03_10094.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061124;de-a0531","","","1 to 150","Pharia"
"EDCS-41300186","CIL 03, *00394,3 = AE 1999, 01234","Dalmatia","Ivosevci / Burnum","42","70","42","70","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Tertius L(uci?) f(ilius) / [Te]rtianus / H[era]cl(ea) ann(orum) [3] / HIRACLRA mi<l=H>(es) / l<e=I>g(ionis) XI [C(laudiae) P(iae)] F(idelis) / ann(orum) XL stip(endiorum) XVII / L(ucius) Pomp(onius?) Pol[lio(?)","L Tertius L f rtianus Hcl ann HIRACLRA miH lIg XI F ann XL stip XVII L Pomp Pollio","Lucius Tertius Luci filius Tertianus Heraclea annorum HIRACLRA miles legionis XI Claudiae Piae Fidelis annorum XL stipendiorum XVII Lucius Pomponius Pollio",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039870","","","42 to 70","Burnum"
"EDCS-41300187","CIL 03, *00394,4 = ZPE-199-232 = AE 1999, 01235","Dalmatia","Ivosevci / Burnum","42","69","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Tertius L(uci?) f(ilius) / Ser(gia) Tertianus / Heraclea mil(es) / leg(ionis) XI C(laudiae) [P(iae) F(idelis)] / ann(orum) XL / [stip(endiorum)] XVII / t(estamento) f(ieri) i(ussit) / L(ucius) Ponponius(!) / Polio(!) h(eres) p(onendum) c(uravit)","L Tertius L f Ser Tertianus Heraclea mil leg XI C ann XL XVII t f i L Ponponius Polio h p c","Lucius Tertius Luci filius Sergia Tertianus Heraclea miles legionis XI Claudiae Piae Fidelis annorum XL stipendiorum XVII testamento fieri iussit Lucius Ponponius Polio heres ponendum curavit","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1999_01235.jpg;$AE_1999_01235_1.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039871;bu_AE%26bibl_volume=1999%26bibl_subvolume=%26bibl_insc=1235","","","42 to 69","Burnum"
"EDCS-41300188","CIL 03, *00394,5 = AE 1999, 01236","Dalmatia","Ivosevci / Burnum","42","70","42","70","milites;  tituli sepulcrales;  tria nomina;  viri","l]eg(ionis) XI [C(laudiae) P(iae) F(idelis?)] / [|(centuria?)] Aemi(lii) V[ictori(?)] / ann(orum) XI[3] / [s]ti[p(endiorum)","leg XI Aemi V ann XI tip","legionis XI Claudiae Piae Fidelis centuria Aemilii Victori annorum XI stipendiorum",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039872","","","42 to 70","Burnum"
"EDCS-41300189","CIL 03, *00394,6 = AE 1999, 01237","Dalmatia","Ivosevci / Burnum","42","70","42","70","milites;  tituli sepulcrales;  viri","]ALR[3] / [3] leg(ionis) X[I(?) C(laudiae) P(iae) F(idelis?)] / [ann(orum) 3] / stip(endiorum) X[3] / [3] M(arcus) Pon[","ALR leg X stip X M Pon","ALR legionis XI Claudiae Piae Fidelis annorum stipendiorum X Marcus Pon",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039873","","","42 to 70","Burnum"
"EDCS-28300153","CIL 03, 02824 (p 1036, 2328,161) = CIL 03, 13249 = Liburnia 00149","Dalmatia","Ivosevci / Burnum","117","150","117","150","nomen singulare;  tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) C(onservatori?) / P(ublius) Aelius / Andes / Barcini / v(otum) s(olvit) l(ibens) m(erito)","I O M C P Aelius Andes Barcini v s l m","Iovi Optimo Maximo Conservatori Publius Aelius Andes Barcini votum solvit libens merito","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0038484;HD058254;lu_24850","","","117 to 150","Burnum"
"EDCS-28300161","CIL 03, 02832 (p 1036) = CIL 03, 09892","Dalmatia","Ivosevci / Burnum","1","150","1","150","milites;  tituli sepulcrales;  tria nomina;  viri","]ci / [3]avi / [3 s]i[g]ni[f(er?)] leg(ionis) XI / ann(orum) XLV stip(endiorum) XXI / C(aius) Aemilius C(ai) f(ilius) / Marcellus ann(orum) XIIX / pater et filius / h(ic) s(itus) e(st!)","ci avi ini leg XI ann XLV stip XXI C Aemilius C f Marcellus ann XIIX pater et filius h s e","ci avi signifer legionis XI annorum XLV stipendiorum XXI Caius Aemilius Cai filius Marcellus annorum XIIX pater et filius hic situs est","lapis","cf. AE 2016, 01207*","44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061407;lu_22877;lu_22903;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=9892","","","1 to 150","Burnum"
"EDCS-28300162","CIL 03, 02833 (p 1036, 1627, 2328,161)","Dalmatia","Ivosevci / Burnum","42","100","42","100","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Cassius L(uci) f(ilius) / Trom(entina) Marti/alis Aq(uae) Sta(tiellae) / mil(es) leg(ionis) XI / C(laudiae) P(iae) F(idelis) / |(centuria) Pulpid<i=F> Sil/vestris / stip(endiorum) XII an(norum) XXXV / t(estamento) f(ieri) i(ussit) h(eres) f(aciendum) c(uravit)","L Cassius L f Trom Martialis Aq Sta mil leg XI C P F PulpidF Silvestris stip XII an XXXV t f i h f c","Lucius Cassius Luci filius Tromentina Martialis Aquae Statiellae miles legionis XI Claudiae Piae Fidelis centuria Pulpidi Silvestris stipendiorum XII annorum XXXV testamento fieri iussit heres faciendum curavit","lapis",NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058165","","","42 to 100","Burnum"
"EDCS-28300163","CIL 03, 02834 (p 1036, 2328,12) = CIL 03, 09893","Dalmatia","Ivosevci / Burnum","42","100","42","100","liberti/libertae;  milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","[3 Cla]udius A(uli) [f(ilius) Pob(lilia)] / [Cel]er |(centurio) leg(ionis) XI C(laudiae) P(iae) / F(idelis) domo Vero/na ann(orum) LXIII stip(endiorum) / XXXXIII t(estamento) f(ieri) iussit / Panthagathus / lib(ertus) f(aciendum) c(uravit)","udius A er leg XI C P F domo Verona ann LXIII stip XXXXIII t f iussit Panthagathus lib f c","Claudius Auli filius Poblilia Celer centurio legionis XI Claudiae Piae Fidelis domo Verona annorum LXIII stipendiorum XXXXIII testamento fieri iussit Panthagathus libertus faciendum curavit",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058137","","","42 to 100","Burnum"
"EDCS-28300164","CIL 03, 02835 (p 1036) = CLE 00992 = D 02257","Dalmatia","Ivosevci / Burnum","9","42","9","42","carmina;  milites;  tituli sepulcrales;  tria nomina;  viri","T(itus) Cominius / C(ai) f(ilius) Romilia / Ateste miles / leg(ionis) XI anno/rum XL stip(endiorum) XVI / h(ic) s(itus) e(st) frater / fratri posuit / vix{s}i(t) quad potui sem/per bene pauper honeste / [fr]audavi nullum nunc iuvat / [os]sa mea","T Cominius C f Romilia Ateste miles leg XI annorum XL stip XVI h s e frater fratri posuit vixsi quad potui semper bene pauper honeste audavi nullum nunc iuvat sa mea","Titus Cominius Cai filius Romilia Ateste miles legionis XI annorum XL stipendiorum XVI hic situs est frater fratri posuit vixit quad potui semper bene pauper honeste fraudavi nullum nunc iuvat ossa mea","lapis",NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058166;de-a0455;de-a0456;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=2835","","","9 to 42","Burnum"
"EDCS-28300165","CIL 03, 02836 (p 1036) = D 02651","Dalmatia","Ivosevci / Burnum","-20","9","-20","9","milites;  tituli sepulcrales;  tria nomina;  viri","Sal(vius) Frebranus T(iti) f(ilius) / Quir(ina) Baculus has(tatus) / pri(or) leg(ionis) XX","Sal Frebranus T f Quir Baculus has pri leg XX","Salvius Frebranus Titi filius Quirina Baculus hastatus prior legionis XX",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061408;de-a0525","","","-20 to 9","Burnum"
"EDCS-28300167","CIL 03, 02838","Dalmatia","Ivosevci / Burnum","1","150","1","150","liberti/libertae;  milites;  tituli sepulcrales;  tria nomina;  viri","]I[3]VV / Naev[3] / Q(uinti) lib(erti) Primi / Q(uintus) Naevius C(ai) / [f(ilius)] Vol(tinia) / Ponticus signif(er)","I VV Naev Q lib Primi Q Naevius C Vol Ponticus signif","I VV Naev Quinti liberti Primi Quintus Naevius Cai filius Voltinia Ponticus signifer",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061410","","","1 to 150","Burnum"
"EDCS-28300168","CIL 03, 02839","Dalmatia","Ivosevci / Burnum","42","69","42","69","milites;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","Q(uintus) Valerius / Q(uinti) f(ilius) Ani(ensi) Niger / domo Foro / Iu[l]i vet(eranus) leg(ionis) X[I] / C(laudiae) P(iae) F(idelis) ann(orum) XLV / stip(endiorum) XXIIII h(ic) s(itus) e(st) / t(estamento) f(ieri) i(ussit) C(aius) P(ontius) / et Q(uintus) Gussius [h(eredes) f(ecerunt)]","Q Valerius Q f Ani Niger domo Foro Iui vet leg X C P F ann XLV stip XXIIII h s e t f i C P et Q Gussius","Quintus Valerius Quinti filius Aniensi Niger domo Foro Iuli veteranus legionis XI Claudiae Piae Fidelis annorum XLV stipendiorum XXIIII hic situs est testamento fieri iussit Caius Pontius et Quintus Gussius heredes fecerunt",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061411","","","42 to 69","Burnum"
"EDCS-28300170","CIL 03, 02841","Dalmatia","Ivosevci / Burnum","1","100","1","100","mulieres;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","Folnia A(uli) / [f(ilia)] S[pe]s Anni[a Spe]s / A(ulus) [F]olnius / parentes [p]os(uerunt)","Folnia A Ss Annis A olnius parentes os","Folnia Auli filia Spes Annia Spes Aulus Folnius parentes posuerunt",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061540","","","1 to 100","Burnum"
"EDCS-30301398","CIL 03, 09898 = Liburnia 00138 = AE 1980, 00688","Dalmatia","Ivosevci / Burnum","1","50","1","50","nomen singulare;  tituli sacri;  viri","Coranus / Iovi/l(a)e v(otum) s(olvit)","Coranus Iovile v s","Coranus Iovilae votum solvit","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1980_00688.jpg;$AE_1980_00688_1.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD004225","","","1 to 50","Burnum"
"EDCS-30301399","CIL 03, 09899 = Liburnia 00139","Dalmatia","Ivosevci / Burnum","1","100","1","100","milites;  praenomen et nomen;  tituli sacri;  viri","Iovi O(ptimo) M(aximo) / T(itus) Fufisius sig(nifer?) / v(otum) s(olvit) l(ibens) m(erito)","Iovi O M T Fufisius sig v s l m","Iovi Optimo Maximo Titus Fufisius signifer votum solvit libens merito",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061475;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=9899","","","1 to 100","Burnum"
"EDCS-30301400","CIL 03, 09900 = Liburnia 00140","Dalmatia","Ivosevci / Burnum","1","100","1","100","praenomen et nomen;  tituli sacri;  viri","C(aius) Voc[conius(?)] / M(arci) f(ilius?) Iovi [","C Voc M f Iovi","Caius Vocconius Marci filius Iovi",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061477","","","1 to 100","Burnum"
"EDCS-31300272","CIL 03, 13250 (p 2328,13) = D 05968","Dalmatia","Ivosevci / Burnum","88","96","88","96","ordo equester;  termini;  tria nomina;  viri","inte]r [p]ra/ta leg(ionis) [e]t fines / roboreti Fla(vi) / Marc(iani?) per Augu/stianum Belli/cum proc(uratorem) / Aug(usti)","inter rata leg t fines roboreti Fla Marc per Augustianum Bellicum proc Aug","inter prata legionis et fines roboreti Flavi Marciani per Augustianum Bellicum procuratorem Augusti","lapis",NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0044141;HD058464;de-b0470","","","88 to 96","Burnum"
"EDCS-31400326","CIL 03, 13251 (p 2328,114)","Dalmatia","Ivosevci / Burnum","42","69","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Va[leri]us L(uci) f(ilius) / Vo[lt(inia) V]erus / dom(o) [Lu]co Au[g(usti)] / mi[l(es) leg(ionis)] VI[I] C(laudiae) P(iae) <F=B>(idelis) / ann(orum) [3]I stip(endiorum) / XVI h[(ic)] s[it(us)] e(st) / <t=I>(estamento) f(ieri) [i(ussit)] P(ublius) [A]nnius / Aqu[3] f(aciendum) c(uravit)","L Vaus L f Voerus dom co Au mi VI C P B ann I stip XVI h s e I f P nnius Aqu f c","Lucius Valerius Luci filius Voltinia Verus domo Luco Augusti miles legionis VII Claudiae Piae Fidelis annorum I stipendiorum XVI hic situs est testamento fieri iussit Publius Annius Aqu faciendum curavit",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061449","","","42 to 69","Burnum"
"EDCS-31400327","CIL 03, 13252","Dalmatia","Ivosevci / Burnum","1","150","1","150","liberti/libertae;  tituli sepulcrales;  tria nomina;  viri","] Caerel<l=I>i[us] / [3] Q(uinti) lib(ertus) Palat(ina) / [3]icus domo [3] / [3 an]n(orum) [3]XXX h(ic) [s(itus) e(st)]","CaerelIi Q lib Palat icus domo n XXX h","Caerellius Quinti libertus Palatina icus domo annorum XXX hic situs est",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061450","","","1 to 150","Burnum"
"EDCS-29900060","CIL 03, 13263 (p 2328,15, 2328,114) = AE 1893, 00070","Dalmatia","Ivosevci / Burnum","42","100","42","100","milites;  tituli sepulcrales;  tria nomina;  viri","Sub hac in/scriptione / M(arcus) Cupitius / M(arci) f(ilius) Pol(lia) / Paulus / Amasia / miles leg(ionis) / XI C(laudiae) P(iae) F(idelis) stip/endiorum / XVII Cupitius / Pol(l)io frater / faciundum / curavit","Sub hac inscriptione M Cupitius M f Pol Paulus Amasia miles leg XI C P F stipendiorum XVII Cupitius Polio frater faciundum curavit","Sub hac inscriptione Marcus Cupitius Marci filius Pollia Paulus Amasia miles legionis XI Claudiae Piae Fidelis stipendiorum XVII Cupitius Pollio frater faciundum curavit","lapis",NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058168;1ae1893-16;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=13263","","","42 to 100","Burnum"
"EDCS-30100695","CIL 03, 14321,16 = CIL 03, 14987,1 = ILJug-03, 02809","Dalmatia","Ivosevci / Burnum","51","52","51","52","Augusti/Augustae;  ordo senatorius;  tituli operum;  tria nomina;  viri","[Ti(berius) Claudius Drusi] / f(ilius) Ca[es]ar Aug(ustus) G[erman(icus)] / pont[if]ex maximu[s tr(ibunicia) p(otestate) XI] / imp(erator) XX[3] co(n)s(ul) V censo[r p(ater) p(atriae)] / P(ublio) Ante[io R]ufo leg(ato) p[ro pr(aetore)] / [f(aciendum)] c(uravit)","f Caar Aug G pontex maximu imp XX cos V censo P Anteufo leg p c","Tiberius Claudius Drusi filius Caesar Augustus Germanicus pontifex maximus tribunicia potestate XI imperator XX consul V censor pater patriae Publio Anteio Rufo legato pro praetore faciendum curavit","lapis",NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_14221,16_1.jpg;$M_CIL_03_14221,16_2.jpg;$M_CIL_03_14221,16_3.jpg;$M_CIL_03_14221,16_4.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD035395;lu_20676","","","51 to 52","Burnum"
"EDCS-32700562","CIL 03, 14987 = Liburnia 00135","Dalmatia","Ivosevci / Burnum","1","150","1","150","tituli sacri;  viri","]SV[3] / [3 v(otum?)] l(ibens?) s(olvit?) m(erito) / Nice[3] / [3 T]hallu[s","SV l s m Nice hallus","SV votum libens solvit merito Nice Thallus",NA,NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061330;lu_22966","","","1 to 150","Burnum"
"EDCS-32700563","CIL 03, 14988","Dalmatia","Ivosevci / Burnum","102","117","102","117","Augusti/Augustae;  tituli operum;  viri","Ger]manic(us) Dacic(us) [","Germanic Dacic","Germanicus Dacicus",NA,NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_14988.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058293;lu_23201","","","102 to 117","Burnum"
"EDCS-32700566","CIL 03, 14991","Dalmatia","Ivosevci / Burnum","31","130","31","130","tituli sepulcrales;  tria nomina;  viri","Sex(tus) Antern(ius) / Q(uinti) f(ilius) Sca(ptia) / Severus domo / Flore[ntia","Sex Antern Q f Sca Severus domo Florentia","Sextus Anternius Quinti filius Scaptia Severus domo Florentia",NA,NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_14991_1.jpg;$M_CIL_03_14991_2.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058295","","","31 to 130","Burnum"
"EDCS-32700567","CIL 03, 14992 (p 2328,114) = Legio-VII 00079 = ZPE-197-269","Dalmatia","Ivosevci / Burnum","1","150","1","150","milites;  tituli sepulcrales;  viri","Ant]onius / [3] Vienn[a 3] / [3 l]eg(ionis) VII[I Aug(ustae)] / [3] sti[p(endiorum)","Antonius Vienn eg VII stip","Antonius Vienna legionis VIII Augustae stipendiorum",NA,NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061333;lu_21523","","","1 to 150","Burnum"
"EDCS-32700568","CIL 03, 14993","Dalmatia","Ivosevci / Burnum","1","150","1","150","milites;  tituli sepulcrales;  viri","C(aius) Av[3] / C(ai) f(ilius) Fa[3] / mil(es) leg(ionis) [3] / XXI h(ic) [s(itus) e(st)]","C Av C f Fa mil leg XXI h","Caius Av Cai filius Fa miles legionis XXI hic situs est",NA,NA,"44.0160408","16.0072244","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061334;lu_22907","","","1 to 150","Burnum"
"EDCS-32700569","CIL 03, 14994 = AEA 2013/14, +00034","Dalmatia","Ivosevci / Burnum","1","100","1","100","milites;  tituli sepulcrales;  tria nomina;  viri","] Caesius / [3]cla Secu/[ndu]s I(u)vav(o) mil(es) / [leg(ionis) 3 |(centuria)] Q(uinti) Liga/[ri","Caesius cla Secus Ivav mil Q Ligari","Caesius cla Secundus Iuvavo miles legionis centuria Quinti Ligari",NA,NA,"44.0160408","16.0072244","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061335;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=14994","","","1 to 100","Burnum"
