"EDCS-ID","publication","province","place","dating_from","dating_to","date_not_before","date_not_after","status","inscription","inscription_conservative_cleaning","inscription_interpretive_cleaning","material","comment","latitude","longitude","language","photo","partner_link","extra_text","extra_html","raw_dating","cleaned_place"
"EDCS-82800027","ZPE-222-279","Dalmatia","Solin / Salona","31","70","31","70","milites;  tituli sepulcrales;  tria nomina;  viri","M(arcus) Valerius M(arci) / f(ilius) Tro(mentina) Macer vet(eranus) / [cohort(is) X3]I urb(anae) / testam(ento) fier(i) ius(sit) / her(es) fac(iendum) cur(avit)","M Valerius M f Tro Macer vet I urb testam fier ius her fac cur","Marcus Valerius Marci filius Tromentina Macer veteranus cohortis X I urbanae testamento fieri iussit heres faciendum curavit","lapis",NA,"43.5441591","16.4919213","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ZPE-222-279_1.jpg;$ZPE-222-279_2.jpg","","","","31 to 70","Salona"
"EDCS-30600028","CIL 03, 06417 (p 2328,114) = ERZaragoza 00101 = Hernandez-01, 00035","Dalmatia","Strmca / Stermizza / Burnum","42","69","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Icconius L(uci) f(ilius) / Ani(ensi) Surio Cae/saraug(usta) miles / leg(ionis) XI C(laudiae) P(iae) F(idelis) / [|(centuria)] Titi Silvani / stip(endiorum) XXIII t(estamento) f(ieri) i(ussit) / h(eres) f(aciendum) c(uravit)","L Icconius L f Ani Surio Caesaraug miles leg XI C P F Titi Silvani stip XXIII t f i h f c","Lucius Icconius Luci filius Aniensi Surio Caesaraugusta miles legionis XI Claudiae Piae Fidelis centuria Titi Silvani stipendiorum XXIII testamento fieri iussit heres faciendum curavit","lapis",NA,"45.8315229","14.1999864","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061543","","","42 to 69","Burnum"
"EDCS-29500345","CIL 03, 09832 (p 2328,11) = D 05949 = Legio-VII 00096 = Grbic-2014, 00018 = AE 1890, 00011","Dalmatia","Tepljuh / Promona","37","41","37","41","Augusti/Augustae;  milites;  ordo equester;  ordo senatorius;  praenomen et nomen;  termini;  viri","Vib]ullius t[rib(unus?)] / [le]g(ionis) VII et L(ucius) Sa[l]/[vius] M(arcus) Sueto ce[n]/[t]uriones leg(ionis) X[I] / [iu]dices d[a]ti ex / [co]<n=M>ventione a / [L(ucio) V]olusio Satur/[ni]no leg(ato) pro pr(aetore) / [C(ai) C]aesaris Aug(usti) / [Ger]manici inter / [3]tine[s] e[t 3]","Vibullius t g VII et L Sa M Sueto ceuriones leg X dices dti ex Mventione a olusio Saturno leg pro pr aesaris Aug manici inter tine e","Vibullius tribunus legionis VII et Lucius Salvius Marcus Sueto centuriones legionis XI iudices dati ex conventione a Lucio Volusio Saturnino legato pro praetore Cai Caesaris Augusti Germanici inter tines et","lapis",NA,"43.8933717","16.2085222","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD041949;de-b0466;1ae1890-02;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=9832","","","37 to 41","Promona"
"EDCS-30301342","CIL 03, 09834 = D 02563 = Hernandez-01, 00041","Dalmatia","Tepljuh / Promona","1","100","1","100","milites;  nomen singulare;  tituli sepulcrales;  viri","Flav<u=O>s Bo/uti f(ilius) mil(es) / coh(ortis) I Luce(nsium) / ann(orum) XXXI / stip(endiorum) X dom(o) / Luco Aug(usti) h(eres) f(aciendum) c(uravit) / h(ic) s(itus) e(st)","FlavOs Bouti f mil coh I Luce ann XXXI stip X dom Luco Aug h f c h s e","Flavus Bouti filius miles cohortis I Lucensium annorum XXXI stipendiorum X domo Luco Augusti heres faciendum curavit hic situs est",NA,NA,"43.8933717","16.2085222","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061686;de-a0511;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=9834","","","1 to 100","Promona"
"EDCS-10101830","ILJug-03, 02802 = AE 1925, 00133","Dalmatia","Tepljuh / Promona","71","130","71","130","milites;  ordo equester;  tituli sepulcrales;  tria nomina;  viri","Manibus / C(ai) Valeri C(ai) f(ilii) / Sca(ptia) Secundi / Altino praef(ecti) kas(trorum) leg(ionis) XI C(laudiae) P(iae) F(idelis)","Manibus C Valeri C f Sca Secundi Altino praef kas leg XI C P F","Manibus Cai Valeri Cai filii Scaptia Secundi Altino praefecti kastrorum legionis XI Claudiae Piae Fidelis",NA,NA,"43.8933717","16.2085222","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD025915;lu_22871;1ae1925-38","","","71 to 130","Promona"
"EDCS-30200377","CIL 03, 08781 = CIL 03, 09738 = ILJug-03, 01941 = Legio-VII 00043","Dalmatia","Tomislavgrad / Duvno / Zupanjac / Delminium","31","70","31","70","milites;  praenomen et nomen;  tituli sepulcrales;  viri","Q(uintus) Murrius / Q(uinti) f(ilius) Ser(gia) Augusta / mil(es) leg(ionis) [3 an]n(orum) XXXV / stip(endiorum) VI[3 h(ic) s(itus)] e(st)","Q Murrius Q f Ser Augusta mil leg n XXXV stip VI e","Quintus Murrius Quinti filius Sergia Augusta miles legionis annorum XXXV stipendiorum VI hic situs est","lapis",NA,"43.7165551","17.2303272","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00043.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034287","","","31 to 70","Delminium"
"EDCS-10000746","ILJug-02, 00733 = Legio-VII 00087","Dalmatia","Trilj / Tilurium","1","100","1","100","milites;  tituli sepulcrales;  viri","c]enturio le[g(ionis) VII","centurio leg VII","centurio legionis VII","lapis",NA,"43.617857","16.7286894","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034182","","","1 to 100","Tilurium"
"EDCS-10100883","ILJug-03, 01940","Dalmatia","Trilj / Tilurium","71","100","71","100","milites;  tituli sacri;  tria nomina;  viri","Silvano Aug(usto) / sac(rum) Iul(ius) Cass/ianus mil(es) coh(ortis) / [","Silvano Aug sac Iul Cassianus mil coh","Silvano Augusto sacrum Iulius Cassianus miles cohortis","lapis",NA,"43.617857","16.7286894","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034286","","","71 to 100","Tilurium"
"EDCS-10100884","ILJug-03, 01942","Dalmatia","Trilj / Tilurium","101","130","101","130","milites;  tituli sepulcrales;  viri","] / mil(es) c[oh(ortis) I Belga]/rum d[efunctus] / ann(orum) L[3] / h(ic) s(itus) e(st) / P[","mil crum d ann L h s e P","miles cohortis I Belgarum defunctus annorum L hic situs est P","lapis",NA,"43.617857","16.7286894","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034288","","","101 to 130","Tilurium"
"EDCS-10100891","ILJug-03, 01949 = Legio-VII 00014","Dalmatia","Trilj / Tilurium","1","50","1","50","praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Fabius C(ai) f(ilius) / Serg(ia) Conana / ann(orum) XX[3] / h(ic) s(itus) [e(st)] / C(aius) Fabius pa[ter] / filio posuit","L Fabius C f Serg Conana ann XX h s C Fabius pa filio posuit","Lucius Fabius Cai filius Sergia Conana annorum XX hic situs est Caius Fabius pater filio posuit","lapis",NA,"43.617857","16.7286894","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00014.jpg;$PF_ILJug-03_01949.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034293","","","1 to 50","Tilurium"
"EDCS-10100892","ILJug-03, 01950 = CLE 01876 = Legio-VII 00020 = Grassl-2010a, p 145","Dalmatia","Trilj / Tilurium","1","40","1","40","carmina;  liberti/libertae;  milites;  nomen singulare;  tituli sacri;  tituli sepulcrales;  tria nomina;  viri","C(aius) Iulius C(ai) f(ilius) / Fab(ia) Ninica / mil(es) leg(ionis) VII / an(norum) XXXIX stip(endiorum) / XVII h(ic) s(itus) e(st) / hospes resis[te et] tumulum / contempla meum lege et / moratus iam scies quae / debeas vixi qua potui ca/rus sumo deorum hic su/m sepultus hic ossua re/quiescunt mea vale et / benefacito vitae dum fa/tum venit // Faustus l(ibertus) patrono","C Iulius C f Fab Ninica mil leg VII an XXXIX stip XVII h s e hospes resis tumulum contempla meum lege et moratus iam scies quae debeas vixi qua potui carus sumo deorum hic sum sepultus hic ossua requiescunt mea vale et benefacito vitae dum fatum venit Faustus l patrono","Caius Iulius Cai filius Fabia Ninica miles legionis VII annorum XXXIX stipendiorum XVII hic situs est hospes resiste et tumulum contempla meum lege et moratus iam scies quae debeas vixi qua potui carus sumo deorum hic sum sepultus hic ossua requiescunt mea vale et benefacito vitae dum fatum venit Faustus libertus patrono","lapis",NA,"43.617857","16.7286894","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00020.jpg;$CLE_01876_1.jpg;$CLE_01876_2.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034294;m|ce|1876;lu_21448;bu_ILJug%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=1950","","","1 to 40","Tilurium"
"EDCS-10100893","ILJug-03, 01951","Dalmatia","Trilj / Tilurium","51","70","51","70","tituli sepulcrales;  tria nomina;  viri","]nius C(ai) f(ilius) / [3]s ann(orum) V h(ic) s(itus) e(st) / [3]iaii parens supre / [3] qui fatis CONCID / [3]eci [2] sine PVS / [3]NSS annus cui SCIDI / [3] miseris ipse patrem / [3]II mihi natura / [3] I / [","nius C f s ann V h s e iaii parens supre qui fatis CONCID eci sine PVS NSS annus cui SCIDI miseris ipse patrem II mihi natura I","nius Cai filius s annorum V hic situs est iaii parens supre qui fatis CONCID eci sine PVS NSS annus cui SCIDI miseris ipse patrem II mihi natura I","lapis",NA,"43.617857","16.7286894","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034295","","","51 to 70","Tilurium"
"EDCS-10100894","ILJug-03, 01952 = Legio-VII 00084","Dalmatia","Trilj / Tilurium","31","70","31","70","milites;  tituli sepulcrales;  viri","]S C Pala/[tina(?) 3 leg(ionis)] VII / [","S C Pala VII","S C Palatina legionis VII","lapis",NA,"43.617857","16.7286894","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034296","","","31 to 70","Tilurium"
"EDCS-10100895","ILJug-03, 01953 = AE 1904, 00011","Dalmatia","Trilj / Tilurium","1","150","1","150","milites;  tituli sepulcrales;  tria nomina;  viri","Mebdius / Corvin[us] / mil(es) co[h(ortis)] X / pr[aet(oriae) Bracar]aug/us[ta] ann[orum] / XXV[II stip(endiorum)] / VII[I] h(ic) s(itus) e(st) / T(itus) [3] / F[eli]x he[r]es","Mebdius Corvin mil co X praugus ann XXV VII h s e T Fx hees","Mebdius Corvinus miles cohortis X praetoriae Bracaraugusta annorum XXVII stipendiorum VIII hic situs est Titus Felix heres","lapis",NA,"43.617857","16.7286894","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033015;1ae1904-03","","","1 to 150","Tilurium"
"EDCS-03300743","Legio-VII 00006 = AE 1995, 01231","Dalmatia","Trilj / Tilurium","1","40","1","40","milites;  praenomen et nomen;  tituli sepulcrales;  viri","L(ucius) Attius <L=I>(uci) <f=E>(ilius) Sergi(a) / Augusta / an(norum) XXX st(ipendiorum) VIII / mil(es) leg(ionis) VII / h(ic) s(itus) es(t)","L Attius I E Sergi Augusta an XXX st VIII mil leg VII h s es","Lucius Attius Luci filius Sergia Augusta annorum XXX stipendiorum VIII miles legionis VII hic situs est","lapis",NA,"43.617857","16.7286894","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00006.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD040156","","","1 to 40","Tilurium"
"EDCS-03300744","Legio-VII 00042 = AE 1995, 01232","Dalmatia","Trilj / Tilurium","1","42","1","42","carmina;  liberti/libertae;  milites;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Mummius L(uci) / f(ilius) Fab(ia) Ancyra / miles leg(ionis) VII / ann(orum) XXXVI / stipend(iorum) XVI / h(ic) s(itus) e(st) // Arma bis octonis felicia qui tulit annis / hic situs est fato Mummius ipse suo / si sapiunt obiti data munera percipis am(pla) / et recipis nostrae pignus amicitiae / hoc tibi cum titulo posuit / Cornelius Chrestus / et dixit lachrymans sit tibi ter(r)a levis // M(arcus) Cornelius M(arci) l(ibertus) / Chrestus posuit","L Mummius L f Fab Ancyra miles leg VII ann XXXVI stipend XVI h s e Arma bis octonis felicia qui tulit annis hic situs est fato Mummius ipse suo si sapiunt obiti data munera percipis am et recipis nostrae pignus amicitiae hoc tibi cum titulo posuit Cornelius Chrestus et dixit lachrymans sit tibi tera levis M Cornelius M l Chrestus posuit","Lucius Mummius Luci filius Fabia Ancyra miles legionis VII annorum XXXVI stipendiorum XVI hic situs est Arma bis octonis felicia qui tulit annis hic situs est fato Mummius ipse suo si sapiunt obiti data munera percipis ampla et recipis nostrae pignus amicitiae hoc tibi cum titulo posuit Cornelius Chrestus et dixit lachrymans sit tibi terra levis Marcus Cornelius Marci libertus Chrestus posuit",NA,NA,"43.617857","16.7286894","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00042.jpg;$AE_1995_01232_1.jpg;$AE_1995_01232_2.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD040157;m|appe|101","","","1 to 42","Tilurium"
"EDCS-28300004","CIL 03, 02678 = CIL 03, 09699 = Legio-VII 00067","Dalmatia","Trogir / Tragurium","101","150","101","150","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","Dis Manibus / sacrum / C(aius) V(ibius) C(ai) f(ilius) Pom<p=I>t(ina) / Pude(n)s dom(o) Arret(io) / |(centurio) leg(ionis) VII C(laudiae) P(iae) F(idelis) viv<u=O>s fec(it) / sibi et Iuliae C(ai) f(iliae) Pollae / uxori","Dis Manibus sacrum C V C f PomIt Pudes dom Arret leg VII C P F vivOs fec sibi et Iuliae C f Pollae uxori","Dis Manibus sacrum Caius Vibius Cai filius Pomptina Pudens domo Arretio centurio legionis VII Claudiae Piae Fidelis vivus fecit sibi et Iuliae Cai filiae Pollae uxori","lapis",NA,"43.516687","16.2499724","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00067.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058437;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=9699","","","101 to 150","Tragurium"
"EDCS-30000205","CIL 03, 09711 (p 1475) = Legio-VII 00077","Dalmatia","Trogir / Tragurium","9","56","9","56","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","Rutilia [3] / v(iva) f(ecit) sibi et Ar[3] / Tusco patri mil(iti) / leg(ionis) VII et A[3] / Primioni f[ilio] / et Rutiliae Fes[tae(?)] / defunctae","Rutilia v f sibi et Ar Tusco patri mil leg VII et A Primioni f et Rutiliae Fes defunctae","Rutilia viva fecit sibi et Ar Tusco patri militi legionis VII et A Primioni filio et Rutiliae Festae defunctae",NA,NA,"43.516687","16.2499724","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058594","","","9 to 56","Tragurium"
"EDCS-28400283","CIL 03, 03027 (p 2328,114) = ILJug-01, 00252","Dalmatia","Trsat / Tersatto / Tarsatica","1","150","1","150","liberti/libertae;  milites;  tituli sepulcrales;  tria nomina;  viri","C(aio) Livio C(ai) f(ilio) Serg(ia) / Clementi mil(iti) coh(ortis) VIII / pr(aetoriae) |(centuria) C(ai) Marci Gemellini / Livius Obseque(n)s lib(ertus) / v(ivus) f(ecit)","C Livio C f Serg Clementi mil coh VIII pr C Marci Gemellini Livius Obseques lib v f","Caio Livio Cai filio Sergia Clementi militi cohortis VIII praetoriae centuria Cai Marci Gemellini Livius Obsequens libertus vivus fecit",NA,NA,"45.3308704","14.464428","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD057305;bu_ILJug%26bibl_volume=1%26bibl_subvolume=%26bibl_insc=252","","","1 to 150","Tarsatica"
"EDCS-07000812","AE 1988, 00923","Dalmatia","Uzdolje","42","69","42","69","milites;  termini","T(erminus) pra(torum) / leg(ionis) / XI C(laudiae) P(iae) F(idelis)","T pra leg XI C P F","Terminus pratorum legionis XI Claudiae Piae Fidelis","lapis",NA,"43.9386349","16.1966494","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD009278","","","42 to 69","Uzdolje"
"EDCS-30301374","CIL 03, 09864a (p 2165, 2270) = D 05950 = AHB p 317 = Legio-VII 00097 = Grbic-2014, 00050","Dalmatia","Vagan","40","41","40","41","Augusti/Augustae;  milites;  ordo senatorius;  termini;  tria nomina;  viri","L(ucius) Arruntius / Cami[ll]us Scri/b[o]nia[n]us le[g(atus)] pro / pr(aetore) C(ai) [C]ae[s]aris Aug(usti) / Germanici iudicem / dedit M(anium) Coelium |(centurionem) / leg(ionis) VII inter Sapuates / e[t La]matinos(?) ut fines / [reg]eret et termin<o=V>s po[n(eret)]","L Arruntius Camius Scribniaus le pro pr C aearis Aug Germanici iudicem dedit M Coelium leg VII inter Sapuates ematinos ut fines eret et terminVs po","Lucius Arruntius Camillus Scribonianus legatus pro praetore Cai Caesaris Augusti Germanici iudicem dedit Manium Coelium centurionem legionis VII inter Sapuates et Lamatinos ut fines regeret et terminos poneret","rupes",NA,"44.1539086","17.1746449","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_09864a.jpg;$CIL_03_09864a_1.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD053672;de-b0466;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=9864%2Fa","","","40 to 41","Vagan"
"EDCS-75300231","AE 2016, 01205 = EpRom 2016_31_005","Dalmatia","Veli Bijac / Bijaci / Bijaca / Siculi","42","60","42","60","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","C(aius) Auliu[s] C(ai) f(ilius) / Ani(ensi) Secundus / domo Cremona / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / h(ic) s(itus) e(st) Arria / Agat(h)emeris co(n)iugi / caris(s)imo ben[e] / merenti posu[it et(?)] / Q(uinto) Arrio Prisc[o 3] / se viva et / sibi posuit","C Auliu C f Ani Secundus domo Cremona vet leg VII C P F h s e Arria Agatemeris coiugi carisimo ben merenti posu Q Arrio Prisc se viva et sibi posuit","Caius Aulius Cai filius Aniensi Secundus domo Cremona veteranus legionis VII Claudiae Piae Fidelis hic situs est Arria Agathemeris coniugi carissimo bene merenti posuit et Quinto Arrio Prisco se viva et sibi posuit","lapis",NA,"43.5555172","16.2982386","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=er_22700","","","42 to 60","Siculi"
"EDCS-30000209","CIL 03, 09712 (p 1475) = Legio-VII 00065","Dalmatia","Veli Bijac / Bijaci / Bijaca / Siculi","9","100","9","100","milites;  mulieres;  praenomen et nomen;  tituli sepulcrales;  viri","L(ucius) Vegnonius / L(uci) f(ilius) vet(eranus) leg(ionis) V[II] / [d]om(o) Florent[ia] / [Tr]opaena F[a]/[br]icia se vi[va] / [si]bi et vir[o] / <f=E>(ecit) / hic s(itus) est","L Vegnonius L f vet leg V om Florent opaena Ficia se vi bi et vir E hic s est","Lucius Vegnonius Luci filius veteranus legionis VII domo Florentia Tropaena Fabricia se viva sibi et viro fecit hic situs est","lapis",NA,"43.5555172","16.2982386","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00065.jpg;$PF_CIL_03_09712.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0049866;HD058602","","","9 to 100","Siculi"
"EDCS-55300298","Legio-VII 00040 = Dodig-2003, 00004","Dalmatia","Veljaci / Bigeste","42","100","42","100","tituli sepulcrales;  tria nomina;  viri","L(ucius) Marcilius / C(ai) [f(ilius) do]mo Pe/[ssin(unte?) 3 leg(ionis) V]II / C[l(audiae) P(iae) F(idelis) 3] / [6] / C(aius) M[arcilius(?)","L Marcilius C mo PeII C C Marcilius","Lucius Marcilius Cai filius domo Pessinunte legionis VII Claudiae Piae Fidelis Caius Marcilius",NA,NA,"43.2362774","17.4433546","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00040.jpg;$Dodig-01_00004_1.jpg;$Dodig-01_00004_2.jpg","","","","42 to 100","Bigeste"
"EDCS-26600656","CIL 03, 01773 = D 03245 = CINar-01, 00001 = AE 1999, +01221 = AE 2013, +01186","Dalmatia","Vid / Narona","14","54","14","54","milites;  ordo equester;  tituli sacri;  tria nomina;  viri","Dianae Nemore(n)s(i) / sacrum / Ti(berius) Claudius Claud[i]/anus praef(ectus) coh(ortis) I / Bracaraugust(anorum) / ex voto su(s)cep(to) de suo","Dianae Nemores sacrum Ti Claudius Claudanus praef coh I Bracaraugust ex voto sucep de suo","Dianae Nemorensi sacrum Tiberius Claudius Claudianus praefectus cohortis I Bracaraugustanorum ex voto suscepto de suo","lapis",NA,"43.0804139","17.6258524","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039236;lu_24246;de-b0034;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=1773","","","14 to 54","Narona"
"EDCS-26600661","CIL 03, 01789 = CIL 03, 06363 = CIL 03, 08485 = CINar-01, 00014","Dalmatia","Vid / Narona","51","150","51","150","milites;  tituli operum;  tituli sacri;  tria nomina;  viri","Q(uintus) Piseni{i}us Se/verinus |(centurio) leg(ionis) XI Cl(audiae) / templum Lib(eri) Pat(ris) / vetustate corrup/tum porticib(us) adiect(is) / restituit","Q Piseniius Severinus leg XI Cl templum Lib Pat vetustate corruptum porticib adiect restituit","Quintus Pisenius Severinus centurio legionis XI Claudiae templum Liberi Patris vetustate corruptum porticibus adiectis restituit",NA,NA,"43.0804139","17.6258524","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD050265;Qepsg.74;lu_24363;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=6363","","","51 to 150","Narona"
"EDCS-26600672","CIL 03, 01812 (p 1494) = CINar-01, 00005 = CINar-02, p 178","Dalmatia","Vid / Narona","31","70","31","70","milites;  tituli sepulcrales;  viri","Ti(berio) Claud[io 3 ima]/ginif(ero) vet(erano) [3] / stip(endiorum) XLIX an[nor(um) 3] / Ti(berius) Claudius [3 sibi posteris]/q(ue) eius quod is t[est(amento) des(ignavit)]","Ti Claud ginif vet stip XLIX an Ti Claudius q eius quod is t","Tiberio Claudio imaginifero veterano stipendiorum XLIX annorum Tiberius Claudius sibi posteris que eius quod is testamento designavit","lapis",NA,"43.0804139","17.6258524","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_01812.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD050194;lu_24167","","","31 to 70","Narona"
"EDCS-26600673","CIL 03, 01813 (p 1494) = CINar-01, 00032 = Legio-VII 00016 = CINar-02, p 178","Dalmatia","Vid / Narona","1","40","1","40","liberti/libertae;  milites;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  viri","M(arcus) Heredius M(arci) f(ilius) Pal(atina) / veteranus leg(ionis) VII / h(ic) s(itus) est fecit / Faustus l(ibertus)","M Heredius M f Pal veteranus leg VII h s est fecit Faustus l","Marcus Heredius Marci filius Palatina veteranus legionis VII hic situs est fecit Faustus libertus","lapis",NA,"43.0804139","17.6258524","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00016.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD051071;lu_21445","","","1 to 40","Narona"
"EDCS-26600674","CIL 03, 01815 (p 1494) = CINar-01, 00033 = CINar-02, p 181","Dalmatia","Vid / Narona","1","50","1","50","milites;  praenomen et nomen;  tituli sepulcrales;  viri","Cn(aeus) Magius Cn(aei) f(ilius) / Palat(ina) veteranus / s(itus)","Cn Magius Cn f Palat veteranus s","Cnaeus Magius Cnaei filius Palatina veteranus situs","lapis",NA,"43.0804139","17.6258524","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD051073","","","1 to 50","Narona"
"EDCS-27500162","CIL 03, 01818 = Legio-VII 00052 = CINar-02, 00078","Dalmatia","Vid / Narona","1","50","1","50","milites;  mulieres;  praenomen et nomen;  tituli sepulcrales;  viri","L(ucius) Riccius L(uci) f(ilius) Vel(ina) / Pessinunte ann(orum) LX vet(eranus) / Marcia Maxima uxor / L(ucius) Riccius L(uci) f(ilius) Valens / L(ucius) Riccius L(uci) f(ilius) Gallus / Riccia L(uci) [f(ilia)] Bulla / h(ic) s(iti) s(unt) / L(ucius) Atilius L(uci) f(ilius) Vel(ina) veter(anus) leg(ionis) VII / avunculo suo posuit et sibi","L Riccius L f Vel Pessinunte ann LX vet Marcia Maxima uxor L Riccius L f Valens L Riccius L f Gallus Riccia L Bulla h s s L Atilius L f Vel veter leg VII avunculo suo posuit et sibi","Lucius Riccius Luci filius Velina Pessinunte annorum LX veteranus Marcia Maxima uxor Lucius Riccius Luci filius Valens Lucius Riccius Luci filius Gallus Riccia Luci filia Bulla hic siti sunt Lucius Atilius Luci filius Velina veteranus legionis VII avunculo suo posuit et sibi","lapis",NA,"43.0804139","17.6258524","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD053445","","","1 to 50","Narona"
"EDCS-31900271","CIL 03, 08436 (p 1475) = Hernandez-01, 00038 = CINar-02, 00076","Dalmatia","Vid / Narona","1","100","1","100","milites;  tituli sepulcrales;  viri","Q(uintus) Marc[ius(?) 3 f(ilius)] / Serg(ia?) Itali[ca] / signifer le[g(ionis) XI(?)] / annor(um) nat(us) XX[3] / stipendiorum X[","Q Marc Serg Itali signifer le annor nat XX stipendiorum X","Quintus Marcius filius Sergia Italica signifer legionis XI annorum natus XX stipendiorum X","lapis",NA,"43.0804139","17.6258524","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD060631;lu_24245","","","1 to 100","Narona"
"EDCS-31500392","CIL 03, 08438 = D 02597 = Barresi-2018, 00035 = CINar-02, 00080","Dalmatia","Vid / Narona","1","100","1","100","liberti/libertae;  milites;  nomen singulare;  tituli sepulcrales;  viri","dom]o Arimin(o) / mil(es) leg(ionis) XIII donat(us) torq(uibus) / armil(lis) phal(eris) et |(centurio) coh(ortis) I / Camp(anae) an(norum) LX t(estamento) f(ieri) i(ussit) Posidonius / et Prunicus lib(erti) posuer(unt) / et (H)aline h(ic) s(ita) e(st)","domo Arimin mil leg XIII donat torq armil phal et coh I Camp an LX t f i Posidonius et Prunicus lib posuer et aline h s e","domo Arimino miles legionis XIII donatus torquibus armillis phaleris et centurio cohortis I Campanae annorum LX testamento fieri iussit Posidonius et Prunicus liberti posuerunt et Haline hic sita est","lapis",NA,"43.0804139","17.6258524","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$D_02597.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD060635;de-a0516;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=8438","","","1 to 100","Narona"
