"EDCS-ID","publication","province","place","cleaned_place","dating_from","dating_to","status","inscription","inscription_interpretive_cleaning","latitude","longitude","photo"
"EDCS-30200377","CIL 03, 08781 = CIL 03, 09738 = ILJug-03, 01941 = Legio-VII 00043","Dalmatia","Tomislavgrad / Duvno / Zupanjac / Delminium","Delminium","31","70","milites;  praenomen et nomen;  tituli sepulcrales;  viri","Q(uintus) Murrius / Q(uinti) f(ilius) Ser(gia) Augusta / mil(es) leg(ionis) [3 an]n(orum) XXXV / stip(endiorum) VI[3 h(ic) s(itus)] e(st)","Quintus Murrius Quinti filius Sergia Augusta miles legionis annorum XXXV stipendiorum VI hic situs est","43.7165551","17.2303272","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00043.jpg"
"EDCS-10000746","ILJug-02, 00733 = Legio-VII 00087","Dalmatia","Trilj / Tilurium","Tilurium","1","100","milites;  tituli sepulcrales;  viri","c]enturio le[g(ionis) VII","centurio legionis VII","43.617857","16.7286894",NA
"EDCS-10100883","ILJug-03, 01940","Dalmatia","Trilj / Tilurium","Tilurium","71","100","milites;  tituli sacri;  tria nomina;  viri","Silvano Aug(usto) / sac(rum) Iul(ius) Cass/ianus mil(es) coh(ortis) / [","Silvano Augusto sacrum Iulius Cassianus miles cohortis","43.617857","16.7286894",NA
"EDCS-10100891","ILJug-03, 01949 = Legio-VII 00014","Dalmatia","Trilj / Tilurium","Tilurium","1","50","praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Fabius C(ai) f(ilius) / Serg(ia) Conana / ann(orum) XX[3] / h(ic) s(itus) [e(st)] / C(aius) Fabius pa[ter] / filio posuit","Lucius Fabius Cai filius Sergia Conana annorum XX hic situs est Caius Fabius pater filio posuit","43.617857","16.7286894","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00014.jpg;$PF_ILJug-03_01949.jpg"
"EDCS-10100892","ILJug-03, 01950 = CLE 01876 = Legio-VII 00020 = Grassl-2010a, p 145","Dalmatia","Trilj / Tilurium","Tilurium","1","40","carmina;  liberti/libertae;  milites;  nomen singulare;  tituli sacri;  tituli sepulcrales;  tria nomina;  viri","C(aius) Iulius C(ai) f(ilius) / Fab(ia) Ninica / mil(es) leg(ionis) VII / an(norum) XXXIX stip(endiorum) / XVII h(ic) s(itus) e(st) / hospes resis[te et] tumulum / contempla meum lege et / moratus iam scies quae / debeas vixi qua potui ca/rus sumo deorum hic su/m sepultus hic ossua re/quiescunt mea vale et / benefacito vitae dum fa/tum venit // Faustus l(ibertus) patrono","Caius Iulius Cai filius Fabia Ninica miles legionis VII annorum XXXIX stipendiorum XVII hic situs est hospes resiste et tumulum contempla meum lege et moratus iam scies quae debeas vixi qua potui carus sumo deorum hic sum sepultus hic ossua requiescunt mea vale et benefacito vitae dum fatum venit Faustus libertus patrono","43.617857","16.7286894","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00020.jpg;$CLE_01876_1.jpg;$CLE_01876_2.jpg;pp"
"EDCS-10100893","ILJug-03, 01951","Dalmatia","Trilj / Tilurium","Tilurium","51","70","tituli sepulcrales;  tria nomina;  viri","]nius C(ai) f(ilius) / [3]s ann(orum) V h(ic) s(itus) e(st) / [3]iaii parens supre / [3] qui fatis CONCID / [3]eci [2] sine PVS / [3]NSS annus cui SCIDI / [3] miseris ipse patrem / [3]II mihi natura / [3] I / [","nius Cai filius s annorum V hic situs est iaii parens supre qui fatis CONCID eci sine PVS NSS annus cui SCIDI miseris ipse patrem II mihi natura I","43.617857","16.7286894",NA
"EDCS-10100894","ILJug-03, 01952 = Legio-VII 00084","Dalmatia","Trilj / Tilurium","Tilurium","31","70","milites;  tituli sepulcrales;  viri","]S C Pala/[tina(?) 3 leg(ionis)] VII / [","S C Palatina legionis VII","43.617857","16.7286894",NA
"EDCS-10100895","ILJug-03, 01953 = AE 1904, 00011","Dalmatia","Trilj / Tilurium","Tilurium","1","150","milites;  tituli sepulcrales;  tria nomina;  viri","Mebdius / Corvin[us] / mil(es) co[h(ortis)] X / pr[aet(oriae) Bracar]aug/us[ta] ann[orum] / XXV[II stip(endiorum)] / VII[I] h(ic) s(itus) e(st) / T(itus) [3] / F[eli]x he[r]es","Mebdius Corvinus miles cohortis X praetoriae Bracaraugusta annorum XXVII stipendiorum VIII hic situs est Titus Felix heres","43.617857","16.7286894",NA
"EDCS-03300743","Legio-VII 00006 = AE 1995, 01231","Dalmatia","Trilj / Tilurium","Tilurium","1","40","milites;  praenomen et nomen;  tituli sepulcrales;  viri","L(ucius) Attius <L=I>(uci) <f=E>(ilius) Sergi(a) / Augusta / an(norum) XXX st(ipendiorum) VIII / mil(es) leg(ionis) VII / h(ic) s(itus) es(t)","Lucius Attius Luci filius Sergia Augusta annorum XXX stipendiorum VIII miles legionis VII hic situs est","43.617857","16.7286894","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00006.jpg"
"EDCS-03300744","Legio-VII 00042 = AE 1995, 01232","Dalmatia","Trilj / Tilurium","Tilurium","1","42","carmina;  liberti/libertae;  milites;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Mummius L(uci) / f(ilius) Fab(ia) Ancyra / miles leg(ionis) VII / ann(orum) XXXVI / stipend(iorum) XVI / h(ic) s(itus) e(st) // Arma bis octonis felicia qui tulit annis / hic situs est fato Mummius ipse suo / si sapiunt obiti data munera percipis am(pla) / et recipis nostrae pignus amicitiae / hoc tibi cum titulo posuit / Cornelius Chrestus / et dixit lachrymans sit tibi ter(r)a levis // M(arcus) Cornelius M(arci) l(ibertus) / Chrestus posuit","Lucius Mummius Luci filius Fabia Ancyra miles legionis VII annorum XXXVI stipendiorum XVI hic situs est Arma bis octonis felicia qui tulit annis hic situs est fato Mummius ipse suo si sapiunt obiti data munera percipis ampla et recipis nostrae pignus amicitiae hoc tibi cum titulo posuit Cornelius Chrestus et dixit lachrymans sit tibi terra levis Marcus Cornelius Marci libertus Chrestus posuit","43.617857","16.7286894","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00042.jpg;$AE_1995_01232_1.jpg;$AE_1995_01232_2.jpg"
"EDCS-30000205","CIL 03, 09711 (p 1475) = Legio-VII 00077","Dalmatia","Trogir / Tragurium","Tragurium","9","56","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","Rutilia [3] / v(iva) f(ecit) sibi et Ar[3] / Tusco patri mil(iti) / leg(ionis) VII et A[3] / Primioni f[ilio] / et Rutiliae Fes[tae(?)] / defunctae","Rutilia viva fecit sibi et Ar Tusco patri militi legionis VII et A Primioni filio et Rutiliae Festae defunctae","43.516687","16.2499724",NA
"EDCS-28400283","CIL 03, 03027 (p 2328,114) = ILJug-01, 00252","Dalmatia","Trsat / Tersatto / Tarsatica","Tarsatica","1","150","liberti/libertae;  milites;  tituli sepulcrales;  tria nomina;  viri","C(aio) Livio C(ai) f(ilio) Serg(ia) / Clementi mil(iti) coh(ortis) VIII / pr(aetoriae) |(centuria) C(ai) Marci Gemellini / Livius Obseque(n)s lib(ertus) / v(ivus) f(ecit)","Caio Livio Cai filio Sergia Clementi militi cohortis VIII praetoriae centuria Cai Marci Gemellini Livius Obsequens libertus vivus fecit","45.3308704","14.464428",NA
"EDCS-07000812","AE 1988, 00923","Dalmatia","Uzdolje","Uzdolje","42","69","milites;  termini","T(erminus) pra(torum) / leg(ionis) / XI C(laudiae) P(iae) F(idelis)","Terminus pratorum legionis XI Claudiae Piae Fidelis","43.9386349","16.1966494",NA
"EDCS-30301374","CIL 03, 09864a (p 2165, 2270) = D 05950 = AHB p 317 = Legio-VII 00097 = Grbic 00050","Dalmatia","Vagan","Vagan","40","41","Augusti/Augustae;  milites;  ordo senatorius;  termini;  tria nomina;  viri","L(ucius) Arruntius / Cami[ll]us Scri/b[o]nia[n]us le[g(atus)] pro / pr(aetore) C(ai) [C]ae[s]aris Aug(usti) / Germanici iudicem / dedit M(anium) Coelium |(centurionem) / leg(ionis) VII inter Sapuates / e[t La]matinos(?) ut fines / [reg]eret et termin<o=V>s po[n(eret)]","Lucius Arruntius Camillus Scribonianus legatus pro praetore Cai Caesaris Augusti Germanici iudicem dedit Manium Coelium centurionem legionis VII inter Sapuates et Lamatinos ut fines regeret et terminos poneret","44.1539086","17.1746449","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_09864a.jpg;$CIL_03_09864a_1.jpg"
"EDCS-75300231","AE 2016, 01205 = EpRom 2016_31_005","Dalmatia","Veli Bijac / Bijaci / Bijaca / Siculi","Siculi","42","60","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","C(aius) Auliu[s] C(ai) f(ilius) / Ani(ensi) Secundus / domo Cremona / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / h(ic) s(itus) e(st) Arria / Agat(h)emeris co(n)iugi / caris(s)imo ben[e] / merenti posu[it et(?)] / Q(uinto) Arrio Prisc[o 3] / se viva et / sibi posuit","Caius Aulius Cai filius Aniensi Secundus domo Cremona veteranus legionis VII Claudiae Piae Fidelis hic situs est Arria Agathemeris coniugi carissimo bene merenti posuit et Quinto Arrio Prisco se viva et sibi posuit","43.5555172","16.2982386",NA
"EDCS-30000209","CIL 03, 09712 (p 1475) = Legio-VII 00065","Dalmatia","Veli Bijac / Bijaci / Bijaca / Siculi","Siculi","9","100","milites;  mulieres;  praenomen et nomen;  tituli sepulcrales;  viri","L(ucius) Vegnonius / L(uci) f(ilius) vet(eranus) leg(ionis) V[II] / [d]om(o) Florent[ia] / [Tr]opaena F[a]/[br]icia se vi[va] / [si]bi et vir[o] / <f=E>(ecit) / hic s(itus) est","Lucius Vegnonius Luci filius veteranus legionis VII domo Florentia Tropaena Fabricia se viva sibi et viro fecit hic situs est","43.5555172","16.2982386","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00065.jpg;$PF_CIL_03_09712.jpg"
"EDCS-55300298","Legio-VII 00040 = Dodig-2003, 00004","Dalmatia","Veljaci / Bigeste","Bigeste","42","100","tituli sepulcrales;  tria nomina;  viri","L(ucius) Marcilius / C(ai) [f(ilius) do]mo Pe/[ssin(unte?) 3 leg(ionis) V]II / C[l(audiae) P(iae) F(idelis) 3] / [6] / C(aius) M[arcilius(?)","Lucius Marcilius Cai filius domo Pessinunte legionis VII Claudiae Piae Fidelis Caius Marcilius","43.2362774","17.4433546","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00040.jpg;$Dodig-01_00004_1.jpg;$Dodig-01_00004_2.jpg"
"EDCS-26600656","CIL 03, 01773 = D 03245 = CINar-01, 00001 = AE 1999, +01221 = AE 2013, +01186","Dalmatia","Vid / Narona","Narona","14","54","milites;  ordo equester;  tituli sacri;  tria nomina;  viri","Dianae Nemore(n)s(i) / sacrum / Ti(berius) Claudius Claud[i]/anus praef(ectus) coh(ortis) I / Bracaraugust(anorum) / ex voto su(s)cep(to) de suo","Dianae Nemorensi sacrum Tiberius Claudius Claudianus praefectus cohortis I Bracaraugustanorum ex voto suscepto de suo","43.0804139","17.6258524","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp"
"EDCS-26600661","CIL 03, 01789 = CIL 03, 06363 = CIL 03, 08485 = CINar-01, 00014","Dalmatia","Vid / Narona","Narona","51","150","milites;  tituli operum;  tituli sacri;  tria nomina;  viri","Q(uintus) Piseni{i}us Se/verinus |(centurio) leg(ionis) XI Cl(audiae) / templum Lib(eri) Pat(ris) / vetustate corrup/tum porticib(us) adiect(is) / restituit","Quintus Pisenius Severinus centurio legionis XI Claudiae templum Liberi Patris vetustate corruptum porticibus adiectis restituit","43.0804139","17.6258524","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp"
"EDCS-26600672","CIL 03, 01812 (p 1494) = CINar-01, 00005 = CINar-02, p 178","Dalmatia","Vid / Narona","Narona","31","70","milites;  tituli sepulcrales;  viri","Ti(berio) Claud[io 3 ima]/ginif(ero) vet(erano) [3] / stip(endiorum) XLIX an[nor(um) 3] / Ti(berius) Claudius [3 sibi posteris]/q(ue) eius quod is t[est(amento) des(ignavit)]","Tiberio Claudio imaginifero veterano stipendiorum XLIX annorum Tiberius Claudius sibi posteris que eius quod is testamento designavit","43.0804139","17.6258524","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_01812.jpg;pp"
"EDCS-26600673","CIL 03, 01813 (p 1494) = CINar-01, 00032 = Legio-VII 00016 = CINar-02, p 178","Dalmatia","Vid / Narona","Narona","1","40","liberti/libertae;  milites;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  viri","M(arcus) Heredius M(arci) f(ilius) Pal(atina) / veteranus leg(ionis) VII / h(ic) s(itus) est fecit / Faustus l(ibertus)","Marcus Heredius Marci filius Palatina veteranus legionis VII hic situs est fecit Faustus libertus","43.0804139","17.6258524","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00016.jpg;pp"
"EDCS-26600674","CIL 03, 01815 (p 1494) = CINar-01, 00033 = CINar-02, p 181","Dalmatia","Vid / Narona","Narona","1","50","milites;  praenomen et nomen;  tituli sepulcrales;  viri","Cn(aeus) Magius Cn(aei) f(ilius) / Palat(ina) veteranus / s(itus)","Cnaeus Magius Cnaei filius Palatina veteranus situs","43.0804139","17.6258524",NA
"EDCS-27500162","CIL 03, 01818 = Legio-VII 00052 = CINar-02, 00078","Dalmatia","Vid / Narona","Narona","1","50","milites;  mulieres;  praenomen et nomen;  tituli sepulcrales;  viri","L(ucius) Riccius L(uci) f(ilius) Vel(ina) / Pessinunte ann(orum) LX vet(eranus) / Marcia Maxima uxor / L(ucius) Riccius L(uci) f(ilius) Valens / L(ucius) Riccius L(uci) f(ilius) Gallus / Riccia L(uci) [f(ilia)] Bulla / h(ic) s(iti) s(unt) / L(ucius) Atilius L(uci) f(ilius) Vel(ina) veter(anus) leg(ionis) VII / avunculo suo posuit et sibi","Lucius Riccius Luci filius Velina Pessinunte annorum LX veteranus Marcia Maxima uxor Lucius Riccius Luci filius Valens Lucius Riccius Luci filius Gallus Riccia Luci filia Bulla hic siti sunt Lucius Atilius Luci filius Velina veteranus legionis VII avunculo suo posuit et sibi","43.0804139","17.6258524",NA
"EDCS-31900271","CIL 03, 08436 (p 1475) = Hernandez-01, 00038 = CINar-02, 00076","Dalmatia","Vid / Narona","Narona","1","100","milites;  tituli sepulcrales;  viri","Q(uintus) Marc[ius(?) 3 f(ilius)] / Serg(ia?) Itali[ca] / signifer le[g(ionis) XI(?)] / annor(um) nat(us) XX[3] / stipendiorum X[","Quintus Marcius filius Sergia Italica signifer legionis XI annorum natus XX stipendiorum X","43.0804139","17.6258524","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp"
"EDCS-31500392","CIL 03, 08438 = D 02597 = Barresi-2018, 00035 = CINar-02, 00080","Dalmatia","Vid / Narona","Narona","1","100","liberti/libertae;  milites;  nomen singulare;  tituli sepulcrales;  viri","dom]o Arimin(o) / mil(es) leg(ionis) XIII donat(us) torq(uibus) / armil(lis) phal(eris) et |(centurio) coh(ortis) I / Camp(anae) an(norum) LX t(estamento) f(ieri) i(ussit) Posidonius / et Prunicus lib(erti) posuer(unt) / et (H)aline h(ic) s(ita) e(st)","domo Arimino miles legionis XIII donatus torquibus armillis phaleris et centurio cohortis I Campanae annorum LX testamento fieri iussit Posidonius et Prunicus liberti posuerunt et Haline hic sita est","43.0804139","17.6258524","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$D_02597.jpg"
"EDCS-30800078","CIL 03, 08439 = ILJug-03, 01865 = D 02593 = CINar-02, 00081","Dalmatia","Vid / Narona","Narona","1","100","milites;  tituli sepulcrales;  viri","] / M[3]VL[3] d[ec(urio?)] / c(o)ho(rtis) XI Gall(orum) / domo Patavi[o] / ann(orum) XLVI stip(endiorum) / XV","M VL decurio cohortis XI Gallorum domo Patavio annorum XLVI stipendiorum XV","43.0804139","17.6258524",NA
"EDCS-66100167","CIL 03, 14623,3 = CINar-02, 00005","Dalmatia","Vid / Narona","Narona","1","100","milites;  tituli sacri;  tria nomina;  viri","C(aius) Iulius C(ai) [f(ilius) 3] / Cerialis |(centurio) [coh(ortis) I] / Campan[ae] / Castori et P[olluci] / v(otum) s(olvit) [l(ibens) m(erito)]","Caius Iulius Cai filius Cerialis centurio cohortis I Campanae Castori et Polluci votum solvit libens merito","43.0804139","17.6258524",NA
"EDCS-78300751","CINar-02, 00083","Dalmatia","Vid / Narona","Narona","1","100","milites;  tituli sepulcrales;  viri","]FA[3] / [3]us dom(o) Ger[3] / [3]I aquilif[er leg(ionis) 3] / [|(centuria) Ae]mili Pi[","FA us domo Ger I aquilifer legionis centuria Aemili Pi","43.0804139","17.6258524",NA
"EDCS-10000668","ILJug-02, 00653 = CINar-02, 00075","Dalmatia","Vid / Narona","Narona","71","130","liberti/libertae;  milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","Ma]rcello vet(erano) coh(ortis) III / [Alpinor]um ann(orum) LXX stip(endiorum) XLIII / [3] Marcellae ann(orum) / [3]ae C(ai) l(ibertae) Iucundae / [","Marcello veterano cohortis III Alpinorum annorum LXX stipendiorum XLIII Marcellae annorum ae Cai libertae Iucundae","43.0804139","17.6258524","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_ILJug-02_00653.jpg;pp"
"EDCS-14800173","AE 1999, 01232","Dalmatia","Vojnic Sinjski / Tilurium","Tilurium","70","86","milites;  sigilla impressa;  tituli fabricationis","Leg(ionis) IIII [F(laviae) F(elicis)]","Legionis IIII Flaviae Felicis","43.6138233","16.6948645",NA
"EDCS-14800172","Kurilic 00119 = AE 1999, 01231","Dalmatia","Vojnic Sinjski / Tilurium","Tilurium","1","100","liberti/libertae;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Cusius / L(uci) l(ibertus) Ascani/us an(norum) XX h(ic) s(itus) e(st) / patronus posu/it bene merito","Lucius Cusius Luci libertus Ascanius annorum XX hic situs est patronus posuit bene merito","43.6138233","16.6948645",NA
"EDCS-14800171","Legio-VII 00001 = Kurilic 00118 = AE 1999, 01230","Dalmatia","Vojnic Sinjski / Tilurium","Tilurium","1","40","milites;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Ancharenus Q(uinti) f(ilius) / Ser(gia) Laranda mil(es) / leg(ionis) VII ann(orum) XL stip(endiorum) XXI / h(ic) s(itus) e(st) / Q(uintus) Ancharenus haec tanquam / posuit tibi dona frater quia / longe a patria te cecidisse dolet / optaram vivo potius dare vina / me tib(i) non obito care ferenda / tuo si quicquam sentire potes / [pro te]mpore nostro damus haec / ostica sit tibi terra levis frater / fratri posuit","Lucius Ancharenus Quinti filius Sergia Laranda miles legionis VII annorum XL stipendiorum XXI hic situs est Quintus Ancharenus haec tanquam posuit tibi dona frater quia longe a patria te cecidisse dolet optaram vivo potius dare vina me tibi non obito care ferenda tuo si quicquam sentire potes pro tempore nostro damus haec ostica sit tibi terra levis frater fratri posuit","43.6138233","16.6948645","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00001.jpg"
"EDCS-28400159","CIL 03, 02908 (p 1635, 2273) = D 02280 = IGLFriuli 00013 = Horster p 396","Dalmatia","Zadar / Iader","Iader","18","19","Augusti/Augustae;  milites;  ordo senatorius;  tituli operum;  tituli sacri;  tria nomina;  viri","Ti(berius) Caesar divi Aug(usti) f(ilius) / Augustus imp(erator) pontif(ex) max(imus) / trib(unicia) potest(ate) XX co(n)s(ul) III / leg(io) VII leg(io) XI / P(ublio) Cornelio Dolabella / leg(ato) pr(o) pr(aetore)","Tiberius Caesar divi Augusti filius Augustus imperator pontifex maximus tribunicia potestate XX consul III legio VII legio XI Publio Cornelio Dolabella legato pro praetore","44.1186078","15.232136","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_02908.jpg;pp"
"EDCS-28400161","CIL 03, 02910 (p 1475) = CIL 03, 09996","Dalmatia","Zadar / Iader","Iader","1","150","litterae erasae;  milites;  tituli sepulcrales;  viri","C(aius) Al[l]ius [3] / spec(ulator) l[eg(ionis) 3] / [[6]] / v(ivus) f(ecit) sibi et [3] / in fr(onte) [p(edes) 3] / in agr(o) [p(edes)","Caius Allius speculator legionis vivus fecit sibi et in fronte pedes in agro pedes","44.1186078","15.232136","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$JL_EDCS-28400161.jpg;$M_CIL_03_02910.jpg;pp"
"EDCS-28400162","CIL 03, 02911","Dalmatia","Zadar / Iader","Iader","1","50","liberti/libertae;  milites;  mulieres;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","C(aio) Allio T(iti) f(ilio) Fab(ia) Luc(a) / veter(ano) leg(ionis) XX / C(aio) Allio Prisco f(ilio) / ann(orum) X Allia C(ai) l(iberta) Mete / patrono et filio / viva b(e)ne merenti / in fronte p(edes) X in agr(o) p(edes) XVI / et C(aio) Allio Vitali filio","Caio Allio Titi filio Fabia Luca veterano legionis XX Caio Allio Prisco filio annorum X Allia Cai liberta Mete patrono et filio viva bene merenti in fronte pedes X in agro pedes XVI et Caio Allio Vitali filio","44.1186078","15.232136",NA
"EDCS-28400163","CIL 03, 02912","Dalmatia","Zadar / Iader","Iader","1","150","milites;  tituli operum;  tituli sepulcrales;  tria nomina;  viri","M(anius) Antestius / Auctus vet(eranus) v(ivus) [f(ecit)] / sibi et suis / in fr(onte) p(edes) XX in agr(o) / p(edes) XVI [et] ustrin(a) in fr(onte) / p(edes) XX","Manius Antestius Auctus veteranus vivus fecit sibi et suis in fronte pedes XX in agro pedes XVI et ustrina in fronte pedes XX","44.1186078","15.232136","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp"
"EDCS-28400164","CIL 03, 02913 = Legio-VII 00007","Dalmatia","Zadar / Iader","Iader","1","100","milites;  praenomen et nomen;  tituli sepulcrales;  viri","Sex(tus) Atilius / Sex(ti) f(ilius) Pap(iria) / veter(anus) leg(ionis) VII / domo Ticino / hic situs est / testamento / fieri iussit / in f(ronte) p(edes) XV in a(gro) p(edes) XX","Sextus Atilius Sexti filius Papiria veteranus legionis VII domo Ticino hic situs est testamento fieri iussit in fronte pedes XV in agro pedes XX","44.1186078","15.232136","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_02913_1.jpg;$M_CIL_03_02913_2.jpg;$Legio-VII_00007.jpg;pp"
"EDCS-28400165","CIL 03, 02914 = Legio-VII 00013","Dalmatia","Zadar / Iader","Iader","1","40","milites;  ordo decurionum;  tituli sepulcrales;  tria nomina;  viri","T(ito) Elvio Sca(ptia) Marino / IIIIvir(o) Altini / T(itus) Elvius T(iti) f(ilius) Salinator / |(centurio) leg(ionis) VII patri / in fronte p(edes) XXX in agro p(edes) XXX / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","Tito Elvio Scaptia Marino IIII viro Altini Titus Elvius Titi filius Salinator centurio legionis VII patri in fronte pedes XXX in agro pedes XXX hoc monumentum heredem non sequetur","44.1186078","15.232136",NA
"EDCS-28400166","CIL 03, 02915","Dalmatia","Zadar / Iader","Iader","-30","9","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Fadienus L(uci) f(ilius) Pomp(tina) / Fuscus dom(o) Dert(ona?) / vet(eranus) speculator v(ivus) f(ecit) sibi / et Camuriae Pollae uxori / L(ucio) Fadieno patri Vibiae Primae matri / Fadienae Pollae sorori Fadieno / Tertio fratri signifero leg(ionis) X{V}III G(eminae) / suisque omnibus ossibus infer(re) / in fr(onte) p(edes) XV in agr(o) p(edes) XXXI","Lucius Fadienus Luci filius Pomptina Fuscus domo Dertona veteranus speculator vivus fecit sibi et Camuriae Pollae uxori Lucio Fadieno patri Vibiae Primae matri Fadienae Pollae sorori Fadieno Tertio fratri signifero legionis XIII Geminae suis que omnibus ossibus inferre in fronte pedes XV in agro pedes XXXI","44.1186078","15.232136",NA
"EDCS-28400167","CIL 03, 02916 = CIL 03, 09984","Dalmatia","Zadar / Iader","Iader","1","150","milites;  ordo equester;  tituli honorarii;  viri","L(ucio) Geminio / C(ai) f(ilio) Tro(mentina) / Montano / praef(ecto) c(o)ho(rtis) I / Sabastenorum / P(ublius) Aufidius Postimus / amico","Lucio Geminio Cai filio Tromentina Montano praefecto cohortis I Sabastenorum Publius Aufidius Postimus amico","44.1186078","15.232136",NA
"EDCS-28400169","CIL 03, 02918","Dalmatia","Zadar / Iader","Iader","31","100","milites;  tria nomina;  viri","C(aius) Trebius C(ai) [f(ilius)] Firmus / veteranus leg(ionis) XI / stipendiorum XXV annor(um) LXXX / A O V F F D S E M Q M C S","Caius Trebius Cai filius Firmus veteranus legionis XI stipendiorum XXV annorum LXXX A O V F F D S E M Q M C S","44.1186078","15.232136",NA
"EDCS-28400183","CIL 03, 02931 (p 1037, 1635)","Dalmatia","Zadar / Iader","Iader","1","150","mulieres;  ordo decurionum;  ordo equester;  sacerdotes pagani;  tituli sacri;  tituli sepulcrales;  tria nomina;  viri","M(arco) Trebio / Proculo / equ<u=O>m publ(icum) / hab(enti) sacer(doti) Lib(eri) / IIvir(o) aedil(i) Arba / Trebia M(arci) fil(ia) / Procula / patri t(estamento) p(oni) i(ussit)","Marco Trebio Proculo equum publicum habenti sacerdoti Liberi II viro aedili Arba Trebia Marci filia Procula patri testamento poni iussit","44.1186078","15.232136","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_02931.jpg;pp"
"EDCS-28400184","CIL 03, 02932 (p 1037) = CIL 05, *00429,257","Dalmatia","Zadar / Iader","Iader","1","150","ordo decurionum;  ordo equester;  sacerdotes pagani;  tituli honorarii;  tria nomina;  viri","C(aio) Vettidio / C(ai) f(ilio) Tro(mentina) / Maximo / equ<u=O>m publicum / habenti / pontifici IIviro / IIviro quinq(uennali) / patrono colon(iae) / pater","Caio Vettidio Cai filio Tromentina Maximo equum publicum habenti pontifici II viro II viro quinquennali patrono coloniae pater","44.1186078","15.232136","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_02932.jpg"
"EDCS-28400223","CIL 03, 02968a","Dalmatia","Zadar / Iader","Iader","1","100","milites;  tituli sepulcrales;  tria nomina;  viri","]VNESIC / |(centuria) Octavi F[3] / Volso T(iti) f(ilio) Octa(vio) f(ilio) Balbo","VNESIC centuria Octavi F Volso Titi filio Octavio filio Balbo","44.1186078","15.232136",NA
"EDCS-30301490","CIL 03, 09997 (p 2273)","Dalmatia","Zadar / Iader","Iader","1","150","mulieres;  ordo equester;  sacerdotes pagani;  tituli sepulcrales;  tria nomina;  viri","A]puleio C(ai) f(ilio) / Serg(ia) Balbino / pontifici / equum publicum / habenti / annor(um) XXI / Epidia T(iti) f(ilia) Paullina / avia","Apuleio Cai filio Sergia Balbino pontifici equum publicum habenti annorum XXI Epidia Titi filia Paullina avia","44.1186078","15.232136",NA
"EDCS-10000900","ILJug-02, 00889 = AE 1961, 00303","Dalmatia","Zadar / Iader","Iader","1","50","milites;  nomen singulare;  tituli sepulcrales;  viri","Stieu Barn/ainu f(ilius) domo / Berea annor(um) / XXX miles / coh(ortis) II Crest/ar(um) stipen[di]o/[rum","Stieu Barnainu filius domo Berea annorum XXX miles cohortis II Crestarum stipendiorum","44.1186078","15.232136","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_AE_1961_00303.jpg;pp"
