"EDCS-ID","publication","province","place","cleaned_place","dating_from","dating_to","status","inscription","inscription_interpretive_cleaning","latitude","longitude","photo"
"EDCS-32700489","CIL 03, 14936","Dalmatia","Gardun / Tilurium","Tilurium","1","150","milites;  tituli sepulcrales;  tria nomina;  viri","] / stip(endiorum) X[3] / L(ucius) Stat[ienus] / Catu[lus h(eres) et] / muni[ceps","stipendiorum X Lucius Statienus Catulus heres et municeps","43.6099573","16.7139587",NA
"EDCS-32700490","CIL 03, 14937","Dalmatia","Gardun / Tilurium","Tilurium","1","150","milites;  tituli sepulcrales;  viri","[3]etsiulanu[s 3] / [3] f(ilius) Le[m(onia)] [3] / [3]I [mi]<l=I>es / [6] / [6] / [3] |(centuria?) [3] / [3]S[3] / [3 fr]at<er=FF> [f]ra<tri=II>","etsiulanus filius Lemonia I miles centuria S fraterF fratriI","43.6099573","16.7139587",NA
"EDCS-32700492","CIL 03, 14939","Dalmatia","Gardun / Tilurium","Tilurium","1","150","milites;  tituli sepulcrales;  viri","]XIX[3] / [3 signif]ero(?) [3] / [3] stip(endiorum) X[3] / [3]T[","XIX signifero stipendiorum X T","43.6099573","16.7139587",NA
"EDCS-28300068","CIL 03, 02743 (p 1616)","Dalmatia","Gornji Muc / Andetrium","Andetrium","1","150","mulieres;  tituli sacri;  tria nomina","Castori / et Polluci / sac{e}rum / Fab{e}ricia / Pieris / v(otum) s(olvit) l(ibens) m(erito)","Castori et Polluci sacrum Fabricia Pieris votum solvit libens merito","43.6871481","16.4940794",NA
"EDCS-28300070","CIL 03, 02745 = Visocnik-2012, 00015","Dalmatia","Gornji Muc / Andetrium","Andetrium","51","100","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucio) Teren[t]io / L(uci) f(ilio) Claud(ia) / Severo Cel(eia) / mil(iti) coh(ortis) VIII / vexil<l=I>ar(iorum) ann(orum) / XXX stipend(iorum) XIV / L(ucius) Ae<b=R>utius / Felix posui(t)","Lucio Terentio Luci filio Claudia Severo Celeia militi cohortis VIII vexillariorum annorum XXX stipendiorum XIV Lucius Aebutius Felix posuit","43.6871481","16.4940794",NA
"EDCS-30200136","CIL 03, 09782","Dalmatia","Gornji Muc / Andetrium","Andetrium","71","130","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","Ser(vius) Ennius Ser(vi) f(ilius) / Claudia Fuscus / domo Cemeneli / miles coh(ortis) VIII vol(untariorum) / stip(endiorum) XVIIII ann(orum) XXXIIX / Fulvia Vitalis v(iva) f(ecit) sibi / et coniugi b(ene) m(erenti) f(ecit?) / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","Servius Ennius Servi filius Claudia Fuscus domo Cemeneli miles cohortis VIII voluntariorum stipendiorum XVIIII annorum XXXIIX Fulvia Vitalis viva fecit sibi et coniugi bene merenti fecit hoc monumentum heredem non sequetur","43.6871481","16.4940794","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_09782.jpg;$M_CIL_03_09782_1.jpg"
"EDCS-30200139","CIL 03, 09786 = ILJug-03, 01970 = AE 1941, 00057","Dalmatia","Gornji Muc / Andetrium","Andetrium","1","50","tituli sepulcrales;  viri","eiusd]em / [3 fr]ater f(aciendum) c(uravit)","eiusdem frater faciendum curavit","43.6871481","16.4940794",NA
"EDCS-32700504","CIL 03, 14950 = AE 1899, 00158","Dalmatia","Gornji Muc / Andetrium","Andetrium","71","150","milites;  nomen singulare;  tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) / Cassius / Dasantis / c(o)h(ortis) III Alpin(orum) / tessera(rius) ce(nturia) Nun/isiani / v(otum) s(olvit) l(ibens) m(erito)","Iovi Optimo Maximo Cassius Dasantis cohortis III Alpinorum tesserarius centuria Nunisiani votum solvit libens merito","43.6871481","16.4940794",NA
"EDCS-32700505","CIL 03, 14951 (p 2328,114) = Legio-VII 00090","Dalmatia","Gornji Muc / Andetrium","Andetrium","42","100","milites;  tituli sacri;  tria nomina;  viri","] / Nymp[his] / sacr[um] / [1] Iulius [3]/us |(centurio) l[eg(ionis)] / [VII] C(laudiae) P(iae) [F(idelis)] / [cu]m Pri[","Nymphis sacrum Iulius us centurio legionis VII Claudiae Piae Fidelis cum Pri","43.6871481","16.4940794","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PEC0009117"
"EDCS-10100909","ILJug-03, 01969 = AE 1941, 00056","Dalmatia","Gornji Muc / Andetrium","Andetrium","1","100","milites;  tituli sepulcrales;  tria nomina;  viri","] Valer[ius] / Messor imag[inifer] / posui[t","Valerius Messor imaginifer posuit","43.6871481","16.4940794",NA
"EDCS-10101868","ILJug-03, 02845 = D 09379 = AE 1905, 00164","Dalmatia","Gradina / Domavium","Domavium","42","69","milites;  termini;  tria nomina;  viri","] Caesaris Au[g(usti) 3] / inter Sidrinos et / Asseriates Q(uintus) Aebu/tius Liberalis |(centurio) leg(ionis) / XI definit","Caesaris Augusti inter Sidrinos et Asseriates Quintus Aebutius Liberalis centurio legionis XI definit","43.2078027","18.4200399",NA
"EDCS-07400592","AE 1987, 00803","Dalmatia","Hardomilje / Bigeste","Bigeste","1","150","mulieres;  tituli sepulcrales;  tria nomina;  viri","Valeriae Puden/till(a)e anno(rum) XXXV / T(itus) F(lavius) Maxiarcus c(oniugi) b(ene) m(erenti) / posuit / item Fl(avius) Bennus et Fla(via) Sabina / fili(us) [et f]ili(a) e[i]us","Valeriae Pudentillae annorum XXXV Titus Flavius Maxiarcus coniugi bene merenti posuit item Flavius Bennus et Flavia Sabina filius et filia eius","43.1575578","17.5493918",NA
"EDCS-31300303","CIL 03, 14632 = D 09166","Dalmatia","Hardomilje / Bigeste","Bigeste","71","100","milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","Ti(berius) Claudius Ligomarus / Carstimari f(ilius) / Claudia Salinis / eq(ues) coh(ortis) III Alpinae / ann(orum) LVII stipend(iorum) XX / [3] her(es) p(osuit)","Tiberius Claudius Ligomarus Carstimari filius Claudia Salinis eques cohortis III Alpinae annorum LVII stipendiorum XX heres posuit","43.1575578","17.5493918","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PH0012436;pp"
"EDCS-10100864","ILJug-03, 01920 = Legio-VII 00032","Dalmatia","Hardomilje / Bigeste","Bigeste","1","42","milites;  tituli sepulcrales;  tria nomina;  viri","M(arcus) Livius M(arci) / f(ilius) Pal(atina) dom(o) / Aloro ve/teranus / leg(ionis) VII an(norum) / L stip(endiorum) XXVI / h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit)","Marcus Livius Marci filius Palatina domo Aloro veteranus legionis VII annorum L stipendiorum XXVI hic situs est testamento fieri iussit","43.1575578","17.5493918","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00032_1.jpg;$Legio-VII_00032_2.jpg;pp"
"EDCS-10100865","ILJug-03, 01921 = Legio-VII 00063","Dalmatia","Hardomilje / Bigeste","Bigeste","1","42","praenomen et nomen;  tituli sepulcrales;  viri","T(itus) Varius T(iti) f(ilius) / Vel(ina) domo / Pessinunte / vet(eranus) leg(ionis) VII / an(norum) L sti(pendiorum) XXIX / h(ic) s(itus) e(st) her(es) pos(uit)","Titus Varius Titi filius Velina domo Pessinunte veteranus legionis VII annorum L stipendiorum XXIX hic situs est heres posuit","43.1575578","17.5493918","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00063_1.jpg;$Legio-VII_00063_2.jpg"
"EDCS-10100866","ILJug-03, 01922","Dalmatia","Hardomilje / Bigeste","Bigeste","1","50","milites;  tituli sepulcrales;  viri","] Caenio / Q(uinti) f(ilio) [e]q(uiti) coh(ortis) / [II]I Alpinoru[m] / [d]omo [V]e[l]au/no ann(orum) [3] / st[ip(endiorum)] XX[","Caenio Quinti filio equiti cohortis III Alpinorum domo Velauno annorum stipendiorum XX","43.1575578","17.5493918",NA
"EDCS-10100867","ILJug-03, 01923","Dalmatia","Hardomilje / Bigeste","Bigeste","31","70","milites;  tituli sepulcrales;  viri","] / XXXI [domo El]/ococi [h(ic) s(itus?) e(st)] / i(ussit) t(estamento) f(ieri) [3] / her[es p(osuit)","XXXI domo Elococi hic situs est iussit testamento fieri heres posuit","43.1575578","17.5493918",NA
"EDCS-10100872","ILJug-03, 01928 = Hernandez-01, 00042 = AE 1907, 00249","Dalmatia","Hardomilje / Bigeste","Bigeste","1","100","milites;  nomen singulare;  tituli sepulcrales;  viri","Meduttus / Caturonis / f(ilius) miles coh(ortis) I / Bracaraug/ustanoru[m] / ann(orum) XXX s[tip(endiorum)","Meduttus Caturonis filius miles cohortis I Bracaraugustanorum annorum XXX stipendiorum","43.1575578","17.5493918","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PH0012437;pp"
"EDCS-10100873","ILJug-03, 01929","Dalmatia","Hardomilje / Bigeste","Bigeste","1","70","milites;  tituli sepulcrales;  viri","]SCA[3] / miles c[oh(ortis) I] / Bracarau[gustano]/rum an(norum) X[3] / h(ic) s(itus) e(st) / Cambi[3] / h(eres) p(osuit)","SCA miles cohortis I Bracaraugustanorum annorum X hic situs est Cambi heres posuit","43.1575578","17.5493918","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PH0012438;pp"
"EDCS-10100875","ILJug-03, 01931","Dalmatia","Hardomilje / Bigeste","Bigeste","51","150","milites;  tituli sepulcrales;  viri","] imag(inifer) et / vexi[l(larius)","imaginifer et vexillarius","43.1575578","17.5493918","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PH0012434;pp"
"EDCS-10100876","ILJug-03, 01932","Dalmatia","Hardomilje / Bigeste","Bigeste","31","70","tituli sepulcrales","] h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit) / [h]eredes / [po]s<u=I>erunt","hic situs est testamento fieri iussit heredes posuerunt","43.1575578","17.5493918","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PH0012439;pp"
"EDCS-10100877","ILJug-03, 01933","Dalmatia","Hardomilje / Bigeste","Bigeste","51","100","tituli sepulcrales","]F / [3]R / [3]ONE / [3]XXXIIX / [3] h(ic) s(itus?) [e(st)] / [3]us","F R ONE XXXIIX hic situs est us","43.1575578","17.5493918",NA
"EDCS-10100878","ILJug-03, 01934","Dalmatia","Hardomilje / Bigeste","Bigeste","51","150","mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","Tiberio Claudio Maximo / filio annorum XII Aelia / Maxima mater infelici filio / et Aeliae Annae(a)e matri / h(oc) m(onumentum) h(eredem) <n=M>(on) s(equetur) / et Primus pater","Tiberio Claudio Maximo filio annorum XII Aelia Maxima mater infelici filio et Aeliae Annaeae matri hoc monumentum heredem non sequetur et Primus pater","43.1575578","17.5493918","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PH0012412"
"EDCS-30101161","Legio-VII 00060 = AE 2003, 01330","Dalmatia","Hardomilje / Bigeste","Bigeste","21","30","milites;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","Q(uintus) Valerius / Q(uinti) f(ilius) Qui(rina) dom(o) / Icon(io) vet(eranus) leg(ionis) / VII an(norum) LV stip(endiorum) / XXVIII h(ic) s(itus) e(st) / Q(uintus) Portorius et Q(uintus) Va/lerius Anteros posuer(unt)","Quintus Valerius Quinti filius Quirina domo Iconio veteranus legionis VII annorum LV stipendiorum XXVIII hic situs est Quintus Portorius et Quintus Valerius Anteros posuerunt","43.1575578","17.5493918","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00060.jpg;pp"
"EDCS-66200163","OpuscArchZagreb-1997-86,4","Dalmatia","Hardomilje / Bigeste","Bigeste","1","100","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Oppius L(uci) [f(ilius) 3] / Ser(gia) Signinus do/mo Con(s)tan(ti)a vet(eranus) / leg(ionis) VII annor(um) LXXI / h(ic) s(itus) e(st)","Lucius Oppius Luci filius Sergia Signinus domo Constantia veteranus legionis VII annorum LXXI hic situs est","43.1575578","17.5493918",NA
"EDCS-51400004","Legio-VII 00066 = AE 2008, 01058","Dalmatia","Hrvace","Hrvace","1","50","liberti/libertae;  milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Vettius M(arci) [f(ilius)] / Maec(ia) Secun[dus] / Libarn[a] vet(eranus) le[g(ionis)] / VII vivus [f]ecit si[bi] / et Vettiae L(uci) f(iliae) Ver[ae] / et Vettiae L(uci) l(ibertae) S[3]","Lucius Vettius Marci filius Maecia Secundus Libarna veteranus legionis VII vivus fecit sibi et Vettiae Luci filiae Verae et Vettiae Luci libertae S","43.7559711","16.6189503","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00066.jpg"
"EDCS-31900304","CIL 03, 08486 = Hernandez-01, 00039","Dalmatia","Humac / Bigeste","Bigeste","1","70","milites;  nomen singulare;  tituli sepulcrales;  viri","Andamionius An/dami f(ilius) eq(ues) coh(ortis) I / Lucens(ium) / ann(orum) XXXV / st(ipendiorum) XV h(ic) s(itus) e(st) / Gav[i]llius f(ilius) [h]er(es?) / [d(e?)] s(uo?) pos(u)it","Andamionius Andami filius eques cohortis I Lucensium annorum XXXV stipendiorum XV hic situs est Gavillius filius heres de suo posuit","43.1878539","17.5296549",NA
"EDCS-31900306","CIL 03, 08492 = Hernandez-01, 00040","Dalmatia","Humac / Bigeste","Bigeste","31","70","milites;  nomen singulare;  tituli sepulcrales;  viri","Rufus Angeti f(ilius) / mil(es) coh(ortis) I Luce(nsium)/ annorum XXX / stipen(diorum) / h(ic) s(itus) e(st) / h(eres) p(osuit)","Rufus Angeti filius miles cohortis I Lucensium annorum XXX stipendiorum hic situs est heres posuit","43.1878539","17.5296549",NA
"EDCS-31900307","CIL 03, 08493 (p 1475) = Legio-VII 00055","Dalmatia","Humac / Bigeste","Bigeste","9","70","milites;  tituli sepulcrales;  viri","M(arcus) Sosius M(arci) f(ilius) / Fab(ia) Sebasto/[poli 3 leg(ionis)] VII / [","Marcus Sosius Marci filius Fabia Sebastopoli legionis VII","43.1878539","17.5296549","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00055.jpg"
"EDCS-31900309","CIL 03, 08495 (p 2132, 2322, 2328,121)","Dalmatia","Humac / Bigeste","Bigeste","1","100","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","Vanaius Venio [3] / domo Bodion[t(icus) e]q(ues) coh(ortis) / Alp(inorum) an(norum) LIIII [sti]p(endiorum) XXV / h(ic) s(itus) e(st) Valeri[an]a et / Marcella [3] p(osuerunt)","Vanaius Venio domo Bodionticus eques cohortis Alpinorum annorum LIIII stipendiorum XXV hic situs est Valeriana et Marcella posuerunt","43.1878539","17.5296549","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp"
"EDCS-30100677","CIL 03, 14226,1 (p 2328,121) = ILJug-03, 01917","Dalmatia","Humac / Bigeste","Bigeste","31","70","milites;  nomen singulare;  tituli sepulcrales;  viri","] / tur(ma) Ne[potis] / ann(orum) XLV [3] / t(estamento) [f(ieri) i(ussit)] / Neriu[s","turma Nepotis annorum XLV testamento fieri iussit Nerius","43.1878539","17.5296549","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PH0012440"
"EDCS-10000684","ILJug-02, 00670 = Legio-VII 00058","Dalmatia","Humac / Bigeste","Bigeste","31","130","liberti/libertae;  milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","P[3]a / at[3] fa/to rapta h(ic) s(ita) e(st) / C(aius) Valerius C(ai) f(ilius) Den/to veter(anus) leg(ionis) VII lib(ertae) / suae posuit","P a at fato rapta hic sita est Caius Valerius Cai filius Dento veteranus legionis VII libertae suae posuit","43.1878539","17.5296549","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00058.jpg;pp"
"EDCS-10100861","ILJug-03, 01916 = OpuscArchZagreb-1997-86","Dalmatia","Humac / Bigeste","Bigeste","1","100","milites;  tituli sepulcrales;  tria nomina;  viri","Q(uintus) Pius L(uci) [f(ilius)] / Ser(gia) Signinus do/mo Con(s)tan(ti)a vet(eranus) / leg(ionis) VII annor(um) LXXI / h(ic) s(itus) e(st)","Quintus Pius Luci filius Sergia Signinus domo Constantia veteranus legionis VII annorum LXXI hic situs est","43.1878539","17.5296549",NA
"EDCS-56900033","OpuscArchZagreb-1997-89,19","Dalmatia","Humac / Bigeste","Bigeste","1","150","milites;  tituli sepulcrales;  viri","] c(o)h[or(tis?) 3] / [3] sti[p(endiorum)","cohortis stipendiorum","43.1878539","17.5296549",NA
"EDCS-30900093","CIL 03, 10094 (p 2328,18) = D 02679","Dalmatia","Hvar / Lesina / Pharia","Pharia","1","150","milites;  ordo equester;  ordo senatorius;  tituli sacri;  tria nomina;  viri","L(ucius) Rustius Picen[s] / tr(ibunus) mil(itum) vovi[t] / praef(ectus) eq(uitum) fec[it]","Lucius Rustius Picens tribunus militum vovit praefectus equitum fecit","43.1739813","16.5564721","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_10094.jpg;$PF_CIL_03_10094.jpg"
"EDCS-41300186","CIL 03, *00394,3 = AE 1999, 01234","Dalmatia","Ivosevci / Burnum","Burnum","42","70","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Tertius L(uci?) f(ilius) / [Te]rtianus / H[era]cl(ea) ann(orum) [3] / HIRACLRA mi<l=H>(es) / l<e=I>g(ionis) XI [C(laudiae) P(iae)] F(idelis) / ann(orum) XL stip(endiorum) XVII / L(ucius) Pomp(onius?) Pol[lio(?)","Lucius Tertius Luci filius Tertianus Heraclea annorum HIRACLRA miles legionis XI Claudiae Piae Fidelis annorum XL stipendiorum XVII Lucius Pomponius Pollio","44.0160408","16.0072244",NA
"EDCS-41300187","CIL 03, *00394,4 = ZPE-199-232 = AE 1999, 01235","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Tertius L(uci?) f(ilius) / Ser(gia) Tertianus / Heraclea mil(es) / leg(ionis) XI C(laudiae) [P(iae) F(idelis)] / ann(orum) XL / [stip(endiorum)] XVII / t(estamento) f(ieri) i(ussit) / L(ucius) Ponponius(!) / Polio(!) h(eres) p(onendum) c(uravit)","Lucius Tertius Luci filius Sergia Tertianus Heraclea miles legionis XI Claudiae Piae Fidelis annorum XL stipendiorum XVII testamento fieri iussit Lucius Ponponius Polio heres ponendum curavit","44.0160408","16.0072244","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1999_01235.jpg;$AE_1999_01235_1.jpg"
"EDCS-41300188","CIL 03, *00394,5 = AE 1999, 01236","Dalmatia","Ivosevci / Burnum","Burnum","42","70","milites;  tituli sepulcrales;  tria nomina;  viri","l]eg(ionis) XI [C(laudiae) P(iae) F(idelis?)] / [|(centuria?)] Aemi(lii) V[ictori(?)] / ann(orum) XI[3] / [s]ti[p(endiorum)","legionis XI Claudiae Piae Fidelis centuria Aemilii Victori annorum XI stipendiorum","44.0160408","16.0072244",NA
"EDCS-41300189","CIL 03, *00394,6 = AE 1999, 01237","Dalmatia","Ivosevci / Burnum","Burnum","42","70","milites;  tituli sepulcrales;  viri","]ALR[3] / [3] leg(ionis) X[I(?) C(laudiae) P(iae) F(idelis?)] / [ann(orum) 3] / stip(endiorum) X[3] / [3] M(arcus) Pon[","ALR legionis XI Claudiae Piae Fidelis annorum stipendiorum X Marcus Pon","44.0160408","16.0072244",NA
"EDCS-28300161","CIL 03, 02832 (p 1036) = CIL 03, 09892","Dalmatia","Ivosevci / Burnum","Burnum","1","150","milites;  tituli sepulcrales;  tria nomina;  viri","]ci / [3]avi / [3 s]i[g]ni[f(er?)] leg(ionis) XI / ann(orum) XLV stip(endiorum) XXI / C(aius) Aemilius C(ai) f(ilius) / Marcellus ann(orum) XIIX / pater et filius / h(ic) s(itus) e(st!)","ci avi signifer legionis XI annorum XLV stipendiorum XXI Caius Aemilius Cai filius Marcellus annorum XIIX pater et filius hic situs est","44.0160408","16.0072244","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp"
"EDCS-28300162","CIL 03, 02833 (p 1036, 1627, 2328,161)","Dalmatia","Ivosevci / Burnum","Burnum","42","100","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Cassius L(uci) f(ilius) / Trom(entina) Marti/alis Aq(uae) Sta(tiellae) / mil(es) leg(ionis) XI / C(laudiae) P(iae) F(idelis) / |(centuria) Pulpid<i=F> Sil/vestris / stip(endiorum) XII an(norum) XXXV / t(estamento) f(ieri) i(ussit) h(eres) f(aciendum) c(uravit)","Lucius Cassius Luci filius Tromentina Martialis Aquae Statiellae miles legionis XI Claudiae Piae Fidelis centuria Pulpidi Silvestris stipendiorum XII annorum XXXV testamento fieri iussit heres faciendum curavit","44.0160408","16.0072244",NA
"EDCS-28300163","CIL 03, 02834 (p 1036, 2328,12) = CIL 03, 09893","Dalmatia","Ivosevci / Burnum","Burnum","42","100","liberti/libertae;  milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","[3 Cla]udius A(uli) [f(ilius) Pob(lilia)] / [Cel]er |(centurio) leg(ionis) XI C(laudiae) P(iae) / F(idelis) domo Vero/na ann(orum) LXIII stip(endiorum) / XXXXIII t(estamento) f(ieri) iussit / Panthagathus / lib(ertus) f(aciendum) c(uravit)","Claudius Auli filius Poblilia Celer centurio legionis XI Claudiae Piae Fidelis domo Verona annorum LXIII stipendiorum XXXXIII testamento fieri iussit Panthagathus libertus faciendum curavit","44.0160408","16.0072244",NA
"EDCS-28300164","CIL 03, 02835 (p 1036) = CLE 00992 = D 02257","Dalmatia","Ivosevci / Burnum","Burnum","9","42","carmina;  milites;  tituli sepulcrales;  tria nomina;  viri","T(itus) Cominius / C(ai) f(ilius) Romilia / Ateste miles / leg(ionis) XI anno/rum XL stip(endiorum) XVI / h(ic) s(itus) e(st) frater / fratri posuit / vix{s}i(t) quad potui sem/per bene pauper honeste / [fr]audavi nullum nunc iuvat / [os]sa mea","Titus Cominius Cai filius Romilia Ateste miles legionis XI annorum XL stipendiorum XVI hic situs est frater fratri posuit vixit quad potui semper bene pauper honeste fraudavi nullum nunc iuvat ossa mea","44.0160408","16.0072244",NA
"EDCS-28300165","CIL 03, 02836 (p 1036) = D 02651","Dalmatia","Ivosevci / Burnum","Burnum","-20","9","milites;  tituli sepulcrales;  tria nomina;  viri","Sal(vius) Frebranus T(iti) f(ilius) / Quir(ina) Baculus has(tatus) / pri(or) leg(ionis) XX","Salvius Frebranus Titi filius Quirina Baculus hastatus prior legionis XX","44.0160408","16.0072244",NA
"EDCS-28300167","CIL 03, 02838","Dalmatia","Ivosevci / Burnum","Burnum","1","150","liberti/libertae;  milites;  tituli sepulcrales;  tria nomina;  viri","]I[3]VV / Naev[3] / Q(uinti) lib(erti) Primi / Q(uintus) Naevius C(ai) / [f(ilius)] Vol(tinia) / Ponticus signif(er)","I VV Naev Quinti liberti Primi Quintus Naevius Cai filius Voltinia Ponticus signifer","44.0160408","16.0072244",NA
"EDCS-28300168","CIL 03, 02839","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","Q(uintus) Valerius / Q(uinti) f(ilius) Ani(ensi) Niger / domo Foro / Iu[l]i vet(eranus) leg(ionis) X[I] / C(laudiae) P(iae) F(idelis) ann(orum) XLV / stip(endiorum) XXIIII h(ic) s(itus) e(st) / t(estamento) f(ieri) i(ussit) C(aius) P(ontius) / et Q(uintus) Gussius [h(eredes) f(ecerunt)]","Quintus Valerius Quinti filius Aniensi Niger domo Foro Iuli veteranus legionis XI Claudiae Piae Fidelis annorum XLV stipendiorum XXIIII hic situs est testamento fieri iussit Caius Pontius et Quintus Gussius heredes fecerunt","44.0160408","16.0072244",NA
"EDCS-28300170","CIL 03, 02841","Dalmatia","Ivosevci / Burnum","Burnum","1","100","mulieres;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","Folnia A(uli) / [f(ilia)] S[pe]s Anni[a Spe]s / A(ulus) [F]olnius / parentes [p]os(uerunt)","Folnia Auli filia Spes Annia Spes Aulus Folnius parentes posuerunt","44.0160408","16.0072244",NA
"EDCS-30301398","CIL 03, 09898 = Liburnia 00138 = AE 1980, 00688","Dalmatia","Ivosevci / Burnum","Burnum","1","50","nomen singulare;  tituli sacri;  viri","Coranus / Iovi/l(a)e v(otum) s(olvit)","Coranus Iovilae votum solvit","44.0160408","16.0072244","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1980_00688.jpg;$AE_1980_00688_1.jpg"
"EDCS-30301399","CIL 03, 09899 = Liburnia 00139","Dalmatia","Ivosevci / Burnum","Burnum","1","100","milites;  praenomen et nomen;  tituli sacri;  viri","Iovi O(ptimo) M(aximo) / T(itus) Fufisius sig(nifer?) / v(otum) s(olvit) l(ibens) m(erito)","Iovi Optimo Maximo Titus Fufisius signifer votum solvit libens merito","44.0160408","16.0072244",NA
"EDCS-30301400","CIL 03, 09900 = Liburnia 00140","Dalmatia","Ivosevci / Burnum","Burnum","1","100","praenomen et nomen;  tituli sacri;  viri","C(aius) Voc[conius(?)] / M(arci) f(ilius?) Iovi [","Caius Vocconius Marci filius Iovi","44.0160408","16.0072244",NA
"EDCS-31300272","CIL 03, 13250 (p 2328,13) = D 05968","Dalmatia","Ivosevci / Burnum","Burnum","88","96","ordo equester;  termini;  tria nomina;  viri","inte]r [p]ra/ta leg(ionis) [e]t fines / roboreti Fla(vi) / Marc(iani?) per Augu/stianum Belli/cum proc(uratorem) / Aug(usti)","inter prata legionis et fines roboreti Flavi Marciani per Augustianum Bellicum procuratorem Augusti","44.0160408","16.0072244",NA
"EDCS-31400326","CIL 03, 13251 (p 2328,114)","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Va[leri]us L(uci) f(ilius) / Vo[lt(inia) V]erus / dom(o) [Lu]co Au[g(usti)] / mi[l(es) leg(ionis)] VI[I] C(laudiae) P(iae) <F=B>(idelis) / ann(orum) [3]I stip(endiorum) / XVI h[(ic)] s[it(us)] e(st) / <t=I>(estamento) f(ieri) [i(ussit)] P(ublius) [A]nnius / Aqu[3] f(aciendum) c(uravit)","Lucius Valerius Luci filius Voltinia Verus domo Luco Augusti miles legionis VII Claudiae Piae Fidelis annorum I stipendiorum XVI hic situs est testamento fieri iussit Publius Annius Aqu faciendum curavit","44.0160408","16.0072244",NA
"EDCS-31400327","CIL 03, 13252","Dalmatia","Ivosevci / Burnum","Burnum","1","150","liberti/libertae;  tituli sepulcrales;  tria nomina;  viri","] Caerel<l=I>i[us] / [3] Q(uinti) lib(ertus) Palat(ina) / [3]icus domo [3] / [3 an]n(orum) [3]XXX h(ic) [s(itus) e(st)]","Caerellius Quinti libertus Palatina icus domo annorum XXX hic situs est","44.0160408","16.0072244",NA
"EDCS-29900060","CIL 03, 13263 (p 2328,15, 2328,114) = AE 1893, 00070","Dalmatia","Ivosevci / Burnum","Burnum","42","100","milites;  tituli sepulcrales;  tria nomina;  viri","Sub hac in/scriptione / M(arcus) Cupitius / M(arci) f(ilius) Pol(lia) / Paulus / Amasia / miles leg(ionis) / XI C(laudiae) P(iae) F(idelis) stip/endiorum / XVII Cupitius / Pol(l)io frater / faciundum / curavit","Sub hac inscriptione Marcus Cupitius Marci filius Pollia Paulus Amasia miles legionis XI Claudiae Piae Fidelis stipendiorum XVII Cupitius Pollio frater faciundum curavit","44.0160408","16.0072244",NA
