"EDCS-ID","publication","province","place","cleaned_place","dating_from","dating_to","status","inscription","inscription_interpretive_cleaning","latitude","longitude"
"EDCS-28600118","CIL 03, 03158 (p 1038) = CIL 05, *00336 = D 03320 = Liburnia 00209","Dalmatia","?","?","14","37","Augusti/Augustae;  ordo decurionum;  tituli sacri;  tria nomina;  viri","Iano Patri / Aug(usto) sacrum / C(aius) Iulius C(ai) f(ilius) Ser(gia) / Aetor aed(ilis) / donatus ab(!) Ti(berio) Caes(are) / Aug(usti) f(ilio) Augusto torq(ue) / maiore bello D<a=E>lma/tico ob honorem / IIviratus cum liberis / suis posuit","Iano Patri Augusto sacrum Caius Iulius Cai filius Sergia Aetor aedilis donatus ab Tiberio Caesare Augusti filio Augusto tor que maiore bello Dalmatico ob honorem II viratus cum liberis suis posuit",NA,NA
"EDCS-28600121","CIL 03, 03159 (p 2275) = IGLFriuli 00027 = Liburnia 00208","Dalmatia","?","?","1","150","tituli sacri;  tria nomina;  viri","Trivi(i)s / C(aius) Aristius / Clemens / ex vot[o l(ibens) s(olvit)] m(erito)","Triviis Caius Aristius Clemens ex voto libens solvit merito",NA,NA
"EDCS-28600122","CIL 03, 03160","Dalmatia","?","?","1","150","tituli sacri;  tria nomina;  viri","Q(uintus) Coelius / Q(uinti) f(ilius) Balbus / Vener(i) Vict(rici)","Quintus Coelius Quinti filius Balbus Veneri Victrici",NA,NA
"EDCS-28600124","CIL 03, 03162","Dalmatia","?","?","1","150","liberti/libertae;  tituli sacri;  tria nomina;  viri","[P(ublius)] Cordius P(ubli) l(ibertus) / Tharsus vot(um) / solvit lib[e]ns mer(ito)","Publius Cordius Publi libertus Tharsus votum solvit libens merito",NA,NA
"EDCS-28600125","CIL 03, 03162a (p 1650) = CIL 05, *00333 = CIL 11, *00123a4 = Legio-VII 00003","Dalmatia","?","?","42","100","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","M(arco) Antonio Celeri / eq(uiti) leg(ionis) VII C(laudiae) P(iae) F(idelis) Iulia / Maxsima(!) heres fecit / sibi et coniugi caro suo st(ipendiorum) XXX / [in] f(ronte) p(edes) XII in ag(ro) (!) XVII","Marco Antonio Celeri equiti legionis VII Claudiae Piae Fidelis Iulia Maxsima heres fecit sibi et coniugi caro suo stipendiorum XXX in fronte pedes XII in agro XVII",NA,NA
"EDCS-28600128","CIL 03, 03164 (p 1038, 1650) = CIL 03, 09816 = D 02505","Dalmatia","?","?","51","150","milites;  nomen singulare;  tituli sepulcrales;  viri","Surus Sparuci f(ilius) / dom(o) Tribocus / eques alae Claud/iae Novae ann(orum) XXX / stip(endiorum) XIII h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit) / arbitratu Celati ses/quiplicari(i) heredis","Surus Sparuci filius domo Tribocus eques alae Claudiae Novae annorum XXX stipendiorum XIII hic situs est testamento fieri iussit arbitratu Celati sesquiplicarii heredis",NA,NA
"EDCS-28600131","CIL 03, 03166a = CIL 05, *00333","Dalmatia","?","?","14","150","mulieres;  seviri Augustales;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Crepereius / Heracla VIvir / v(ivus) f(ecit) sibi et / Crepereiae Aplidi / uxori et / Crepereiae Panterae / filiae et / L(ucio) Crepereio Celeri / nepoti exfuncto(!)","Lucius Crepereius Heracla VI vir vivus fecit sibi et Crepereiae Aplidi uxori et Crepereiae Panterae filiae et Lucio Crepereio Celeri nepoti exfuncto",NA,NA
"EDCS-28600134","CIL 03, 03169 = CIL 11, *00827a1","Dalmatia","?","?","14","150","liberti/libertae;  seviri Augustales;  tituli sepulcrales;  tria nomina;  viri","D(ecimus) Nerfinius D(ecimi) l(ibertus) / Urbanus VIvir / fecit sibi et suis / in fronte p(edes) XV / in agro p(edes) XX","Decimus Nerfinius Decimi libertus Urbanus VI vir fecit sibi et suis in fronte pedes XV in agro pedes XX",NA,NA
"EDCS-28600146","CIL 03, 03176","Dalmatia","?","?","14","150","liberti/libertae;  tituli honorarii;  tria nomina;  viri","L(ucio) Cornelio L(uci) l(iberto) / Serapioni / IITII[3] viro / [","Lucio Cornelio Luci liberto Serapioni IITII viro",NA,NA
"EDCS-28600163","CIL 03, 03184a = CIL 05, *00333","Dalmatia","?","?","1","150","liberti/libertae;  tituli sepulcrales;  tria nomina;  viri","T(itus) Lucilius / T(iti) l(ibertus) Aptus / h(ic) s(itus) e(st)","Titus Lucilius Titi libertus Aptus hic situs est",NA,NA
"EDCS-28600168","CIL 03, 03186 (p 1650)","Dalmatia","?","?","1","150","tituli sepulcrales;  tria nomina;  viri","M(arcus) Poblicius / M(arci) f(ilius) Aquila an(norum) II","Marcus Poblicius Marci filius Aquila annorum II",NA,NA
"EDCS-28600172","CIL 03, 03189 = CIL 11, *00827a3","Dalmatia","?","?","1","150","liberti/libertae;  mulieres;  tituli sepulcrales;  tria nomina;  viri","C(aius) Sempronius C(ai) f(ilius) Deius / et C(aius) Sempronius Florus l(iberti) / v(ivi) f(ecerunt) sibi et Semproniae Am/miae matri Semproniae / Florae sorori Sempro/niae Pietati Semproniae / Ionicae l(ibertae) / in f(ronte) p(edes) XXIV in a(gro) p(edes) XII","Caius Sempronius Cai filius Deius et Caius Sempronius Florus liberti vivi fecerunt sibi et Semproniae Ammiae matri Semproniae Florae sorori Semproniae Pietati Semproniae Ionicae libertae in fronte pedes XXIV in agro pedes XII",NA,NA
"EDCS-28600173","CIL 03, 03190 (p 1650, 2275) = IGLFriuli 00031","Dalmatia","?","?","1","150","tituli sepulcrales;  tria nomina;  viri","M(arco) Servenio / Punico posuit / M(arcus) Servenius / Doctus fil(ius)","Marco Servenio Punico posuit Marcus Servenius Doctus filius",NA,NA
"EDCS-28600185","CIL 03, 03195b = CIL 03, 08807","Dalmatia","?","?","1","150","liberti/libertae;  seviri Augustales;  tituli sepulcrales;  tria nomina;  viri","C(aius) Volusius Primi/genius VIvir / viv<u=O>s fecit sibi et / C(aio) Volusio Euhemero / conlibert(o) VIvir(o) Aug(ustali) et / C(aio) Volusio Primigenio defunc(to) / annor(um) VIII libertis libertabusq(ue) / suis ossibus inferendis extranior(um) / nequis ossa inferre velit et tu et tibi / in fr(onte) p(edes) XXX in / agr(o) p(edes) XXX","Caius Volusius Primigenius VI vir vivus fecit sibi et Caio Volusio Euhemero conliberto VI viro Augustali et Caio Volusio Primigenio defuncto annorum VIII libertis libertabus que suis ossibus inferendis extraniorum nequis ossa inferre velit et tu et tibi in fronte pedes XXX in agro pedes XXX",NA,NA
"EDCS-04201550","CIL 05, 02498 = MHM-2018-104 = Tozzi-2017, 00051","Dalmatia","Asseria","Asseria","1","100","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","Appuleia / Aretusa / C(aio) Trosio / Liberali mater / ponit mil(iti) prae/toriae cohortis VI / ann(orum) XVIIII","Appuleia Aretusa Caio Trosio Liberali mater ponit militi praetoriae cohortis VI annorum XVIIII","44.0099747","15.6690296"
"EDCS-04202098","CIL 05, 03051 (p 1073) = MHM-2018-101 = Tozzi-2017, 00110","Dalmatia","Asseria","Asseria","1","100","mulieres;  tituli sepulcrales;  tria nomina;  viri","L(ucio) Trosio / Crescen/ti Trosi/a Tertia / f(ilia) p(osuit)","Lucio Trosio Crescenti Trosia Tertia filia posuit","44.0099747","15.6690296"
"EDCS-10100759","ILJug-03, 01799 = AHB p 541 = AE 1934, 00204","Dalmatia","Bastasi / Municipium Salvium","Municipium Salvium","1","150","ordo decurionum;  tituli sepulcrales;  viri","]/tori fili/o infelici/ssimo de/c(urioni) m(unicipii) def(uncto) / an(norum) XXV / [","tori filio infelicissimo decurioni municipii defuncto annorum XXV","44.0718561","16.6582352"
"EDCS-10101962","ILJug-03, 02954","Dalmatia","Beli / Caisole / Crexa","Crexa","1","70","mulieres;  tituli sepulcrales;  viri","Campiae [3] / co(n)iugi ka[rissimae","Campiae coniugi karissimae","45.1107075","14.3551777"
"EDCS-72200020","AE 1991, 01293","Dalmatia","Benkovac / Asseria","Asseria","1","50","praenomen et nomen;  tituli sacri;  viri","C(aius) Ar/runt/i(us) v(otum) s(olvit)","Caius Arruntius votum solvit","44.0333509","15.6125528"
"EDCS-57200182","Asseria-2004-85","Dalmatia","Benkovac / Asseria","Asseria","1","150","tituli sepulcrales","]as / [3]ti / [3]sell / [3]esc / [3]ori","as ti sell esc ori","44.0333509","15.6125528"
"EDCS-57200180","Asseria-2006-80","Dalmatia","Benkovac / Asseria","Asseria","1","50","mulieres;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","(H)elviae L(uci) f(iliae) / Maximillae / L(ucius) Cassius / p(osuit)","Helviae Luci filiae Maximillae Lucius Cassius posuit","44.0333509","15.6125528"
"EDCS-72200021","CIL 03, 02883 (p 1634, 2273) = D 05953a","Dalmatia","Benkovac / Asseria","Asseria","63","68","milites;  ordo senatorius;  termini;  tria nomina;  viri","Fin[i]s inter Neditas et Corinienses / derectus mensuris actis iussu / [A(uli) Du]ceni Gemini leg(ati) per A(ulum) Resium / Maximum |(centurionem) leg(ionis) XI principem / posteriorem co(ho)[r(tis)] I et per [Q(uintum)] A[e]butium / Liberalem |(centurionem) eiusdem leg(ionis) (h)astatum / posteriorem c(o)hor(tis) I","Finis inter Neditas et Corinienses derectus mensuris actis iussu Auli Duceni Gemini legati per Aulum Resium Maximum centurionem legionis XI principem posteriorem cohortis I et per Quintum Aebutium Liberalem centurionem eiusdem legionis hastatum posteriorem cohortis I","44.0333509","15.6125528"
"EDCS-20601178","AE 2000, 01178","Dalmatia","Bigeste","Bigeste","1","100","milites;  nomen singulare;  tituli sepulcrales;  viri","Tures Alburi / f(ilius) eq(ues) coh(ortis) I / Bracaraugus(tanorum) / ann(orum) XXV stip(endiorum) VII / h(ic) s(itus) e(st) h(eres) p(osuit)","Tures Alburi filius eques cohortis I Bracaraugustanorum annorum XXV stipendiorum VII hic situs est heres posuit","43.182222","17.528889"
"EDCS-20601179","AE 2000, 01179","Dalmatia","Bigeste","Bigeste","1","100","milites;  nomen singulare;  tituli sepulcrales;  viri","Veranus Caturonis / f(ilius) eq(ues) coh(ortis) I Bracaraug(ustanorum) / turma Tironis ann(orum) / XXXIIX stipendiorum / XVIII h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit) / h(eredes) p(osuerunt) Tiro dec(urio) et Crispus / Caturonis","Veranus Caturonis filius eques cohortis I Bracaraugustanorum turma Tironis annorum XXXIIX stipendiorum XVIII hic situs est testamento fieri iussit heredes posuerunt Tiro decurio et Crispus Caturonis","43.182222","17.528889"
"EDCS-20601180","AE 2000, 01180a","Dalmatia","Bigeste","Bigeste","70","86","milites;  sigilla impressa;  tituli fabricationis","Leg(ionis) IIII F(laviae) [F(elicis)]","Legionis IIII Flaviae Felicis","43.182222","17.528889"
"EDCS-20601181","AE 2000, 01180b","Dalmatia","Bigeste","Bigeste","1","70","milites;  sigilla impressa;  tituli fabricationis","Leg(ionis) VIII Aug(ustae)","Legionis VIII Augustae","43.182222","17.528889"
"EDCS-20601183","AE 2000, 01180d","Dalmatia","Bigeste","Bigeste","70","86","milites;  sigilla impressa;  tituli fabricationis","[L]eg(ionis) IIII F(laviae) F(elicis)","Legionis IIII Flaviae Felicis","43.182222","17.528889"
"EDCS-20601184","AE 2000, 01180e","Dalmatia","Bigeste","Bigeste","1","70","milites;  sigilla impressa;  tituli fabricationis","[Leg(ionis)] VIII Aug(ustae)","Legionis VIII Augustae","43.182222","17.528889"
"EDCS-20601174","Legio-VII 00031 = AE 2000, 01174","Dalmatia","Bigeste","Bigeste","1","100","milites;  praenomen et nomen;  tituli sepulcrales;  viri","C(aius) Licinius C(ai) f(ilius) / Fab(ia) dom(o) Sinope / vete(ranus) leg(ionis) VII an(norum) L / stip(endiorum) XXVII / h(ic) s(itus) e(st) / heredes posuer(unt)","Caius Licinius Cai filius Fabia domo Sinope veteranus legionis VII annorum L stipendiorum XXVII hic situs est heredes posuerunt","43.182222","17.528889"
"EDCS-20601175","Legio-XV-Apo 00183 = AE 1979, 00445 = AE 2000, 01175","Dalmatia","Bigeste","Bigeste","14","37","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Luc[3] / C(ai) f(ilius) Prim[us] / vete(ranus) leg(ionis) / XV Apolli/naris / h(ic) s(itus) e(st) / t(estamento) f(ieri) i(ussit)","Lucius Luc Cai filius Primus veteranus legionis XV Apollinaris hic situs est testamento fieri iussit","43.182222","17.528889"
"EDCS-44200214","AE 2006, 01023","Dalmatia","Bihac / Raetinium","Raetinium","1","100","nomen singulare;  tituli sepulcrales;  viri","[3]XIA / Iacus / [1]ientis f(ilius) / ann(orum) LX","XIA Iacus ientis filius annorum LX","44.8146409","15.8690863"
"EDCS-30000207","CIL 03, 09709","Dalmatia","Bihac / Raetinium","Raetinium","42","100","milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","T(itus?) Octavius T(iti) f(ilius) / Vel(ina) Hister vet(eranus) / leg(ionis) XI C(laudiae) P(iae) F(idelis) t(estamento) f(ieri) i(ussit) et / Acrini contuber/nali / in f(ronte) ped(es) X / in agr(o) ped(es) XI","Titus Octavius Titi filius Velina Hister veteranus legionis XI Claudiae Piae Fidelis testamento fieri iussit et Acrini contubernali in fronte pedes X in agro pedes XI","44.8146409","15.8690863"
"EDCS-30000208","CIL 03, 09710 (p 1475)","Dalmatia","Bihac / Raetinium","Raetinium","42","150","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Pescennius / L(uci) f(ilius) Fal(erna) Satur/ninus vet(eranus) leg(ionis) / XI C(laudiae) P(iae) F(idelis) v(ivus) f(ecit) sibi et / Mariae Sp(uri) f(iliae) Quin/tae con[iugi] / be[ne merenti","Lucius Pescennius Luci filius Falerna Saturninus veteranus legionis XI Claudiae Piae Fidelis vivus fecit sibi et Mariae Spuri filiae Quintae coniugi bene merenti","44.8146409","15.8690863"
"EDCS-30100664","CIL 03, 09717","Dalmatia","Bihac / Raetinium","Raetinium","1","150","mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","Lusiae Rufin(ae) / Maximi fili/[ae 3]IV[","Lusiae Rufinae Maximi filiae IV","44.8146409","15.8690863"
"EDCS-32300071","CIL 03, 14324 = AHB p 395 = Grbic 00007","Dalmatia","Bihac / Raetinium","Raetinium","69","79","Augusti/Augustae;  milites;  ordo decurionum;  tituli sacri;  tria nomina;  viri","[T(itus) F]lavius / [3]ditanus / [civ(itate?) d]on(atus) ab / [Imp(eratore)] Vespasiano / Ca[e]sare Aug(usto) / pra[e]positu[s] / et p[rin]cep[s] / Iapo[d]um / [v(otum) s(olvit) l(ibens) m(erito)]","Titus Flavius ditanus civitate donatus ab Imperatore Vespasiano Caesare Augusto praepositus et princeps Iapodum votum solvit libens merito","44.8146409","15.8690863"
"EDCS-31300292","CIL 03, 14326 = D 04878b = AHB p 394 = Grbic 00006","Dalmatia","Bihac / Raetinium","Raetinium","1","150","ordo decurionum;  tituli sacri;  tria nomina;  viri","Bindo Neptuno / sacr(um) / Licinius Teuda / praep(ositus) et pri[n(ceps)] / Ia[p]odum / v(otum) s(olvit) l(ibens) m(erito)","Bindo Neptuno sacrum Licinius Teuda praepositus et princeps Iapodum votum solvit libens merito","44.8146409","15.8690863"
"EDCS-32300074","CIL 03, 14328 = ILJug-01, 00231 = AHB p 400 = Grbic 00005","Dalmatia","Bihac / Raetinium","Raetinium","51","150","ordo decurionum;  tituli sacri;  tria nomina;  viri","Tloantius / Rufus / praepositus / Iapodum / v(otum) s(olvit) l(ibens) m(erito)","Tloantius Rufus praepositus Iapodum votum solvit libens merito","44.8146409","15.8690863"
"EDCS-32300075","CIL 03, 14329 = AHB p 438","Dalmatia","Bihac / Raetinium","Raetinium","71","150","milites;  tituli sepulcrales;  viri","]ANE[3] / [3]a Luc[3] / [3 leg(ionis) III] F(laviae) F(elicis) [","ANE a Luc legionis III Flaviae Felicis","44.8146409","15.8690863"
"EDCS-30301455","CIL 03, 09944","Dalmatia","Biograd na Moru / Zaravecchia / Nedinum","Nedinum","1","150","mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina","Egn(atia) Quinta / Valentin(a)e fil(iae) / pientissim(a)e et / posterisque suis / in fr(onte) p(edes) XXX in a(gro) p(edes) XX","Egnatia Quinta Valentinae filiae pientissimae et posteris que suis in fronte pedes XXX in agro pedes XX","43.9377147","15.4477635"
"EDCS-30301456","CIL 03, 09953","Dalmatia","Biograd na Moru / Zaravecchia / Nedinum","Nedinum","1","150","tituli sepulcrales","] XXI in agr(o) p(edes) XXXV [","XXI in agro pedes XXXV","43.9377147","15.4477635"
"EDCS-08500497","AHB p 357 = AE 1983, 00738","Dalmatia","Blagaj","Blagaj","1","100","tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) / sacr(um) / P(ublius) Vo/lusi/us S[","Iovi Optimo Maximo sacrum Publius Volusius S","43.2575855","17.8904391"
"EDCS-10100765","ILJug-03, 01805 = AHB p 467 = AE 1939, 00176","Dalmatia","Bosansko Grahovo / Municipium Salvium","Municipium Salvium","1","100","nomen singulare;  tituli sacri;  viri","S(ilvano) S(ilvestri) Primus / Vepi l(ibens) p(souit)","Silvano Silvestri Primus Vepi libens psouit","44.1808174","16.365680"
"EDCS-28400346","CIL 03, 03092 (p 1646, 2328,18) = AE 2013, 01197","Dalmatia","Brac, Otok / Brattia","Brattia","1","150","termini;  tituli sacri;  tria nomina;  viri","H(erculi) A(ugusto) s(acrum) / Alnius Obul/tronius / deter(minavit)","Herculi Augusto sacrum Alnius Obultronius determinavit","43.3239838","16.6548190"
"EDCS-30600036","CIL 03, 06425 = CIL 03, 10105b","Dalmatia","Brac, Otok / Brattia","Brattia","1","150","mulieres;  nomen singulare;  tituli sepulcrales;  viri","Placido inf(elicissimo) an(n)o(rum) XXX / Dicatina mater","Placido infelicissimo annorum XXX Dicatina mater","43.3239838","16.6548190"
"EDCS-30600037","CIL 03, 06426 = CIL 03, 10105c","Dalmatia","Brac, Otok / Brattia","Brattia","1","150","praenomen et nomen;  tituli sepulcrales;  viri","L(ucius) T(iti) Lysonis f(ilius) Longinus testamento / iussit fieri","Lucius Titi Lysonis filius Longinus testamento iussit fieri","43.3239838","16.6548190"
"EDCS-31400363","CIL 03, 13291 (p 2328,19)","Dalmatia","Brac, Otok / Brattia","Brattia","1","150","mulieres;  tituli sepulcrales;  tria nomina;  viri","] / Saufeia Ide / mater p(osuit) Sa/ufeio D[","Saufeia Ide mater posuit Saufeio D","43.3239838","16.6548190"
"EDCS-32300084","CIL 03, 14333,07 (p 2328,176) = CLE 01890","Dalmatia","Brac, Otok / Brattia","Brattia","1","150","carmina;  tituli sepulcrales;  tria nomina;  viri","Ut decet parenti f(ilio) fecit suo / L(ucius) Statius L(uci) f(ilius) Venetus / hic situs est","Ut decet parenti filio fecit suo Lucius Statius Luci filius Venetus hic situs est","43.3239838","16.6548190"
"EDCS-08900523","AE 1980, 00693","Dalmatia","Bribir / Bribirska Glavica / Varvaria","Varvaria","23","24","Augusti/Augustae;  ordo senatorius;  tituli honorarii;  tituli sacri;  tria nomina;  viri","Ti(berio) Caesari divi Aug(usti) f(ilio) / divi Iuli n(epoti) Augusto / [p]ontifici maximo co(n)s(uli) III[I] / imp(eratori) VIII tr(ibunicia) pot(estate) XXV L(ucio) Vol[us]/io Saturnino leg(ato) pro [pr(aetore)]","Tiberio Caesari divi Augusti filio divi Iuli nepoti Augusto pontifici maximo consuli IIII imperatori VIII tribunicia potestate XXV Lucio Volusio Saturnino legato pro praetore","43.9214921","15.8398106"
"EDCS-30301389","CIL 03, 09882 = Liburnia 00161","Dalmatia","Bribir / Bribirska Glavica / Varvaria","Varvaria","1","100","praenomen et nomen;  tituli sacri;  viri","L(ucius) Aeroni/us Silvano / v(otum) s(olvit) l(ibens) m(erito)","Lucius Aeronius Silvano votum solvit libens merito","43.9214921","15.8398106"
"EDCS-10000833","CIL 03, 09883 = ILJug-02, 00821 = Liburnia 00162","Dalmatia","Bribir / Bribirska Glavica / Varvaria","Varvaria","1","150","tituli sacri;  tria nomina;  viri","L(ucius) Iulius / Restitutus / Silvano / sacrum","Lucius Iulius Restitutus Silvano sacrum","43.9214921","15.8398106"
"EDCS-10000827","ILJug-02, 00815 = Liburnia 00164","Dalmatia","Bribir / Bribirska Glavica / Varvaria","Varvaria","1","150","praenomen et nomen;  tituli sacri;  viri","T(itus) Darmo(cius?) / Iano / v(otum) s(olvit) l(ibens) m(erito)","Titus Darmocius Iano votum solvit libens merito","43.9214921","15.8398106"
"EDCS-10000829","ILJug-02, 00817 = Liburnia 00165","Dalmatia","Bribir / Bribirska Glavica / Varvaria","Varvaria","1","150","mulieres;  tituli sacri;  tria nomina","Iulia / [1] f(ilia) Te[r]tulla / [N]ymp(h)is / [v(otum) s(olvit) l(ibens) m(erito)]","Iulia filia Tertulla Nymphis votum solvit libens merito","43.9214921","15.8398106"
"EDCS-10000830","ILJug-02, 00818 = Liburnia 00166","Dalmatia","Bribir / Bribirska Glavica / Varvaria","Varvaria","1","150","mulieres;  tituli sacri;  tria nomina","Terentia / T(iti) f(ilia) Secund[a] / Nymphis / [v(otum) s(olvit) l(ibens) m(erito)]","Terentia Titi filia Secunda Nymphis votum solvit libens merito","43.9214921","15.8398106"
"EDCS-10000834","ILJug-02, 00822 = Liburnia 00169","Dalmatia","Bribir / Bribirska Glavica / Varvaria","Varvaria","1","150","mulieres;  praenomen et nomen;  tituli sacri","Ieta / Aeronia / C(ai) f(ilia) v(otum) s(olvit) l(ibens) [m(erito)]","Ieta Aeronia Cai filia votum solvit libens merito","43.9214921","15.8398106"
"EDCS-10000835","ILJug-02, 00823 = Liburnia 00170","Dalmatia","Bribir / Bribirska Glavica / Varvaria","Varvaria","1","150","mulieres;  tituli sacri;  tria nomina","Mutilia / [1] f(ilia) Maxi[ma] / Ivazicn / [v(otum) s(olvit) l(ibens) m(erito)]","Mutilia filia Maxima Ivazicn votum solvit libens merito","43.9214921","15.8398106"
"EDCS-10000837","ILJug-02, 00825","Dalmatia","Bribir / Bribirska Glavica / Varvaria","Varvaria","1","100","milites;  ordo equester;  tituli honorarii;  tria nomina;  viri","] Cl(audia) Liburno / [3 pr]aef(ecto) coh(ortis) IIII / [3 praef(ecto)] coh(ortis) III Thrac(um) / [3]m trib(uno) mil(itum) leg(ionis) XXII / [3]m Aug(usta) P[r]aet(oria?)","Claudia Liburno praefecto cohortis IIII praefecto cohortis III Thracum m tribuno militum legionis XXII m Augusta Praetoria","43.9214921","15.8398106"
"EDCS-10000840","ILJug-02, 00828 = Liburnia 00172","Dalmatia","Bribir / Bribirska Glavica / Varvaria","Varvaria","1","150","liberti/libertae;  mulieres;  nomen singulare;  tituli sacri;  tria nomina","Darmoca / Ceunae l(iberta) / Secunda / [","Darmoca Ceunae liberta Secunda","43.9214921","15.8398106"
"EDCS-10000954","ILJug-02, 00944a = Grbic 00013 = Liburnia 00212 = AE 1964, 00001","Dalmatia","Bribir / Bribirska Glavica / Varvaria","Varvaria","1","150","mulieres;  nomen singulare;  ordo decurionum;  sacerdotes pagani;  tituli sacri;  viri","Marti sac(rum) / Turus Longini f(ilius) / dec(urio) et sacerdotali(s) / pro suis et cognation(e) / Nantania / de suo / v(otum) s(olvit) l(ibens) m(erito)","Marti sacrum Turus Longini filius decurio et sacerdotalis pro suis et cognatione Nantania de suo votum solvit libens merito","43.9214921","15.8398106"
"EDCS-10101849","ILJug-03, 02825 = Horster p 399","Dalmatia","Bribir / Bribirska Glavica / Varvaria","Varvaria","98","98","Augusti/Augustae;  tituli operum;  viri","[Imp(erator)] Caesa[r N]erva / [Traianu]s Aug(ustus) G[erm(anicus) po]ntif(ex) m[axim(us)] / [tr(ibunicia) pot(estate) II co(n)s(ul) ite]rum","Imperator Caesar Nerva Traianus Augustus Germanicus pontifex maximus tribunicia potestate II consul iterum","43.9214921","15.8398106"
"EDCS-10100858","ILJug-03, 01912","Dalmatia","Brotno","Brotno","1","100","mulieres;  nomen singulare;  ordo decurionum;  seviri Augustales;  tituli sepulcrales;  tria nomina;  viri","]s P(ubli) f(ilius) Tro(mentina) Res/[titutu]s aed(ilis) IIIIvir i(ure) d(icundo) / [3] et [3]o Hermae IIIIIIvir(o) Aug(ustali) / [p]atri et / Secundae matri t(estamento) f(ieri) i(ussit)","s Publi filius Tromentina Restitutus aedilis IIII vir iure dicundo et o Hermae IIIIII viro Augustali patri et Secundae matri testamento fieri iussit",NA,NA
"EDCS-64100437","CILGM 00015 = AE 2011, 00893","Dalmatia","Budva / Buthoe","Buthoe","71","130","mulieres;  tituli sepulcrales;  tria nomina","Porciliae / Tertullae / aviae et / Aeliae M(arci) f(iliae) / Marcellae / matri / Iulia Q(uinti) f(ilia) / Tertulina / fecit","Porciliae Tertullae aviae et Aeliae Marci filiae Marcellae matri Iulia Quinti filia Tertulina fecit","42.2885656","18.8419505"
"EDCS-64100441","CILGM 00070 = AE 2011, 00898","Dalmatia","Budva / Buthoe","Buthoe","1","150","liberti/libertae;  mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","T(ito) Pinnio T(iti) lib(erto) / Cavari(o) fratri / Plecte et Ianuar(i)o / Pinni Patina Pisser / sororis suae fili(is?) / Pinnia Plecte / fecit","Tito Pinnio Titi liberto Cavario fratri Plecte et Ianuario Pinni Patina Pisser sororis suae filiis Pinnia Plecte fecit","42.2885656","18.8419505"
"EDCS-10000611","ILJug-02, 00596","Dalmatia","Budva / Buthoe","Buthoe","51","150","mulieres;  tituli sepulcrales;  tria nomina;  viri","G(aius!) Cor(nelius) Dius vix[i]t an(nos) de(functus?) v(ivus) f(ecit) sibi et / Secundae Satu/riae coniugi piissim[ae]","Gaius Cornelius Dius vixit annos defunctus vivus fecit sibi et Secundae Saturiae coniugi piissimae","42.2885656","18.8419505"
"EDCS-30200433","CIL 03, 14985 = ILJug-02, 00851 = Liburnia 00137","Dalmatia","Burnum","Burnum","1","150","nomen singulare;  tituli sacri;  viri","Tytulius / Panentis / Sil/vano Do/mestico pos(uit)","Tytulius Panentis Silvano Domestico posuit","44.0183606","16.0181762"
"EDCS-30200434","CIL 03, 14997,2 = ILJug-03, 02813 = AE 1903, 00304","Dalmatia","Burnum","Burnum","1","42","milites;  tituli sepulcrales;  tria nomina;  viri","M(arcus) Domitius / M(arci) f(ilius) Fabia Sev/erus Brix{s}ia / miles leg(ionis) XI / ann(orum) XXX / stip(endiorum) VIII h(ic) s(itus) e(st) / heres posuit","Marcus Domitius Marci filius Fabia Severus Brixia miles legionis XI annorum XXX stipendiorum VIII hic situs est heres posuit","44.0183606","16.0181762"
"EDCS-31200487","CIL 03, 15002","Dalmatia","Burnum","Burnum","1","100","milites;  tituli sepulcrales;  viri","]GII[3] / [3] qui Rega[liano(?)] / [3] A[u]g(usto) Ne[meto] / [3] mil(es) leg(ionis) I[3] / [h(ic)] s(itus) e(st)","GII qui Regaliano Augusto Nemeto miles legionis I hic situs est","44.0183606","16.0181762"
"EDCS-30200435","CIL 03, 15003 = ILJug-03, 02821","Dalmatia","Burnum","Burnum","1","50","milites;  nomen singulare;  tituli sepulcrales;  viri","Remmo / Saeconis / f(ilius) mil(es) coh(ortis) / Mont(anorum) ann(orum) / [","Remmo Saeconis filius miles cohortis Montanorum annorum","44.0183606","16.0181762"
