"","place","findspot_ancient_clean","findspot_modern_clean","Longitude","Latitude"
"394","Bjelovac / Domavium","NULL","Bratunac",18.7169444,43.8369444
"395","Blazuj","Aquae S[...]","Ilidža",18.2991,43.8313
"396","Ilidza / Aquae S[]","Aquae S[---]","Ilidža",18.2991,43.8313
"397","Luzani","Aquae S[---]","Ilidža",18.2991,43.8313
"398","Sarajevo / Aquae S[]","Aquae S[---]","Ilidža",18.2991,43.8313
"399","Livno / Bariduum / Delminium","NULL","Livno",17.0042416,43.8259136
"400","Gradin / Sidrona","Colentum, insula","Murter-Kornati",15.595,43.8257
"401","Hramina","Colentum, insula","Murter-Kornati",15.595,43.8257
"402","Murter","Colentum, insula","Murter-Kornati",15.595,43.8257
"403","Solin / Salona","Colentum, insula","Murter-Kornati",15.595,43.8257
"404","Prozor / Prozor-Rama / Bistua Vetus","NULL","Prozor-Rama",17.6076793,43.8230831
"405","?","Scardona","Skradin",15.9208,43.8227
"406","Bribir / Bribirska Glavica / Varvaria","Scardona","Skradin",15.9208,43.8227
"407","Roski slap","NULL","Skradin - Kistanje, zwischen",15.9208,43.8227
"408","Skradin / Scardona","Scardona","Skradin",15.9208,43.8227
"409","Skradin / Scardona","NULL","Skradin - Kistanje, zwischen",15.9208,43.8227
"410","Skradin / Scardona","Scardona","Skradin, bei",15.9208,43.8227
"411","Skradin / Scardona","Scardona; Tragurium","Skradin; Trogir",15.9208,43.8227
"412","Hadzici","NULL","Hadžići",18.2025181,43.8226456
"413","Skradin / Scardona","NULL","Tribunj",15.923372,43.8178655
"414","Skradin / Scardona","NULL","Skradin",15.923372,43.8178655
"415","Skradin / Scardona","NULL","Prokljan",15.923372,43.8178655
"416","Prolog / In Alperio / Delminium","In Alperio","Livno",16.8082,43.8156
"417","Raslina","NULL","Šibenik",15.8541589,43.8073218
"418","Raslina","NULL","Skradin",15.8541589,43.8073218
"419","Kornat, Otok","NULL","Murter-Kornati",15.3220745,43.805438
"420","?","Municipium Magnum","Drniš",16.2988,43.8047
"421","Baljci","Municipium Magnum","Ružić",16.2988,43.8047
"422","Kljake / Municipium Magnum","Municipium Magnum","Drniš",16.2988,43.8047
"423","Otavice / Municipium Magnum","Municipium Magnum","Ružić",16.2988,43.8047
"424","Otavice / Municipium Magnum","NULL","Ružić",16.2988,43.8047
"425","Ramljane / Municipium Magnum","Municipium Magnum","Muć",16.2988,43.8047
"426","Ruzic / Balijna Glavica / Municipium Magnum","Municipium Magnum","Ružić",16.2988,43.8047
"427","Ruzic / Balijna Glavica / Municipium Magnum","Municipium Magnum","Drniš",16.2988,43.8047
"428","Ruzic / Balijna Glavica / Municipium Magnum","Municipium Magnum","Drniš - Ružić, zwischen",16.2988,43.8047
"429","Skelani / Municipium Malvesatium","Municipium Magnum","Ružić",16.2988,43.8047
"430","Umljanovic / Municipium Magnum","Municipium Magnum","Ružić",16.2988,43.8047
"431","Vrlika / Vrlica / Salona","Municipium Magnum","Drniš",16.2988,43.8047
"432","Scit","NULL","Prozor-Rama",17.5286451,43.8006148
"433","Rogatica / Ris[]","NULL","Rogatica",19.0039015,43.7985694
"434","Rogatica / Ris[]","Ris---","Rogatica",18.9996,43.7977
"435","Mackat","NULL","Čajetina",19.7803537,43.792561
"436","Pazaric","NULL","Hadžići",18.1520712,43.7874012
"437","Visegrad / Municipium Malvesatium","NULL","Višegrad",19.2933519,43.7844137
"438","Visegrad / Municipium Malvesatium","NULL","Rogatica",19.2933519,43.7844137
"439","Mokronoge / Delminium","NULL","Drvar",17.2304025,43.7644984
"440","Citluk / Aequum","NULL","Čitluk",16.6534966,43.7425382
"441","Citluk / Aequum","NULL","Otok",16.6534966,43.7425382
"442","Citluk / Aequum","Decimin","Dicmo",16.6534966,43.7425382
"443","Citluk / Aequum","NULL","Vrlika",16.6534966,43.7425382
"444","Citluk / Aequum","Aequum","Sinj",16.6547,43.7423
"445","Citluk / Aequum","Aequum","Hrvace",16.6547,43.7423
"446","Citluk / Aequum","Aequum","Sinj, bei",16.6547,43.7423
"447","Gardun / Tilurium","Aequum - Tilurium, bei","Sinj",16.6547,43.7423
"448","Hrvace","Aequum","Hrvace",16.6547,43.7423
"449","Ruduse / Rudusa","Aequum","Sinj",16.6547,43.7423
"450","Sinj / Osinium","Aequum","Sinj",16.6547,43.7423
"451","Sinj / Osinium","Aequum","Sinj, bei",16.6547,43.7423
"452","Sinj / Osinium","Aequum","Hrvace",16.6547,43.7423
"453","Vrlika / Vrlica / Salona","Aequum","Hrvace",16.6547,43.7423
"454",NA,"Aequum","Sinj",16.6547,43.7423
"455","Sibenik / Rider","NULL","Šibenik",15.8964835,43.7337065
"456","Borcani / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"457","Crvenice / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"458","Donji Brisnik / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"459","Kamenica / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"460","Letka / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"461","Lib / Delminium","Delminium","Tomislavgrad, bei",17.2302,43.7183
"462","Mokronoge / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"463","Prisoje / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"464","Sarajlije / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"465","Stipanici / Stipanjici","Delminium","Tomislavgrad",17.2302,43.7183
"466","Suica / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"467","Tomislavgrad / Duvno / Zupanjac / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"468","Danilo / Rider","Rider","Šibenik",16.0486,43.7034
"469","Danilo Gornje / Rider","Rider","Šibenik",16.0486,43.7034
"470","Danilo Gornje / Rider","Rider","Šibenik, bei",16.0486,43.7034
"471","Grusine, Sibenik","Rider","Šibenik",16.0486,43.7034
"472","Sibenik / Rider","Rider","Šibenik",16.0486,43.7034
"473",NA,"Rider","Šibenik",16.0486,43.7034
"474","Lisicici","NULL","Konjic",17.8843332,43.6968033
"475","Donja Trebimlja / Trebimlja","NULL","Ravno",16.5206,43.6922
"476","Gornji Muc / Andetrium","Andetrium","Muć",16.5206,43.6922
"477",NA,"Andetrium","Muć",16.5206,43.6922
"478","Kokani","NULL","Dicmo",16.4930631,43.6912042
"479","Prisoje / Delminium","Delminium","Tomislavgrad",17.0825198,43.6908323
"480","Ostrozac","NULL","Jablanica",17.82552,43.6850325
"481","Gorazde","NULL","Ustiprača",18.9765501,43.6673112
"482","Gorazde","NULL","Goražde",18.9765501,43.6673112
"483","Lipa / Delminium","NULL","Livno",17.3482759,43.6566752
"484","Konjic","NULL","Konjic",17.9624801,43.6534733
"485","Konjic","NULL","Konjic, bei",17.9624801,43.6534733
"486","Konjic","NULL","Mostar",17.9624801,43.6534733
"487","Polimlje","NULL","Bijelo Polje",19.3209528,43.6511643
"488","Polimlje","NULL","Prijepolje",19.3209528,43.6511643
"489","Polimlje","NULL","Nova Varoš",19.3209528,43.6511643
"490","Lecevica / Salona","NULL","Lećevica",16.3359971,43.6416336
"491","Polje Bijela","NULL","Konjic",17.9735051,43.6366575
"492","Citluk / Aequum","Tilurium","Trilj",16.689,43.6139
"493","Gardun / Tilurium","Tilurium","Trilj",16.689,43.6139
"494","Solin / Salona","Tilurium","Trilj",16.689,43.6139
"495","Tomislavgrad / Duvno / Zupanjac / Delminium","Tilurium","Trilj",16.689,43.6139
"496","Trilj / Tilurium","Tilurium","Trilj",16.689,43.6139
"497","Trilj / Tilurium","Tilurium","Trilj, bei",16.689,43.6139
"498","Velic","Tilurium","Trilj",16.689,43.6139
"499","Vojnic Sinjski / Tilurium","Tilurium","Trilj",16.689,43.6139
"500",NA,"Tilurium","Trilj",16.689,43.6139
"501","Cvitina / Cetina","NULL","Civljane",17.8331576,43.5974814
"502","Priboj / Opstina Priboj","NULL","Priboj",19.5230742,43.5839721
"503","Priboj / Opstina Priboj","NULL","Prijepolje",19.5230742,43.5839721
"504","Ustikolina","NULL","Foča-Ustikolina",18.7896812,43.5835116
"505","Borci","NULL","Konjic",18.018441,43.576834
"506","Carevo","NULL","Jajce",18.976111,43.568889
"507","Drvenik Veli / Drvenik","Tragurium","Trogir",16.524,43.5594
"508","Seget Donji / Tragurium","Tragurium","Seget",16.524,43.5594
"509","Solin / Salona","Tragurium","Trogir",16.524,43.5594
"510","Solin / Salona","Salonae","Klis",16.524,43.5594
"511","Trogir / Tragurium","Tragurium","Trogir",16.524,43.5594
"512","Trogir / Tragurium","Tragurium","Seget",16.524,43.5594
"513","Trogir / Tragurium","Tragurium","Trogir, bei",16.524,43.5594
"514","Trogir / Tragurium","Tragurium","Marina",16.524,43.5594
"515","Solin / Salona","Salonae","Solin",16.4919213,43.5441591
"516","Solin / Salona","NULL","NULL",16.4919213,43.5441591
"517","Solin / Salona","NULL","Omiš",16.4919213,43.5441591
"518","Solin / Salona","Pharus","Stari Grad",16.4919213,43.5441591
"519","Solin / Salona","Nareste","Dugi Rat",16.4919213,43.5441591
"520","Solin / Salona","NULL","Split",16.4919213,43.5441591
"521","Solin / Salona","NULL","Bosansko Grahovo",16.4919213,43.5441591
"522","Solin / Salona","NULL","Baška Voda",16.4919213,43.5441591
"523","Suplja crkva","NULL","Biskupija",16.4969241,43.5402396
"524","Ravenna","Salonae","Solin",16.4743,43.5384
"525","?","Salonae","Solin",16.4743,43.5384
"526","?","Salonae","Split",16.4743,43.5384
"527","Bihac / Raetinium","Salonae bei","Kaštela",16.4743,43.5384
"528","Dugopolje / Salona","Salonae","Dugopolje",16.4743,43.5384
"529","Gardun / Tilurium","Salonae","Dugopolje",16.4743,43.5384
"530","Gardun / Tilurium","Salonae","Dicmo",16.4743,43.5384
"531","Gornji Muc / Andetrium","Salonae","Klis",16.4743,43.5384
"532","Gradina / Salona","Salonae","Solin",16.4743,43.5384
"533","Grudine / Salona","Salonae","Solin",16.4743,43.5384
"534","Kapljuc / Salona","Salonae","Solin",16.4743,43.5384
"535","Kastel Gomilica","Salonae","Kaštela",16.4743,43.5384
"536","Kastel Kambelovac / Castel Cambio","Salonae","Kaštela",16.4743,43.5384
"537","Kastel Novi","Salonae","Kaštela",16.4743,43.5384
"538","Kastel Sucurac / Salona","Salonae","Kaštela",16.4743,43.5384
"539","Klapavice / Klapavica / Clissa","Salonae","Klis",16.4743,43.5384
"540","Klis / Clissa","Salonae","Klis",16.4743,43.5384
"541","Klis / Clissa","Salonae","Klis, bei",16.4743,43.5384
"542","Klis / Clissa","Salonae","Solin",16.4743,43.5384
"543","Konjsko / Clissa","Salonae","Klis",16.4743,43.5384
"544","Manastirine / Salona","Salonae","Solin",16.4743,43.5384
"545","Pazdigrad / Pazdigrada / Salona","Salonae","Split",16.4743,43.5384
"546","Risan / Risano / Risinium","Salonae","Solin",16.4743,43.5384
"547","Rupotine / Rupotina / Salona","Salonae","Solin",16.4743,43.5384
"548","Skradin / Scardona","Salonae","Solin",16.4743,43.5384
"549","Solin / Salona","Salonae","Split",16.4743,43.5384
"550","Solin / Salona","Salonae","Solin",16.4743,43.5384
"551","Solin / Salona","Salonae","Klis",16.4743,43.5384
"552","Solin / Salona","Salonae","Kaštela",16.4743,43.5384
"553","Solin / Salona","Salonae","Trogir",16.4743,43.5384
"554","Solin / Salona","Salonae; Salonae bei","Solin; Split",16.4743,43.5384
"555","Solin / Salona","Salonae","Klis, bei",16.4743,43.5384
"556","Solin / Salona","Salonae","Solin, bei",16.4743,43.5384
"557","Solin / Salona","Salonae","Dicmo",16.4743,43.5384
"558","Solin / Salona","Salonae","Solin - Klis, zwischen",16.4743,43.5384
"559","Solin / Salona","Salonae; Salonae","Solin",16.4743,43.5384
"560","Split / Spalatum","Salonae","Split",16.4743,43.5384
"561","Stobrec / Epetino / Epetium","Salonae","Podstrana",16.4743,43.5384
"562","Stobrec / Epetino / Epetium","Salonae","Split",16.4743,43.5384
"563","Trogir / Tragurium","Salonae","Klis",16.4743,43.5384
"564","Trogir / Tragurium","Salonae","Kaštela",16.4743,43.5384
"565","Vid / Narona","Salonae","Split",16.4743,43.5384
"566","Vranjic / Vragnizza / Salona","Salonae","Solin",16.4743,43.5384
"567","Zrnovnica / Salona","Salonae","Split",16.4743,43.5384
"568",NA,"Salonae","Solin",16.4743,43.5384
"569",NA,"Salonae","Split",16.4743,43.5384
"570","Bihac / Raetinium","Siculi","Kaštela",16.3004,43.5306
"571","Kastel Stafilic / Castel Stafileo / Tragurium","Siculi","Kaštela",16.3004,43.5306
"572","Solin / Salona","Siculi","Kaštela",16.3004,43.5306
"573","Trogir / Tragurium","Siculi","Kaštela",16.3004,43.5306
"574","Trogir / Tragurium","Siculi","Kastela",16.3004,43.5306
"575","Veli Bijac / Bijaci / Bijaca / Siculi","Siculi","Kaštela",16.3004,43.5306
"576","Solin / Salona","Salonae","Split",16.447,43.5223
"577","Trogir / Tragurium","NULL","NULL",16.2499724,43.516687
"578","Trogir / Tragurium","Castellum Tariona","Marina",16.2499724,43.516687
"579","Trogir / Tragurium","NULL","Lećevica",16.2499724,43.516687
"580","Radoinja","NULL","Nova Varoš",19.7542834,43.5154829
"581","Ocrkavlje / Municipium Splonistarum","NULL","Foča",18.6223041,43.5142306
"582","Solin / Salona","Ad Dianam (Salonae)","Split",16.3891,43.5085
"583","Glavaticevo","NULL","Konjic",18.1041299,43.5040612
"584","Stobrec / Epetino / Epetium","NULL","Split",16.521326,43.50039
"585","Ciovo, Otok / Boa","Boa, insula","Split",16.3388,43.4995
"586","Trogir / Tragurium","Boa, insula","Trogir",16.3388,43.4995
"587","Draga","Epetium","Split",16.5235,43.4987
"588","Kamen / Municipium Salvium","Epetium","Split",16.5235,43.4987
"589","Omis / Almissa / Oneum / Onaeum","Epetium","Split",16.5235,43.4987
"590","Solin / Salona","Epetium","Split",16.5235,43.4987
"591","Stobrec / Epetino / Epetium","Epetium","Split",16.5235,43.4987
"592","Stobrec / Epetino / Epetium","Epetium","Podstrana",16.5235,43.4987
"593","Visoka","Epetium","Split",16.5235,43.4987
"594","Srinjine / Pituntium","NULL","Split",16.6062547,43.4936069
"595","Podstrana / Pituntium","NULL","Dugi Rat",16.5498635,43.4877119
"596","Podstrana / Pituntium","NULL","Split",16.5498635,43.4877119
"597","Podstrana / Pituntium","NULL","Omiš",16.5498635,43.4877119
"598","Omis / Almissa / Oneum / Onaeum","Pituntium","Podstrana",16.5681,43.4741
"599","Perun","Pituntium","Podstrana, bei",16.5681,43.4741
"600","Podstrana / Pituntium","Pituntium","Podstrana",16.5681,43.4741
"601","Poljica-Brig / Brig","Pituntium","Podstrana",16.5681,43.4741
"602","Solin / Salona","Pituntium","Podstrana",16.5681,43.4741
"603","Srinjine / Pituntium","Pituntium","Podstrana",16.5681,43.4741
"604","Stobrec / Epetino / Epetium","Pituntium","Podstrana",16.5681,43.4741
"605","Donji Prolozac / Novae","NULL","Proložac",17.1534312,43.4703365
"606","Nova Varos","NULL","Nova Varoš",19.8154494,43.4597045
"607","Dzurovo","NULL","Prijepolje",19.6252327,43.4596534
"608","Krug, Jesenice","Nareste","Dugi Rat",16.6289431,43.4592662
"609","Imotski","NULL","Lovrec",17.2179703,43.4471115
"610","Imotski","NULL","Proložac",17.2179703,43.4471115
"611","Imotski","NULL","Imotski, bei",17.2179703,43.4471115
"612","Imotski","NULL","Lokvičići",17.2179703,43.4471115
"613","Omis / Almissa / Oneum / Onaeum","NULL","Dugi Rat",16.6913309,43.4447124
"614","Omis / Almissa / Oneum / Onaeum","Laurento","Tučepi",16.6913309,43.4447124
"615","Omis / Almissa / Oneum / Onaeum","NULL","Omiš",16.6913309,43.4447124
"616","Omis / Almissa / Oneum / Onaeum","Nareste","Dugi Rat",16.6913309,43.4447124
"617","?","Oneum","Omiš",16.7019,43.4422
"618","Omis / Almissa / Oneum / Onaeum","Oneum","Omiš",16.7019,43.4422
"619","Podstrana / Pituntium","Oneum","Omiš",16.7019,43.4422
"620","Donji Vinjani","NULL","Posušje",17.254913,43.4295821
"621","Gornja Brela","NULL","Brela",16.9171227,43.409082
"622","Podbablje Gornje","Novae","Podbablje",17.1968,43.4057
"623","Runovici / Runovic / Novae","Novae","Runovići",17.1968,43.4057
"624","Runovici / Runovic / Novae","Novae","Podbablje",17.1968,43.4057
"625","Runovici / Runovic / Novae","Novae","Zmijavci",17.1968,43.4057
"626","Vrlika / Vrlica / Salona","Novae","Donji Proložac",17.1968,43.4057
"627","Zmijavci","Novae","Zmijavci",17.1968,43.4057
"628","Swischtow / Svishtov / Svistov / Staklen / Novae","Novae","Runovići",17.1968,43.4057
"629","Sovici","NULL","Grude",17.3306923,43.4024187
"630","Donje Selo / Solentia","NULL","Konjic",16.2605765,43.3996977
"631","Donje Selo / Solentia","Solentia, insula","Šolta",16.2752,43.3972
"632","Solin / Salona","Solentia, insula","Šolta",16.2752,43.3972
"633","Solta, Otok / Solentia","Solentia, insula","Šolta, Insel",16.2752,43.3972
"634","Solta, Otok / Solentia","Solentia, insula","Šolta",16.2752,43.3972
"635","Prijepolje / Municipium Splonistarum","NULL","Prijepolje",19.6496772,43.3891969
"636","Runovici / Runovic / Novae","NULL","Imotski, bei",17.2354538,43.38889
"637","Runovici / Runovic / Novae","NULL","Proložac",17.2354538,43.38889
"638","Seljane","NULL","Prijepolje",19.5667479,43.3760385
"639","Seljasnica","NULL","Prijepolje",19.5922106,43.3716225
"640","Kolovrat / Municipium Splonistarum","NULL","Prijepolje",19.626587,43.3691604
"641","Baska Voda","NULL","Baška Voda",16.9482271,43.3582543
"642","Pljevlja / Komini / Municipium Splonistarum","NULL","Prijepolje",19.3584715,43.3565611
"643","Skrip / Brattia","NULL","Supetar",16.603408,43.3546077
"644","Brac, Otok / Brattia","Brattia, insula","Pučišća",16.5444,43.3436
"645","Brac, Otok / Brattia","Brattia, insula","Pučišća, bei",16.5444,43.3436
"646","Brac, Otok / Brattia","Brattia, insula","Postira",16.5444,43.3436
"647","Brac, Otok / Brattia","Brattia, insula","Pučišća - Postira, zwischen",16.5444,43.3436
"648","Brac, Otok / Brattia","Brattia, insula","Brač, Insel",16.5444,43.3436
"649","Brac, Otok / Brattia","Brattia, insula","Škrip",16.5444,43.3436
"650","Brac, Otok / Brattia","Brattia, insula","Sutivan",16.5444,43.3436
"651","Brac, Otok / Brattia","Brattia, insula","Nerežišća",16.5444,43.3436
"652","Kornat, Otok","Brattia, insula","Splitska - Skrip, zwischen",16.5444,43.3436
"653","Solin / Salona","Brattia, insula","Nerežišća",16.5444,43.3436
"654","Babin Potok / Babispotok / Municipium Splonistarum","Municipium S[---]","Pljevlja",19.3204,43.3424
"655","Cicje Polje","Municipium S[---]","Prijepolje - Pljevlja, zwischen",19.3204,43.3424
"656","Dzamija / Domavium","Municipium S[---]","Pljevlja",19.3204,43.3424
"657","Ilijino Brdo / Municipium Splonistarum","Municipium S[---]","Pljevlja",19.3204,43.3424
"658","Kolovrat / Municipium Splonistarum","Municipium S[---]","Pljevlja",19.3204,43.3424
"659","Otilovici","Municipium S[---]","Pljevlja",19.3204,43.3424
"660","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja",19.3204,43.3424
"661","Mrduja","NULL","Milna",16.4099512,43.3385083
"662","Donja Bijenja","NULL","Nevesinje",18.1597377,43.3370267
"663","Zupa","NULL","Drvar",17.1125675,43.3369154
"664","Promajna","NULL","Baška Voda",16.9737189,43.3348513
"665","Povlja","Brattia, insula","Selca",16.8377033,43.3331922
"666","Brac, Otok / Brattia","NULL","Supetar",16.654819,43.3239838
"667","Brac, Otok / Brattia","NULL","Bol",16.654819,43.3239838
"668","Rasici","Aufustianis","Grude",17.3588,43.3203
"669","Tihaljina","Aufustianis","Grude",17.3588,43.3203
"670","Makarska","Muccurum","Makarska",17.0178,43.2969
"671","Runovici / Runovic / Novae","Muccurum","Makarska, bei",17.0178,43.2969
"672","Vid / Narona","Muccurum","Makarska, bei",17.0178,43.2969
"673","Cerin","NULL","Čitluk",17.6414199,43.2727063
"674","Tucepi","Laurento","Tučepi",17.0580946,43.2651336
"675","Blagaj","NULL","Novi Grad",17.8904391,43.2575855
"676","Podgora","NULL","Podgora",17.0750713,43.2433472
"677","Malo Polje / Domavium","NULL","Mostar",17.8843809,43.2418645
"678","Vitina","NULL","Ljubuški",17.4773288,43.2403439
"679","Brodarevo","NULL","Prijepolje",19.7176308,43.2309869
"680","Proboj","NULL","Ljubuški",17.5226262,43.2299652
"681","Bukovica / Domavium","NULL","Ljubovija",18.1138889,43.2286111
"682","Dracevica","NULL","Ljubuški",17.5172138,43.2253241
"683","Krehin Dvor / Krehundvor","NULL","Čitluk",17.7148646,43.2180292
"684","Krehin Gradac","NULL","Čitluk",17.7145162,43.2110013
"685","Gradina / Domavium","NULL","Posušje",18.4200399,43.2078027
"686","Gradina / Domavium","NULL","Jasenice",18.4200399,43.2078027
"687","Udreznje","NULL","Nevesinje",18.0896083,43.2056426
"688","Martincev, Vrgorac","NULL","Vrgorac",17.3723608,43.2050358
"689","Vrgorac / Vergorazza / Vergoratz","NULL","Vrgorac",17.3723608,43.2050358
"690","Kutac","NULL","Ljubuški",17.5120379,43.2007125
"691","Ljubuski / Mlade / Bigeste","NULL","Ljubuški",17.540558,43.1904758
"692","Ljubuski / Mlade / Bigeste","NULL","Čitluk",17.540558,43.1904758
"693","Zivogosce","NULL","Podgora",17.1605863,43.188147
"694","Bigeste","NULL","Ljubuški",17.528889,43.182222
"695","Bigeste","NULL","Velika Kladuša",17.528889,43.182222
"696","Bigeste","Bigeste","Ljubuški",17.5271,43.1818
"697","Bijaca / Biaca","Bigeste - Narona","Ljubuški",17.5271,43.1818
"698","Hardomilje / Bigeste","Bigeste","Ljubuški",17.5271,43.1818
"699","Humac / Bigeste","Bigeste","Ljubuški",17.5271,43.1818
"700","Ljubuski / Mlade / Bigeste","Bigeste","Ljubuški, bei",17.5271,43.1818
"701","Ljubuski / Mlade / Bigeste","Bigeste","Ljubuški",17.5271,43.1818
"702","Pljevlja / Komini / Municipium Splonistarum","NULL","Ljubuški",17.5271,43.1818
"703","Stobrec / Epetino / Epetium","Bigeste","Ljubuški",17.5271,43.1818
"704","Trebizat","Bigeste","Ljubuški",17.5271,43.1818
"705","Vid / Narona","Bigeste","Ljubuški",17.5271,43.1818
"706","Vitalj, Otocac / Arupium","NULL","Ljubuški",17.5271,43.1818
"707",NA,"NULL","Ljubuški",17.5271,43.1818
"708","Scepan Krst","NULL","Berkovići",17.9766248,43.1761044
"709","Hvar / Lesina / Pharia","Pharia, insula","Hvar, Insel",16.4428,43.1725
"710","Hvar / Lesina / Pharia","Pharia, insula","Hvar",16.4428,43.1725
"711","Hvar / Lesina / Pharia","Pharia, insula","Hvar, bei",16.4428,43.1725
"712","Gacko","NULL","Gacko",18.5324678,43.1681651
"713","Dol / Pharia","Pharus","Stari Grad",16.6434,43.1661
"714","Hvar / Lesina / Pharia","Pharus","Stari Grad",16.6434,43.1661
"715","Stari Grad / Argyruntum","Pharus","Stari Grad",16.6434,43.1661
"716","Capljina / Ad Turres","Ad Turres","Čapljina",17.751,43.1604
"717","Klepci","Ad Turres","Čapljina",17.751,43.1604
"718","Mogorjelo","Ad Turres","Čapljina",17.751,43.1604
"719","Surmanci","Ad Turres","Čapljina",17.751,43.1604
"720","Svitava","Ad Turres","Čapljina",17.751,43.1604
"721","Tasovcici / Narona / Ad Turres","Ad Turres","Čapljina",17.751,43.1604
"722","Dabrica","NULL","Nevesinje",18.0012121,43.1425604
"723","Zaostrog / Zastrogh","NULL","Gradac",17.2795401,43.1404702
"724","Stari Ras / Ras","NULL","Novi Pazar",20.4155347,43.1282224
"725","Dubrava / Diluntum","Diluntum","Stolac",17.8414,43.1138
"726","Hodovo","Diluntum","Stolac",17.8414,43.1138
"727","Prenj","Diluntum","Stolac",17.8414,43.1138
"728","Stolac / Rotimlja / Megjina / Diluntum","Diluntum","Stolac",17.8414,43.1138
"729","Stolac / Rotimlja / Megjina / Diluntum","Diluntum","Stolac, bei",17.8414,43.1138
"730","Trijebanj","Diluntum","Stolac",17.8414,43.1138
"731","Vid / Narona","NULL","Janjina",17.6258524,43.0804139
"732","Vid / Narona","Nareste","Dugi Rat",17.6258524,43.0804139
"733","Vid / Narona","NULL","Dugi Rat",17.6258524,43.0804139
"734","Vid / Narona","NULL","Brela",17.6258524,43.0804139
"735","Vid / Narona","NULL","Trebinje",17.6258524,43.0804139
"736","?","Narona","Metković",17.625,43.0801
"737","Crnici-Greda / Crnici","Narona","Čapljina",17.625,43.0801
"738","Donja Bijenja","NULL","Nevesinje",17.625,43.0801
"739","Dretelj","Ad Turres","Čapljina",17.625,43.0801
"740","Gabela","Narona","Čapljina",17.625,43.0801
"741","Janjina / Peljesac / Sabbioncello / Narona","Narona","Ston",17.625,43.0801
"742","Klek","Narona","Slivno",17.625,43.0801
"743","Metkovic / Narona","Narona","Metković",17.625,43.0801
"744","Neum, Vranjevo Selo / Narona","Narona","Neum",17.625,43.0801
"745","Orepak, Crnici","Narona","Čapljina",17.625,43.0801
"746","Prud","Narona","Metković",17.625,43.0801
"747","Risan / Risano / Risinium","Narona","Metković",17.625,43.0801
"748","Vid / Narona","Narona","Metković",17.625,43.0801
"749","Vid / Narona","Narona","Kula Norinska",17.625,43.0801
"750","Vid / Narona","Narona","Opuzen",17.625,43.0801
"751","Vid / Narona","Narona","Čapljina",17.625,43.0801
"752","Vid / Narona","Narona","Janjina",17.625,43.0801
"753","Dubrava / Diluntum","NULL","Omiš",17.958448,43.078729
"754","Gradina / Domavium","Issa, insula","Vis",16.1865,43.0655
"755","Vis / Issa","Issa, insula","Vis",16.1865,43.0655
"756","Vis / Issa","Issa, insula","Vis, bei",16.1865,43.0655
"757","Vis / Issa","Issa, insula","Komiža",16.1865,43.0655
"758","Vid / Narona","Narona","Čapljina",17.6884,43.0645
"759","Vid / Narona","Narona","Čapljina; Metković",17.6884,43.0645
"760","Vis / Issa","NULL","Koper",16.1834976,43.0599322
"761","Ploce / Amantia","NULL","Ploče",17.4360676,43.0524293
"762","Bijelo Polje","NULL","Mostar",19.7469527,43.0337081
"763","Bijelo Polje","NULL","Bijelo Polje",19.7469527,43.0337081
"764","Fatnica","NULL","Bileća",18.3229637,43.0283751
"765","Trpanj","NULL","Trpanj",17.2733543,43.0080442
"766","Voljevac","NULL","Bijelo Polje",19.7819,43.0028
"767","Viganj","NULL","Orebić",17.1022127,42.9820629
"768","Korcula / Nigra Corcyra","NULL","Orebić",17.1359692,42.9617883
"769","Korcula / Nigra Corcyra","Nigra Corcyra, insula","Korčula",17.1099,42.945
"770","Korcula / Nigra Corcyra","Nigra Corcyra, insula","Blato",17.1099,42.945
"771","Korcula / Nigra Corcyra","Nigra Corcyra, insula","Smokvica",17.1099,42.945
"772","Korcula / Nigra Corcyra","Nigra Corcyra, insula","Korčula, bei",17.1099,42.945
"773","Korcula / Nigra Corcyra","Nigra Corcyra, insula","Vela Luka",17.1099,42.945
"774","Janjina / Peljesac / Sabbioncello / Narona","NULL","Janjina",17.4288843,42.925148
"775","Gornja Bijela","NULL","Konjic",19.1515344,42.9030376
"776","Donja Trebimlja / Trebimlja","NULL","Ravno",17.8708226,42.8848331
"777","Hodilje","NULL","Ston",17.6897181,42.8566583
"778","Ston","NULL","Ston",17.6962001,42.8383616
"779","Panik / Leusinium","NULL","Bileća",18.4410799,42.7968707
"780","Kosijerevo","NULL","Nikšić",18.4606607,42.7968403
"781","Polace / Melite","Melite, insula","Mljet",17.377878,42.7854655
"782","Kuside","NULL","Nikšić",18.8517867,42.776241
"783","Niksic / Mons Nigia / Anderva","NULL","Ston",18.9488746,42.7739559
"784","Niksic / Mons Nigia / Anderva","NULL","NULL",18.9488746,42.7739559
