"","place","findspot_ancient_clean","findspot_modern_clean","Longitude","Latitude"
"98","Podlapaca / Hallaj","NULL","Udbina",15.6314144,44.5836375
"99","Vele Srakane / Canidole Grande","NULL","Mali Lošinj",14.3162906,44.5759408
"100","Maslovare","NULL","Novi Grad",17.5341165,44.5634184
"101","Gorincani","NULL","Bosanski Petrovac, bei",16.369403,44.5560108
"102","Laniste","NULL","Ključ",16.658285,44.553778
"103","Bravsko","NULL","Bosanski Petrovac",16.5792045,44.549017
"104","Visoki","NULL","Bosanski Petrovac",16.5792045,44.549017
"105","Caska / Cissa","Cissa","Novalja",14.914,44.546
"106","Novalja","Cissa","Novalja",14.914,44.546
"107","Bravski Vaganac","NULL","Bosanski Petrovac",16.4927352,44.54348
"108","Lukavac","NULL","Milići",18.5325309,44.5344136
"109","Udbina","NULL","Udbina",15.766236,44.5327181
"110","Udbina","NULL","Donji Lapac",15.766236,44.5327181
"111","Karlobag","NULL","Karlobag",15.0728046,44.5277802
"112","Komic / Iapydia","Ancus","Gospić",15.5014,44.5265
"113","Medak / Avendo","Ancus - Ausancalio","Gospić",15.5014,44.5265
"114","Vrebac / Ancus","Ancus","Gospić",15.5014,44.5265
"115","Srednja Gora","NULL","Udbina",15.671934,44.5093655
"116","Takovo","NULL","Ub",20.0510375,44.4985622
"117","Gornja Ploca","NULL","Lovinac",15.6492241,44.4605051
"118","Komic / Iapydia","NULL","Udbina",15.7403448,44.4509084
"119","Komic / Iapydia","NULL","Karlobag",15.7403448,44.4509084
"120","Komic / Iapydia","NULL","Gračac",15.7403448,44.4509084
"121","Pocitelj","NULL","Gospić",15.44778,44.44889
"122","Crvljivica","NULL","Bosanski Petrovac",16.3979316,44.431885
"123","Gornji Ribnik","NULL","Ribnik",16.8178684,44.4195055
"124","Mrkonjic Grad / Varcar Vakuf / Leusaba","NULL","Mrkonjić Grad",17.0840064,44.4165716
"125","Divic","(Domavium) Ad Drinum","Zvornik",19.1032,44.3869
"126","Zvornik / Ad Drinum / Domavium","(Domavium) Ad Drinum","Zvornik",19.1032,44.3869
"127","Majdan","NULL","Mrkonjić Grad",17.1324492,44.3755883
"128","Drvar","NULL","Drvar",16.3827291,44.374769
"129","Krupanj / Domavium","NULL","Ljubovija - Mali Zvornik, zwischen",19.3633333,44.3675
"130","Omsica","NULL","Gračac",15.9349073,44.3612153
"131","Omsica","NULL","Lovinac",15.9349073,44.3612153
"132","Jajce","NULL","Jajce, bei",17.2705155,44.3395173
"133","Jajce","NULL","Jajce",17.2705155,44.3395173
"134","Gornja Bukovica","NULL","Ljubovija",19.7828811,44.3374388
"135","Pag","Cissa, insula","Pag",15.207,44.3262
"136","Pag, Otok","Cissa, insula","Kolan",15.207,44.3262
"137","Donja Pecka / Sarnade","NULL","Mrkonjić Grad",16.8628447,44.3205357
"138","Gracac","NULL","Split",15.8465272,44.2985234
"139","Resanovci","NULL","Bosansko Grahovo",16.3030945,44.296868
"140","Obrovac / Clambetae","Argyruntum","Starigrad",15.4403,44.2951
"141","Stari Grad / Argyruntum","Argyruntum","Starigrad",15.4403,44.2951
"142","Stari Grad / Argyruntum","Argyruntum","Starigrad, bei",15.4403,44.2951
"143","Gromile","NULL","Jajce",17.1008778,44.2850487
"144","Gromile","NULL","Bosansko Grahovo",17.1008778,44.2850487
"145","Gromile","Baloie","Šipovo",17.1009,44.285
"146","Sipovo / Baloie","Baloie","Šipovo",17.1009,44.285
"147","Brdo","NULL","Jajce",17.0630051,44.2826757
"148","Uzovnica","NULL","Mačva",19.3416603,44.2459418
"149","Sitarice","NULL","Valjevo",19.7028344,44.2443848
"150","?","Aenona","Nin",15.1842,44.2435
"151","Nin / Aenona","Aenona","Nin",15.1842,44.2435
"152","Nin / Aenona","Aenona","Vir, Insel - Nin, zwischen",15.1842,44.2435
"153","Nin / Aenona","Aenona","Privlaka",15.1842,44.2435
"154","Nin / Aenona","Aenona","Privlaka, bei",15.1842,44.2435
"155","Nin / Aenona","Aenona","Vrsi",15.1842,44.2435
"156","Nin / Aenona","Aenona","Zadar",15.1842,44.2435
"157","Solin / Salona","Aenona","Nin",15.1842,44.2435
"158","Zadar / Iader","Aenona","Nin",15.1842,44.2435
"159","Zadar / Iader","Aenona","Zadar",15.1842,44.2435
"160","Nin / Aenona","NULL","Polača",15.1840255,44.2430736
"161","Nin / Aenona","NULL","Benkovac",15.1840255,44.2430736
"162","Travnik","Bersellum","Travnik",17.5765,44.241
"163","Turbe","Bersellum","Travnik",17.5765,44.241
"164","Stranjani","NULL","Zenica",17.838256,44.2311276
"165","Travnik","NULL","Travnik",17.6661738,44.2259454
"166","Zenica","NULL","Zenica",17.9055721,44.2010759
"167","Zenica","NULL","Kakanj",17.9055721,44.2010759
"168","Ljubovija","NULL","Ljubovija",19.3698163,44.1867893
"169","Bratunac / Domavium","NULL","NULL",19.3321845,44.1849993
"170","Bosansko Grahovo / Municipium Salvium","NULL","Livno",16.36568,44.1808174
"171","Bosansko Grahovo / Municipium Salvium","NULL","Bosansko Grahovo - Glamoč, zwischen",16.36568,44.1808174
"172","Bosansko Grahovo / Municipium Salvium","NULL","Bosansko Grahovo",16.36568,44.1808174
"173","Gradina / Domavium","Ansium","Obrovac",15.666,44.179
"174","Karin Gornji / Corinium","Ansium","Obrovac",15.666,44.179
"175","Karin Gornji / Corinium","Ansium - Corinium","Obrovac",15.666,44.179
"176","Krusevo / Clambetae","Ansium","Obrovac",15.666,44.179
"177","Krushevo","Ansium","Obrovac",15.666,44.179
"178","Obrovac / Clambetae","Ansium","Obrovac",15.666,44.179
"179","Gradina / Domavium","Ansium","Obrovac",15.6655,44.1788
"180","Mali Mosunj / Stanecli","NULL","Vitez",17.7496291,44.1742841
"181","Doci","NULL","Vitez",17.7534084,44.1661984
"182","Vagan","NULL","Šipovo",17.1746449,44.1539086
"183","Vitez","NULL","Vitez",17.791462,44.150409
"184","Bjelovac / Domavium","Domavium","Bratunac",19.3585,44.1375
"185","Bratunac / Domavium","Domavium","Bratunac",19.3585,44.1375
"186","Dzamija / Domavium","Domavium","Srebrenica",19.3585,44.1375
"187","Golubic / Raetinium","Domavium","Srebrenica",19.3585,44.1375
"188","Gradina / Domavium","Domavium","Srebrenica",19.3585,44.1375
"189","Kamenjace, Bratunac / Domavium","Domavium","Bratunac",19.3585,44.1375
"190","Krupanj / Domavium","Domavium","Krupanj",19.3585,44.1375
"191","Obadi / Domavium","Domavium","Srebrenica",19.3585,44.1375
"192","Pljevlja / Komini / Municipium Splonistarum","Domavium","Srebrenica",19.3585,44.1375
"193","Srebrenica / Domavium","Domavium","Srebrenica",19.3585,44.1375
"194","Srebrenica / Domavium","Domavium","Bratunac",19.3585,44.1375
"195","Karin Gornji / Corinium","NULL","Posedarje",15.6335444,44.1358546
"196","Karin Gornji / Corinium","NULL","Benkovac",15.6335444,44.1358546
"197","Burnum","Sidrona","Benkovac",15.7481,44.1354
"198","Gradina / Domavium","Sidrona","Benkovac",15.7481,44.1354
"199","Gradina / Domavium","Sidrona","Obrovac",15.7481,44.1354
"200","Karin Gornji / Corinium","Corinium","Obrovac",15.7481,44.1354
"201","Medvida / Medvigge / Hadra / Sidrona","Sidrona","Benkovac",15.7481,44.1354
"202","Kakanj","NULL","Kakanj",18.1189478,44.1301029
"203","Glamoc / Municipium Salvium","Municipium Salvium","Glamoč",16.8281,44.1301
"204","Glamoc / Municipium Salvium","Municipium Salvium","Glamoč, bei",16.8281,44.1301
"205","Glavica / Municipium Salvium","Municipium Salvium","Glamoč",16.8281,44.1301
"206","Jakir","Municipium Salvium","Glamoč",16.8281,44.1301
"207","Kamen / Municipium Salvium","Municipium Salvium","Glamoč",16.8281,44.1301
"208","Pankovic","Municipium Salvium","Glamoč",16.8281,44.1301
"209","Podgradina / Municipium Salvium","Municipium Salvium","Glamoč",16.8281,44.1301
"210","Staro Selo","Municipium Salvium","Glamoč",16.8281,44.1301
"211","Vrba / Municipium Salvium","Municipium Salvium","Glamoč",16.8281,44.1301
"212","Zadar / Iader","NULL","Karlobag",15.232136,44.1186078
"213","Donje Biljane / Iader","NULL","Benkovac",15.4641845,44.1170532
"214","Glavica / Municipium Salvium","NULL","Novi Grad",16.7852904,44.1102759
"215","Benkovac / Asseria","Corinium","Novigrad",15.6256,44.1075
"216","Karin Gornji / Corinium","Corinium","Benkovac",15.6256,44.1075
"217","Karin Gornji / Corinium","Corinium","Novigrad",15.6256,44.1075
"218","Karin Gornji / Corinium","Corinium","Benkovac - Novigrad, zwischen",15.6256,44.1075
"219","Popovici","Corinium","Benkovac",15.6256,44.1075
"220","Pridraga / Corinium","Corinium","Novigrad",15.6256,44.1075
"221","Zadar / Iader","Corinium","Novigrad",15.6256,44.1075
"222","Srebrenica / Domavium","NULL","Srebrenica",19.2952783,44.1063188
"223","Berkovina","NULL","Han Pijesak",18.870278,44.086667
"224","Han-Pijesak","NULL","Han Pijesak",18.9530643,44.0812895
"225","Dautovac","NULL","Han Pijesak",18.9531326,44.0807209
"226","Glamoc / Municipium Salvium","Salviae","Livno - Glamoč, zwischen",16.7894,44.0726
"227","Glamoc / Municipium Salvium","Salviae","Glamoč",16.7894,44.0726
"228","Halapic / Municipium Salvium","Salviae","Glamoč",16.7894,44.0726
"229","Bicine / Bicina","Nedinum","Polača, bei",15.5095,44.0721
"230","Biograd na Moru / Zaravecchia / Nedinum","Nedinum","Benkovac",15.5095,44.0721
"231","Karin Gornji / Corinium","Nedinum - Corinium","Benkovac",15.5095,44.0721
"232","Nadin / Nedinum","Nedinum","Benkovac",15.5095,44.0721
"233","Rastevic / Nedinum","Nedinum","Benkovac",15.5095,44.0721
"234","Skabrnja / Nedinum","Nedinum","Škabrnja",15.5095,44.0721
"235","Zadar / Iader","Nedinum","Benkovac",15.5095,44.0721
"236","Bastasi / Municipium Salvium","NULL","Bosansko Grahovo",16.6582352,44.0718561
"237","Bugojno / Bistua Nova","NULL","Bugojno",17.4508821,44.0642198
"238","Dabravine / Dabravina / Breza","NULL","Vareš",18.2976998,44.0548199
"239","Knin / Burnum","NULL","Biskupija",16.199433,44.04085
"240","Burnum","Ninia","Knin",16.1994,44.0408
"241","Ivosevci / Burnum","Ninia","Knin",16.1994,44.0408
"242","Knin / Burnum","Ninia","Knin",16.1994,44.0408
"243","Knin / Burnum","Ninia","Knin, bei",16.1994,44.0408
"244","Mokro Polje / Burnum","Ninia","Knin, bei",16.1994,44.0408
"245","Strmca / Stermizza / Burnum","NULL","Knin",16.1994,44.0408
"246","Tepljuh / Promona","Ninia","Knin",16.1994,44.0408
"247",NA,"Ninia","Knin, bei",16.1994,44.0408
"248","Kuti / Sokolac","NULL","Sokolac - Han Pijesak, zwischen",18.8657743,44.0354778
"249","?","Burnum","Kistanje",15.9936,44.0317
"250","Burnum","Burnum","Kistanje",15.9936,44.0317
"251","Burnum","NULL","Kistanje",15.9936,44.0317
"252","Ervenik","Burnum","Ervenik",15.9936,44.0317
"253","Ivosevci / Burnum","Burnum","Kistanje",15.9936,44.0317
"254","Ivosevci / Burnum","Burnum","Ervenik",15.9936,44.0317
"255","Ivosevci / Burnum","Burnum","Ervenik - Kistanje",15.9936,44.0317
"256","Karlovac / Karlstadt / Burnum","Burnum","Kistanje",15.9936,44.0317
"257","Kistanje / Burnum","Burnum","Kistanje",15.9936,44.0317
"258","Knin / Burnum","Burnum","Kistanje",15.9936,44.0317
"259","Knin / Burnum","Burnum","Ervenik",15.9936,44.0317
"260","Mokro Polje / Burnum","Burnum","Ervenik",15.9936,44.0317
"261","Skradin / Scardona","Burnum","Kistanje",15.9936,44.0317
"262","Skradin / Scardona","NULL","Kistanje",15.9936,44.0317
"263","Suplja crkva","Burnum","Kistanje",15.9936,44.0317
"264","Tepljuh / Promona","Burnum","Kistanje",15.9936,44.0317
"265","Zadar / Iader","NULL","Kistanje",15.9936,44.0317
"266","Bukovaca","NULL","Bosanski Petrovac",17.2675,44.0266667
"267","Dugi Otok","NULL","Sali",15.0315195,44.0211315
"268","Podgrade / Asseria","NULL","Pakoštane",15.669073,44.0203427
"269","Podgrade / Asseria","NULL","Polača",15.669073,44.0203427
"270","Podgrade / Asseria","NULL","Stankovci",15.669073,44.0203427
"271","Podgrade / Asseria","NULL","Benkovac",15.669073,44.0203427
"272","Breza","Hedum Castellum Daesitiatium","Breza",18.2634,44.0184
"273","Burnum","NULL","Biskupija",16.0181762,44.0183606
"274","Biskupija","NULL","Biskupija",16.2226592,44.0169772
"275","Ivosevci / Burnum","NULL","Promina",16.0072244,44.0160408
"276","Ivosevci / Burnum","NULL","Gračac",16.0072244,44.0160408
"277","Ivosevci / Burnum","NULL","Biskupija",16.0072244,44.0160408
"278","Ivosevci / Burnum","NULL","Kijevo",16.0072244,44.0160408
"279","Asseria","Asseria","Benkovac",15.6844,44.0103
"280","Benkovac / Asseria","Asseria","Benkovac",15.6844,44.0103
"281","Benkovac / Asseria","Asseria","Benkovac, bei",15.6844,44.0103
"282","Bukovic","Asseria","Benkovac",15.6844,44.0103
"283","Burnum","Asseria","Benkovac",15.6844,44.0103
"284","Dobropoljci","Asseria","Benkovac",15.6844,44.0103
"285","Gornja Bukovica","Asseria","Benkovac",15.6844,44.0103
"286","Gradina di Perusic","Asseria","Benkovac",15.6844,44.0103
"287","Podgrade / Asseria","Asseria","Benkovac",15.6844,44.0103
"288","Podgrade / Asseria","NULL","Benkovac",15.6844,44.0103
"289","Podgrade / Asseria","Asseria - Corinium","Obrovac",15.6844,44.0103
"290","Solin / Salona","Salonae","Split",15.6844,44.0103
"291","Solin / Salona","Asseria","Venezia",15.6844,44.0103
"292",NA,"Asseria","Benkovac",15.6844,44.0103
"293","Brestovsko","NULL","Kiseljak",18.0235889,44.0038431
"294","Dobropoljci","Alveria","Lišane Ostrovičke",15.8139,43.9937
"295","Ostrovica / Alveria","Alveria","Lišane Ostrovičke",15.8139,43.9937
"296","Podgrade / Asseria","Alveria","Lišane Ostrovičke",15.8139,43.9937
"297","Skradin / Scardona","Alveria","Lišane Ostrovičke",15.8139,43.9937
"298","Vina","Hedum Castellum Daesitiatium","Breza",18.2782592,43.9902346
"299","Kistanje / Burnum","NULL","Kistanje - Lišane Ostrovičke, zwischen",15.9653321,43.9814264
"300","Otinovci / Ad Matricem / Delminium","NULL","Kupres",17.3082922,43.9793723
"301","Kijevo","NULL","Kijevo",16.3573198,43.9793545
"302","Orlic","NULL","Biskupija",16.233824,43.9751619
"303","Puljane / Pugliane / Burnum","NULL","Promina",16.032173,43.9743322
"304","Tubici","NULL","Kosjerić",19.9564933,43.9733296
"305","Peci","NULL","Bosansko Grahovo",19.4471161,43.9677515
"306","Arilje","Municipium Malvesiatium","Arilje",19.5333,43.9667
"307","Bajina Basta","Municipium Malvesiatium","Bajina Bašta",19.5333,43.9667
"308","Cacak / Malvesiatium","Municipium Malvesiatium","Lučani",19.5333,43.9667
"309","Cacak / Malvesiatium","Municipium Malvesiatium","Čačak",19.5333,43.9667
"310","Cacak / Malvesiatium","Municipium Malvesatium","Čačak",19.5333,43.9667
"311","Crvica","Municipium Malvesiatium","Bajina Bašta",19.5333,43.9667
"312","Drazinovici","Municipium Malvesiatium","Požega",19.5333,43.9667
"313","Fakovici / Domavi","Municipium Malvesiatium","Bratunac",19.5333,43.9667
"314","Gorobilje","Municipium Malvesiatium","Požega",19.5333,43.9667
"315","Gradina / Domavium","Municipium Malvesiatium","Arilje, bei",19.5333,43.9667
"316","Gradina / Domavium","Municipium Malvesiatium","Srebrenica",19.5333,43.9667
"317","Jezevica / Municipium Malvesatium","Municipium Malvesiatium","Požega",19.5333,43.9667
"318","Karan","Capedunum","Užice",19.5333,43.9667
"319","Lijesce / Municipium Malvesatium","Municipium Malvesiatium","Srebrenica",19.5333,43.9667
"320","Negrisori / Municipium Malvesatium","Municipium Malvesiatium","Lučani",19.5333,43.9667
"321","Pozega","Municipium Malvesiatium","Požega",19.5333,43.9667
"322","Pozega","Capedunum","Užice",19.5333,43.9667
"323","Prilipac","Municipium Malvesiatium","Požega",19.5333,43.9667
"324","Rudo / Municipium Malvesatium","Municipium Malvesiatium","Rudo",19.5333,43.9667
"325","Skelani / Municipium Malvesatium","Municipium Malvesiatium","Srebrenica",19.5333,43.9667
"326","Tuckovo","Municipium Malvesiatium","Požega",19.5333,43.9667
"327","Visibaba","Municipium Malvesiatium","Požega",19.5333,43.9667
"328","Vrutci","Capedunum","Užice",19.5333,43.9667
"329","Zljebac","Municipium Malvesiatium","Bratunac",19.5333,43.9667
"330",NA,"Municipium Malvesiatium","Srebrenica",19.5333,43.9667
"331","Podastinje","NULL","Kiseljak",18.0791069,43.9586303
"332","Mratovo / Burnum","NULL","Promina",16.0454253,43.9559481
"333","Kotlusa","NULL","Civljane",16.4032543,43.9525497
"334","Visnjica / Singidunum","NULL","Kiseljak",18.0402685,43.9494237
"335","Kiseljak","NULL","Kiseljak",18.0782775,43.9438172
"336","?","Iader","Zadar",15.4483,43.9393
"337","Biograd na Moru / Zaravecchia / Nedinum","Iader","Biograd na Moru",15.4483,43.9393
"338","Burnum","Iader","Biograd na Moru",15.4483,43.9393
"339","Galovac / Iader","Iader","Galovac",15.4483,43.9393
"340","Nadin / Nedinum","Iader","Biograd na Moru, bei",15.4483,43.9393
"341","Nadin / Nedinum","Iader","Biograd na Moru",15.4483,43.9393
"342","Podgrade / Asseria","Iader","Biograd na Moru",15.4483,43.9393
"343","Risan / Risano / Risinium","Iader","Zadar",15.4483,43.9393
"344","Zadar / Iader","Iader","Zadar",15.4483,43.9393
"345","Zadar / Iader","Iader","Zadar, bei",15.4483,43.9393
"346","Zadar / Iader","Iader","Zemunik Donji",15.4483,43.9393
"347","Zadar / Iader","Iader","Bibinje",15.4483,43.9393
"348","Zadar / Iader","Iader","Kali",15.4483,43.9393
"349",NA,"Iader","Zadar",15.4483,43.9393
"350","Uzdolje","NULL","Biskupija",16.1966494,43.9386349
"351","Gornji Vakuf-Uskoplje","NULL","Gornji Vakuf-Uskoplje",17.583559,43.9385698
"352","Vinalic","NULL","Vrlika",16.4361898,43.9306553
"353","Bribir / Bribirska Glavica / Varvaria","NULL","Skradin",15.8398106,43.9214921
"354","Vrlika / Vrlica / Salona","NULL","Vrlika",16.3977809,43.9096687
"355","Vrlika / Vrlica / Salona","NULL","Civljane",16.3977809,43.9096687
"356","Vrlika / Vrlica / Salona","Salonae","Vrlika",16.3977809,43.9096687
"357","Vrlika / Vrlica / Salona","NULL","Kijevo",16.3977809,43.9096687
"358","Krklic, Pakostane","NULL","Pakoštane",15.5061682,43.9082968
"359","Gornji Muc / Andetrium","Promona","Drniš",16.2114,43.8955
"360","Ivosevci / Burnum","Promona","Promina",16.2114,43.8955
"361","Oklaj","Promona","Promina",16.2114,43.8955
"362","Solin / Salona","Promona","Drniš",16.2114,43.8955
"363","Tepljuh / Promona","Promona","Drniš",16.2114,43.8955
"364","Tepljuh / Promona","Promona","Promina",16.2114,43.8955
"365","Tepljuh / Promona","Ninia","Knin, bei",16.2114,43.8955
"366","Vrlika / Vrlica / Salona","Promona","Drniš",16.2114,43.8955
"367","Tepljuh / Promona","NULL","Gračac",16.2085222,43.8933717
"368","Donji Rujani","NULL","Livno",16.7231516,43.8910198
"369","Bratiskovci","NULL","Skradin",15.9051,43.8892
"370","Bribir / Bribirska Glavica / Varvaria","Varvaria","Skradin",15.9051,43.8892
"371","Ivosevci / Burnum","Varvaria","Skradin",15.9051,43.8892
"372","Lastve, Bribir","Varvaria","Skradin",15.9051,43.8892
"373","Nadin / Nedinum","Varvaria","Skradin",15.9051,43.8892
"374","Planicnik","Varvaria","Skradin",15.9051,43.8892
"375","Skradin / Scardona","Varvaria","Skradin",15.9051,43.8892
"376",NA,"Varvaria","Skradin",15.9051,43.8892
"377","Lipa / Delminium","NULL","Livno",16.7779,43.871
"378","Listani / Lastani","Pelva","Livno",16.7779,43.871
"379","Livno / Bariduum / Delminium","Pelva","Livno",16.7779,43.871
"380",NA,"Pelva","Livno",16.7779,43.871
"381","Kresevo","NULL","Kreševo",18.0486381,43.8683908
"382","Mali Kablici / Delminium","NULL","Livno",16.9440416,43.8561788
"383","Bioska","Capedunum","Užice",19.6639,43.8561
"384","Uzice","Capedunum","Užice",19.6639,43.8561
"385","Vrutci","Capedunum","Užice, bei",19.6639,43.8561
"386",NA,"Capedunum","Užice",19.6639,43.8561
"387","Dubravice / Scardona","NULL","Skradin",15.9415463,43.8521087
"388","Sarajevo / Aquae S[]","NULL","Sarajevo, Novi Grad",18.3866868,43.8519774
"389","Sarajevo / Aquae S[]","NULL","NULL",18.3866868,43.8519774
"390","Sarajevo / Aquae S[]","NULL","Sarajevo, Centar",18.3866868,43.8519774
"391","Sarajevo / Aquae S[]","NULL","Sarajevo, Novo Sarajevo / Centar",18.3866868,43.8519774
"392","Otisic","NULL","Vrlika",16.4510202,43.8488797
"393","Suhaca / Delminium","NULL","Livno",16.9737159,43.8406854
